"Freq [GHz]","re(S(1,1)) []","im(S(1,1)) []"
4.381,0.985711702406295,-0.119483744358912
4.382,0.985709199823785,-0.11950978443665
4.383,0.985706694946711,-0.119535809962355
4.384,0.985704187746045,-0.119561821183116
4.385,0.985701678196626,-0.119587818488447
4.386,0.985699166398435,-0.119613801202747
4.387,0.985696652336362,-0.119639769517624
4.388,0.98569413591601,-0.119665724315721
4.389,0.98569161729144,-0.119691664562317
4.39,0.985689096422054,-0.119717590609487
4.391,0.985686573333297,-0.119743502444121
4.392,0.98568404800471,-0.119769400316296
4.393,0.985681520473725,-0.11979528399263
4.394,0.985678990746157,-0.119821153665226
4.395,0.985676458785754,-0.119847009585075
4.396,0.985673924698709,-0.119872851193391
4.397,0.985671388405323,-0.119898679093962
4.398,0.985668849987702,-0.119924492861218
4.399,0.985666309490117,-0.11995029219852
4.4,0.985663766790431,-0.119976078240228
4.401,0.985661221932847,-0.120001850583016
4.402,0.985658675040296,-0.120027608575223
4.403,0.985656126032596,-0.120053352927399
4.404,0.985653574898794,-0.12007908365347
4.405,0.985651021714123,-0.120104800532547
4.406,0.985648466504671,-0.120130503304917
4.407,0.985645909202172,-0.120156192649362
4.408,0.985643349863105,-0.120181868221328
4.409,0.985640788494953,-0.120207530109866
4.41,0.985638225125151,-0.120233178178337
4.411,0.985635659729362,-0.120258812751286
4.412,0.985633092337801,-0.120284433658507
4.413,0.985630522949566,-0.120310041035094
4.414,0.985627951573581,-0.120335634863791
4.415,0.985625378272089,-0.120361214879249
4.416,0.985622803007492,-0.120386781437685
4.417,0.98562022575288,-0.120412334772293
4.418,0.985617646560004,-0.120437874652477
4.419,0.985615065473094,-0.120463400840228
4.42,0.985612482447536,-0.120488913763759
4.421,0.985609897531996,-0.120514413116213
4.422,0.985607310687456,-0.120539899359886
4.423,0.98560472195683,-0.120565372216799
4.424,0.985602131377776,-0.120590831512915
4.425,0.985599538911759,-0.120616277651225
4.426,0.985596944555416,-0.120641710776845
4.427,0.985594348382073,-0.120667130368731
4.428,0.98559175037876,-0.120692536675755
4.429,0.985589150515935,-0.120717929983744
4.43,0.985586548834698,-0.120743310047756
4.431,0.985583945373417,-0.120768676733315
