"Freq [GHz]","dB(S(1,1)) []"
2.248,-6.44017325113493
2.249,-6.41630035900861
2.25,-6.39259277077299
2.251,-6.36904910152579
2.252,-6.34566798402978
2.253,-6.32244806842013
2.254,-6.29938802191687
2.255,-6.27648652854187
2.256,-6.25374228884085
2.257,-6.23115401960964
2.258,-6.20872045362532
2.259,-6.18644033938158
2.26,-6.16431244082848
2.261,-6.14233553711672
2.262,-6.12050842234593
2.263,-6.09882990531717
2.264,-6.07729880928953
2.265,-6.05591397174081
2.266,-6.03467424413208
2.267,-6.01357849167619
2.268,-5.99262559310991
2.269,-5.97181444047019
2.27,-5.95114393887379
2.271,-5.93061300630053
2.272,-5.91022057338044
2.273,-5.88996558318416
2.274,-5.86984699101673
2.275,-5.84986376421505
2.276,-5.83001488194846
2.277,-5.81029933502267
2.278,-5.79071612568703
2.279,-5.77126426744476
2.28,-5.75194278486654
2.281,-5.73275071340707
2.282,-5.71368709922464
2.283,-5.69475099900387
2.284,-5.67594147978098
2.285,-5.6572576187725
2.286,-5.63869850320635
2.287,-5.62026323015608
2.288,-5.60195090637749
2.289,-5.58376064814842
2.29,-5.56569158111081
2.291,-5.5477428401156
2.292,-5.52991356907025
2.293,-5.51220292078863
2.294,-5.49461005684362
2.295,-5.47713414742208
2.296,-5.45977437118229
2.297,-5.44252991511376
2.298,-5.42539997439947
2.299,-5.40838375228036
2.3,-5.39148045992218
2.301,-5.37468931628455
2.302,-5.35800954799232
2.303,-5.34144038920906
2.304,-5.3249810815127
2.305,-5.30863087377336
2.306,-5.29238902203325
2.307,-5.27625478938867
2.308,-5.26022744587391
2.309,-5.24430626834739
2.31,-5.22849054037961
2.311,-5.21277955214304
2.312,-5.19717260030406
2.313,-5.1816689879167
2.314,-5.16626802431825
2.315,-5.15096902502668
2.316,-5.13577131164007
2.317,-5.12067421173744
2.318,-5.10567705878182
2.319,-5.09077919202463
2.32,-5.07597995641202
2.321,-5.06127870249281
2.322,-5.04667478632813
2.323,-5.03216756940263
2.324,-5.01775641853737
2.325,-5.00344070580424
2.326,-4.98921980844206
2.327,-4.97509310877403
2.328,-4.96105999412689
2.329,-4.94711985675145
2.33,-4.93327209374478
2.331,-4.91951610697353
2.332,-4.90585130299901
2.333,-4.89227709300351
2.334,-4.8787928927181
2.335,-4.86539812235167
2.336,-4.85209220652152
2.337,-4.83887457418501
2.338,-4.82574465857285
2.339,-4.81270189712342
2.34,-4.79974573141847
2.341,-4.78687560712004
2.342,-4.77409097390865
2.343,-4.76139128542266
2.344,-4.74877599919895
2.345,-4.73624457661451
2.346,-4.7237964828295
2.347,-4.7114311867313
2.348,-4.6991481608796
2.349,-4.68694688145278
2.35,-4.67482682819537
2.351,-4.66278748436626
2.352,-4.65082833668848
2.353,-4.63894887529958
2.354,-4.6271485937033
2.355,-4.61542698872208
2.356,-4.60378356045068
2.357,-4.59221781221063
2.358,-4.58072925050589
2.359,-4.56931738497907
2.36,-4.55798172836901
2.361,-4.54672179646891
2.362,-4.5355371080855
2.363,-4.52442718499919
2.364,-4.51339155192484
2.365,-4.50242973647365
2.366,-4.49154126911564
2.367,-4.48072568314314
2.368,-4.46998251463494
2.369,-4.45931130242138
2.37,-4.44871158805005
2.371,-4.43818291575238
2.372,-4.42772483241098
2.373,-4.41733688752753
2.374,-4.40701863319164
2.375,-4.39676962405036
2.376,-4.38658941727818
2.377,-4.37647757254796
2.378,-4.36643365200247
2.379,-4.35645722022639
2.38,-4.34654784421934
2.381,-4.33670509336909
2.382,-4.32692853942572
2.383,-4.3172177564763
2.384,-4.30757232092003
2.385,-4.29799181144418
2.386,-4.28847580900038
2.387,-4.27902389678168
2.388,-4.26963566019994
2.389,-4.26031068686392
2.39,-4.25104856655785
2.391,-4.24184889122046
2.392,-4.23271125492453
2.393,-4.22363525385699
2.394,-4.21462048629943
2.395,-4.20566655260912
2.396,-4.19677305520035
2.397,-4.18793959852657
2.398,-4.17916578906249
2.399,-4.17045123528697
2.4,-4.16179554766617
2.401,-4.15319833863716
2.402,-4.14465922259187
2.403,-4.13617781586147
2.404,-4.12775373670116
2.405,-4.11938660527518
2.406,-4.11107604364243
2.407,-4.10282167574219
2.408,-4.0946231273803
2.409,-4.08648002621568
2.41,-4.07839200174716
2.411,-4.07035868530058
2.412,-4.06237971001624
2.413,-4.05445471083667
2.414,-4.04658332449459
2.415,-4.0387651895013
2.416,-4.03099994613527
2.417,-4.02328723643087
2.418,-4.0156267041676
2.419,-4.00801799485942
2.42,-4.00046075574435
2.421,-3.99295463577427
2.422,-3.98549928560507
2.423,-3.9780943575869
2.424,-3.97073950575463
2.425,-3.9634343858187
2.426,-3.95617865515586
2.427,-3.94897197280048
2.428,-3.94181399943569
2.429,-3.93470439738497
2.43,-3.92764283060377
2.431,-3.92062896467138
2.432,-3.91366246678289
2.433,-3.90674300574141
2.434,-3.89987025195031
2.435,-3.89304387740578
2.436,-3.88626355568935
2.437,-3.87952896196071
2.438,-3.87283977295054
2.439,-3.86619566695352
2.44,-3.85959632382151
2.441,-3.85304142495672
2.442,-3.84653065330516
2.443,-3.8400636933501
2.444,-3.83364023110553
2.445,-3.82725995411002
2.446,-3.82092255142036
2.447,-3.81462771360545
2.448,-3.80837513274033
2.449,-3.80216450240008
2.45,-3.79599551765412
2.451,-3.78986787506025
2.452,-3.78378127265896
2.453,-3.77773540996782
2.454,-3.77172998797585
2.455,-3.76576470913796
2.456,-3.75983927736954
2.457,-3.75395339804099
2.458,-3.74810677797237
2.459,-3.74229912542815
2.46,-3.73653015011184
2.461,-3.73079956316087
2.462,-3.72510707714135
2.463,-3.71945240604299
2.464,-3.713835265274
2.465,-3.70825537165592
2.466,-3.7027124434188
2.467,-3.69720620019602
2.468,-3.69173636301939
2.469,-3.68630265431424
2.47,-3.68090479789443
2.471,-3.67554251895758
2.472,-3.67021554408008
2.473,-3.66492360121229
2.474,-3.6596664196737
2.475,-3.65444373014815
2.476,-3.64925526467898
2.477,-3.64410075666424
2.478,-3.63897994085198
2.479,-3.63389255333545
2.48,-3.62883833154829
2.481,-3.62381701425988
2.482,-3.61882834157058
2.483,-3.61387205490691
2.484,-3.60894789701699
2.485,-3.60405561196568
2.486,-3.59919494512988
2.487,-3.59436564319392
2.488,-3.58956745414473
2.489,-3.58480012726725
2.49,-3.58006341313954
2.491,-3.5753570636283
2.492,-3.57068083188402
2.493,-3.5660344723363
2.494,-3.56141774068915
2.495,-3.55683039391633
2.496,-3.55227219025653
2.497,-3.54774288920878
2.498,-3.54324225152771
2.499,-3.53877003921876
2.5,-3.53432601553351
2.501,-3.52990994496505
2.502,-3.52552159324312
2.503,-3.52116072732944
2.504,-3.51682711541309
2.505,-3.5125205269056
2.506,-3.50824073243637
2.507,-3.50398750384786
2.508,-3.49976061419093
2.509,-3.49555983772005
2.51,-3.49138494988855
2.511,-3.487235727344
2.512,-3.48311194792335
2.513,-3.47901339064827
2.514,-3.47493983572041
2.515,-3.47089106451666
2.516,-3.46686685958439
2.517,-3.46286700463675
2.518,-3.45889128454799
2.519,-3.45493948534867
2.52,-3.45101139422095
2.521,-3.44710679949388
2.522,-3.44322549063875
2.523,-3.43936725826425
2.524,-3.43553189411191
2.525,-3.43171919105132
2.526,-3.42792894307545
2.527,-3.42416094529604
2.528,-3.42041499393881
2.529,-3.41669088633892
2.53,-3.41298842093621
2.531,-3.40930739727069
2.532,-3.4056476159777
2.533,-3.40200887878353
2.534,-3.39839098850069
2.535,-3.39479374902327
2.536,-3.39121696532251
2.537,-3.38766044344208
2.538,-3.38412399049364
2.539,-3.38060741465231
2.54,-3.37711052515205
2.541,-3.37363313228133
2.542,-3.37017504737854
2.543,-3.36673608282754
2.544,-3.36331605205329
2.545,-3.35991476951746
2.546,-3.35653205071388
2.547,-3.35316771216441
2.548,-3.34982157141446
2.549,-3.34649344702868
2.55,-3.34318315858676
2.551,-3.33989052667908
2.552,-3.33661537290254
2.553,-3.33335751985634
2.554,-3.33011679113791
2.555,-3.32689301133856
2.556,-3.32368600603963
2.557,-3.32049560180823
2.558,-3.31732162619329
2.559,-3.31416390772162
2.56,-3.31102227589378
2.561,-3.30789656118034
2.562,-3.30478659501787
2.563,-3.30169220980516
2.564,-3.29861323889938
2.565,-3.29554951661235
2.566,-3.29250087820676
2.567,-3.28946715989252
2.568,-3.28644819882323
2.569,-3.28344383309235
2.57,-3.2804539017299
2.571,-3.27747824469883
