Freq(GHz),S11 Log Mag(dB)
2.79,-1.1122279
2.791,-1.1385263
2.792,-1.1139386
2.793,-1.1333619
2.794,-1.1263895
2.795,-1.1194106
2.796,-1.125387
2.797,-1.1276718
2.798,-1.1080872
2.799,-1.0860801
2.8,-1.0948747
2.801,-1.0774188
2.802,-1.0985581
2.803,-1.068408
2.804,-1.0707449
2.805,-1.0633119
2.806,-1.0373164
2.807,-1.0428244
2.808,-1.0389856
2.809,-1.027922
2.81,-1.0194596
2.811,-1.037587
2.812,-1.0093603
2.813,-1.0130306
2.814,-1.0202335
2.815,-1.0011834
2.816,-0.99709022
2.817,-1.0046071
2.818,-0.98556423
2.819,-0.99807549
2.82,-0.98691827
2.821,-0.98408192
2.822,-0.98134458
2.823,-0.97029334
2.824,-0.96388793
2.825,-0.95169431
2.826,-0.95048517
2.827,-0.95860207
2.828,-0.96454763
2.829,-0.95727259
2.83,-0.94788444
2.831,-0.94946539
2.832,-0.93223178
2.833,-0.94183326
2.834,-0.93247533
2.835,-0.94287747
2.836,-0.93790275
2.837,-0.941136
2.838,-0.94609416
2.839,-0.90586138
2.84,-0.93376958
2.841,-0.92642093
2.842,-0.93190533
2.843,-0.93665248
2.844,-0.93917722
2.845,-0.92277914
2.846,-0.93659037
2.847,-0.91939706
2.848,-0.92326903
2.849,-0.92588717
2.85,-0.91745132
2.851,-0.93800592
2.852,-0.91719609
2.853,-0.92934477
2.854,-0.91414553
2.855,-0.93900245
2.856,-0.93094003
2.857,-0.91705501
2.858,-0.92077512
2.859,-0.92854208
2.86,-0.93403894
2.861,-0.91599917
2.862,-0.92379051
2.863,-0.93779039
2.864,-0.95291924
2.865,-0.93183762
2.866,-0.95790893
2.867,-0.94313961
2.868,-0.94572937
2.869,-0.94831759
2.87,-0.93927538
2.871,-0.94660944
2.872,-0.95246899
2.873,-0.96002918
2.874,-0.95526201
2.875,-0.95867467
2.876,-0.9598152
2.877,-0.97539395
2.878,-0.98855937
2.879,-0.98840171
2.88,-0.96901578
2.881,-0.98964238
2.882,-0.99261642
2.883,-1.0004417
2.884,-1.0003471
2.885,-0.98647922
2.886,-0.98799938
2.887,-0.98125136
2.888,-0.99529105
2.889,-0.95922875
2.89,-1.0008115
2.891,-0.99598467
2.892,-0.97114098
2.893,-0.96775126
2.894,-0.97546244
2.895,-0.98115057
2.896,-0.95082432
2.897,-0.97451776
2.898,-0.97927743
2.899,-0.95577115
2.9,-0.94116622
2.901,-0.95301801
2.902,-0.94736087
2.903,-0.95965463
2.904,-0.96400428
2.905,-0.95297682
2.906,-0.96236533
2.907,-0.96752667
2.908,-0.97487706
2.909,-0.98471719
2.91,-0.97683895
2.911,-0.9997499
2.912,-0.99130571
2.913,-0.97888601
2.914,-0.98521906
2.915,-1.0069517
2.916,-1.0141662
2.917,-1.0055958
2.918,-1.0258427
2.919,-1.0277455
2.92,-1.0027716
2.921,-1.0258955
2.922,-1.0236659
2.923,-1.0153445
2.924,-1.0168189
2.925,-1.0157319
2.926,-1.0106002
2.927,-1.004096
2.928,-1.0092784
2.929,-1.0052545
2.93,-1.004975
2.931,-1.0007808
2.932,-1.0081892
2.933,-1.0135932
2.934,-1.0018414
2.935,-1.0094476
2.936,-1.0075101
2.937,-1.01799
2.938,-1.0220699
2.939,-1.0267084
2.94,-0.99868309
2.941,-1.0086552
2.942,-1.0068898
2.943,-1.0019419
2.944,-0.99572426
2.945,-0.98985088
2.946,-1.0034301
2.947,-0.99803859
2.948,-1.0064346
2.949,-0.99274051
2.95,-1.0140215
2.951,-0.99371231
2.952,-0.99872279
2.953,-1.004564
2.954,-0.9949041
2.955,-1.0088215
2.956,-1.0127045
2.957,-1.016699
2.958,-1.0165325
2.959,-1.0200211
2.96,-1.0191118
2.961,-1.0187654
2.962,-1.0222584
2.963,-1.0516479
2.964,-1.0566692
2.965,-1.0511289
2.966,-1.0652723
2.967,-1.0811119
2.968,-1.0692754
2.969,-1.0588009
2.97,-1.0694468
2.971,-1.057691
2.972,-1.0593997
2.973,-1.0669361
2.974,-1.0503987
2.975,-1.0391157
2.976,-1.0307933
2.977,-1.0424947
2.978,-1.0328699
2.979,-1.0256863
2.98,-1.0382178
2.981,-1.0196395
2.982,-1.0117314
2.983,-1.0322316
2.984,-1.0250837
2.985,-1.0173148
2.986,-1.02429
2.987,-1.020461
2.988,-1.0189939
2.989,-1.0145086
2.99,-1.0119246
2.991,-1.0140201
2.992,-1.0234362
2.993,-1.0046549
2.994,-1.0036895
2.995,-1.0311357
2.996,-1.0227046
2.997,-1.0421392
2.998,-1.0224975
2.999,-1.0279433
3.0,-1.0632179
3.001,-1.0543007
3.002,-1.054062
3.003,-1.0478998
3.004,-1.0686429
3.005,-1.0717875
3.006,-1.0754225
3.007,-1.0976828
3.008,-1.1060162
3.009,-1.1244705
3.01,-1.115894
3.011,-1.1052222
3.012,-1.1036788
3.013,-1.1167216
3.014,-1.1175783
3.015,-1.1152583
3.016,-1.1159464
3.017,-1.1374512
3.018,-1.1117061
3.019,-1.1233523
3.02,-1.1562306
3.021,-1.1501645
3.022,-1.1565564
3.023,-1.1569602
3.024,-1.172292
3.025,-1.1652207
3.026,-1.1595911
3.027,-1.1669043
3.028,-1.1707921
3.029,-1.1678226
3.03,-1.188526
3.031,-1.1725996
3.032,-1.1765054
3.033,-1.1834857
3.034,-1.1964842
3.035,-1.2015125
3.036,-1.2143124
3.037,-1.2110487
3.038,-1.2214563
3.039,-1.2344915
3.04,-1.2448635
3.041,-1.2849922
3.042,-1.2706956
3.043,-1.3011308
3.044,-1.2874386
3.045,-1.3112421
3.046,-1.3344563
3.047,-1.3412182
3.048,-1.3527209
3.049,-1.3518931
3.05,-1.377158
3.051,-1.3548878
3.052,-1.3939548
3.053,-1.375126
3.054,-1.3751813
3.055,-1.3980809
3.056,-1.391113
3.057,-1.4015529
3.058,-1.4234861
3.059,-1.4369521
3.06,-1.4394374
3.061,-1.4312412
3.062,-1.467212
3.063,-1.4814024
3.064,-1.4729332
3.065,-1.4706576
3.066,-1.4993036
3.067,-1.5131048
3.068,-1.5124116
3.069,-1.5187988
3.07,-1.528707
3.071,-1.5352163
3.072,-1.5494012
3.073,-1.5619619
3.074,-1.5825881
3.075,-1.5984939
3.076,-1.5861663
3.077,-1.6198097
3.078,-1.6437671
3.079,-1.6432731
3.08,-1.6701967
3.081,-1.6722239
3.082,-1.6949555
3.083,-1.7202696
3.084,-1.721646
3.085,-1.7479073
3.086,-1.7632633
3.087,-1.7611169
3.088,-1.785123
3.089,-1.7929072
3.09,-1.7948215
3.091,-1.8082986
3.092,-1.8195019
3.093,-1.8379747
3.094,-1.8391535
3.095,-1.8651617
3.096,-1.8447227
3.097,-1.8643887
3.098,-1.8711714
3.099,-1.8624228
3.1,-1.8845322
3.101,-1.8817341
3.102,-1.8725349
3.103,-1.882866
3.104,-1.9049548
3.105,-1.9028153
3.106,-1.902607
3.107,-1.9115695
3.108,-1.9169106
3.109,-1.9126337
3.11,-1.926205
3.111,-1.9270731
3.112,-1.9486145
3.113,-1.9407629
3.114,-1.9693292
3.115,-1.9703221
3.116,-1.9807432
3.117,-1.9792846
3.118,-1.9879006
3.119,-1.9971364
3.12,-2.0174363
3.121,-2.0300775
3.122,-2.0586672
3.123,-2.0336924
3.124,-2.0704448
3.125,-2.0457339
3.126,-2.0938363
3.127,-2.1021426
3.128,-2.1412845
3.129,-2.1161659
3.13,-2.1474385
3.131,-2.182044
3.132,-2.2063246
3.133,-2.2153404
3.134,-2.2517025
3.135,-2.2566319
3.136,-2.2515063
3.137,-2.2790384
3.138,-2.2741919
3.139,-2.2863121
3.14,-2.2953892
3.141,-2.2932532
3.142,-2.3024416
3.143,-2.3147957
3.144,-2.3214087
3.145,-2.3386765
3.146,-2.3469534
3.147,-2.3438423
3.148,-2.3542242
3.149,-2.3511112
3.15,-2.3613892
3.151,-2.3834307
3.152,-2.3900261
3.153,-2.4061751
3.154,-2.4188125
3.155,-2.4398811
3.156,-2.4349861
3.157,-2.4513617
3.158,-2.4710419
3.159,-2.4793992
3.16,-2.4656112
3.161,-2.4949551
3.162,-2.5154519
3.163,-2.5141516
3.164,-2.5280762
3.165,-2.5420744
3.166,-2.5895827
3.167,-2.5792086
3.168,-2.6408243
3.169,-2.6530292
3.17,-2.6663578
3.171,-2.69204
3.172,-2.7124288
3.173,-2.748904
3.174,-2.7586906
3.175,-2.7567477
3.176,-2.8227179
3.177,-2.8256183
3.178,-2.8359256
3.179,-2.8517265
3.18,-2.8697019
3.181,-2.8702216
3.182,-2.899812
3.183,-2.8864667
3.184,-2.9076581
3.185,-2.915813
3.186,-2.9335785
3.187,-2.9479542
3.188,-2.9547832
3.189,-2.9407136
3.19,-2.9492631
3.191,-2.9921134
3.192,-2.9692488
3.193,-3.0197403
3.194,-3.0020843
3.195,-3.0381267
3.196,-3.0559337
3.197,-3.085881
3.198,-3.1062698
3.199,-3.1047475
3.2,-3.1231947
3.201,-3.1549244
3.202,-3.1758256
3.203,-3.146826
3.204,-3.1815176
3.205,-3.1993387
3.206,-3.215456
3.207,-3.2462699
3.208,-3.2542629
3.209,-3.2715845
3.21,-3.292371
3.211,-3.3119881
3.212,-3.321389
3.213,-3.3590112
3.214,-3.3645816
3.215,-3.3785596
3.216,-3.3776913
3.217,-3.3992162
3.218,-3.4057252
3.219,-3.4221683
3.22,-3.4237528
3.221,-3.4539578
3.222,-3.4495609
3.223,-3.4927986
3.224,-3.4788704
3.225,-3.470628
3.226,-3.5050495
3.227,-3.5090733
3.228,-3.5409031
3.229,-3.5351391
3.23,-3.5410228
3.231,-3.5504894
3.232,-3.5697539
3.233,-3.6001894
3.234,-3.5906773
3.235,-3.5843532
3.236,-3.597609
3.237,-3.6239119
3.238,-3.6197276
3.239,-3.6525428
3.24,-3.6570768
3.241,-3.6798489
3.242,-3.6948843
3.243,-3.7052774
3.244,-3.7372487
3.245,-3.7442429
3.246,-3.7865028
3.247,-3.7944765
3.248,-3.8115671
3.249,-3.8302779
3.25,-3.8407404
3.251,-3.8596017
3.252,-3.8655963
3.253,-3.8971961
3.254,-3.9183774
3.255,-3.928005
3.256,-3.9640982
3.257,-3.989012
3.258,-4.0293875
3.259,-4.0422993
3.26,-4.0681558
3.261,-4.0934763
3.262,-4.0918927
3.263,-4.1292481
3.264,-4.1539302
3.265,-4.1564798
3.266,-4.1731129
3.267,-4.1870894
3.268,-4.1860714
3.269,-4.2366023
3.27,-4.2456608
3.271,-4.2679744
3.272,-4.2905631
3.273,-4.3342776
3.274,-4.3444362
3.275,-4.3815298
3.276,-4.403583
3.277,-4.4392629
3.278,-4.4671092
3.279,-4.4795251
3.28,-4.5017042
3.281,-4.5258317
3.282,-4.5657258
3.283,-4.6089139
3.284,-4.6223469
3.285,-4.6441984
3.286,-4.6669221
3.287,-4.6878581
3.288,-4.6947527
3.289,-4.7194495
3.29,-4.7370081
3.291,-4.7318578
3.292,-4.7311225
3.293,-4.7929635
3.294,-4.7915773
3.295,-4.836803
3.296,-4.8422613
3.297,-4.872436
3.298,-4.8962584
3.299,-4.9149337
3.3,-4.933784
3.301,-4.9388313
3.302,-4.9604974
3.303,-4.9727182
3.304,-5.0153432
3.305,-4.9821973
3.306,-5.0485759
3.307,-5.0527039
3.308,-5.0514436
3.309,-5.0374618
3.31,-5.0313902
3.311,-5.0562539
3.312,-5.0426884
3.313,-5.0554662
3.314,-5.067883
3.315,-5.0868988
3.316,-5.0862861
3.317,-5.1062117
3.318,-5.1122026
3.319,-5.1634831
3.32,-5.1404819
3.321,-5.1872244
3.322,-5.1995144
3.323,-5.2200155
3.324,-5.2626548
3.325,-5.267417
3.326,-5.3095307
3.327,-5.2851877
3.328,-5.3170652
3.329,-5.3242745
3.33,-5.3378239
3.331,-5.3267622
3.332,-5.3583221
3.333,-5.3505926
3.334,-5.3404474
3.335,-5.4057417
3.336,-5.3936534
3.337,-5.4246879
3.338,-5.4202361
3.339,-5.4341226
3.34,-5.448668
3.341,-5.4812851
3.342,-5.5192294
3.343,-5.5097699
3.344,-5.5241375
3.345,-5.5244293
3.346,-5.5576377
3.347,-5.5258684
3.348,-5.5742755
3.349,-5.5369811
3.35,-5.5573859
3.351,-5.5530558
3.352,-5.5468554
3.353,-5.5822082
3.354,-5.5809369
3.355,-5.6129313
3.356,-5.6148844
3.357,-5.6197023
3.358,-5.6210337
3.359,-5.6413965
3.36,-5.677
3.361,-5.7003107
3.362,-5.7113338
3.363,-5.728353
3.364,-5.7441387
3.365,-5.7423649
3.366,-5.7877498
3.367,-5.830287
3.368,-5.8553262
3.369,-5.8546262
3.37,-5.8809266
3.371,-5.9311805
3.372,-5.9568982
3.373,-5.9766359
3.374,-6.0107293
3.375,-6.0330048
3.376,-6.0381107
3.377,-6.0883365
3.378,-6.0964603
3.379,-6.1216106
3.38,-6.126265
3.381,-6.1238666
3.382,-6.1826081
3.383,-6.1925273
3.384,-6.1992888
3.385,-6.201273
3.386,-6.192039
3.387,-6.1920547
3.388,-6.1891289
3.389,-6.2314396
3.39,-6.2097592
3.391,-6.2267394
3.392,-6.2351022
3.393,-6.2730346
3.394,-6.2964315
3.395,-6.3109479
3.396,-6.3247776
3.397,-6.3380518
3.398,-6.3704877
3.399,-6.3996692
3.4,-6.4317198
3.401,-6.455924
3.402,-6.4689298
3.403,-6.5316892
3.404,-6.5602303
3.405,-6.5783811
3.406,-6.5951772
3.407,-6.6136217
3.408,-6.6571183
3.409,-6.6859503
3.41,-6.6841016
3.411,-6.7577748
3.412,-6.7431259
3.413,-6.8112502
3.414,-6.8154573
3.415,-6.8784184
3.416,-6.8724861
3.417,-6.9303808
3.418,-6.9534211
3.419,-6.9588428
3.42,-6.9929705
3.421,-6.9706931
3.422,-6.9951553
3.423,-6.9989786
3.424,-7.0165067
3.425,-7.0335231
3.426,-7.0276041
3.427,-7.0737057
3.428,-7.1123118
3.429,-7.0996985
3.43,-7.1025724
3.431,-7.1501393
3.432,-7.1611958
3.433,-7.2124705
3.434,-7.1879077
3.435,-7.2194219
3.436,-7.2516956
3.437,-7.2355156
3.438,-7.2755632
3.439,-7.3097434
3.44,-7.3199339
3.441,-7.3629222
3.442,-7.3698769
3.443,-7.3765435
3.444,-7.4105682
3.445,-7.4348001
3.446,-7.4731574
3.447,-7.4898582
3.448,-7.51583
3.449,-7.5257249
3.45,-7.5742416
3.451,-7.613359
3.452,-7.6177197
3.453,-7.6474552
3.454,-7.7273846
3.455,-7.7211757
3.456,-7.7241526
3.457,-7.7920027
3.458,-7.8019185
3.459,-7.8048348
3.46,-7.8488979
3.461,-7.8823071
3.462,-7.8975911
3.463,-7.8970447
3.464,-7.9391475
3.465,-7.9553347
3.466,-7.9877644
3.467,-7.9862294
3.468,-8.0133362
3.469,-8.0223627
3.47,-8.0229549
3.471,-8.0419273
3.472,-8.0545616
3.473,-8.0596819
3.474,-8.0807419
3.475,-8.0917063
3.476,-8.1231794
3.477,-8.1264534
3.478,-8.1404781
3.479,-8.1707382
3.48,-8.1850805
3.481,-8.2121906
3.482,-8.2178564
3.483,-8.2986212
3.484,-8.2911654
3.485,-8.3103046
3.486,-8.3458881
3.487,-8.3593407
3.488,-8.4166822
3.489,-8.414691
3.49,-8.4862642
3.491,-8.4851961
3.492,-8.5210152
3.493,-8.5314283
3.494,-8.5570726
3.495,-8.6268463
3.496,-8.6124449
3.497,-8.640954
3.498,-8.6541166
3.499,-8.7104864
3.5,-8.7465563
3.501,-8.7712412
3.502,-8.7914057
3.503,-8.8101368
3.504,-8.8592653
3.505,-8.8420668
3.506,-8.8872175
3.507,-8.9028406
3.508,-8.9443331
3.509,-8.9357834
3.51,-8.9627342
3.511,-8.9342117
3.512,-8.9908972
3.513,-8.9577179
3.514,-8.9802666
3.515,-8.967329
3.516,-8.973299
3.517,-8.978157
3.518,-8.9800606
3.519,-8.9966469
3.52,-9.0321198
3.521,-9.0176401
3.522,-9.0398111
3.523,-9.0604982
3.524,-9.1019583
3.525,-9.1189957
3.526,-9.1455622
3.527,-9.187602
3.528,-9.2628365
3.529,-9.2809858
3.53,-9.3275461
3.531,-9.3551512
3.532,-9.3700237
3.533,-9.4158506
3.534,-9.4290695
3.535,-9.4607067
3.536,-9.4433527
3.537,-9.5237665
3.538,-9.5664167
3.539,-9.612709
3.54,-9.6098709
3.541,-9.6657553
3.542,-9.665554
3.543,-9.6810312
3.544,-9.7244062
3.545,-9.7526016
3.546,-9.7772408
3.547,-9.7513952
3.548,-9.8157587
3.549,-9.8372536
3.55,-9.8435974
3.551,-9.8833714
3.552,-9.8804617
3.553,-9.9218807
3.554,-9.9178553
3.555,-9.9321461
3.556,-9.9599915
3.557,-9.9735365
3.558,-9.9620237
3.559,-10.007328
3.56,-9.9956369
3.561,-10.02702
3.562,-10.034177
3.563,-10.005924
3.564,-10.045995
3.565,-10.055838
3.566,-10.06239
3.567,-10.084612
3.568,-10.076883
3.569,-10.098635
3.57,-10.110528
3.571,-10.164751
3.572,-10.166948
3.573,-10.215512
3.574,-10.2564
3.575,-10.260956
3.576,-10.259244
3.577,-10.30083
3.578,-10.307138
3.579,-10.33604
3.58,-10.340269
3.581,-10.374476
3.582,-10.383693
3.583,-10.365942
3.584,-10.36723
3.585,-10.434853
3.586,-10.426611
3.587,-10.42133
3.588,-10.4503
3.589,-10.451854
3.59,-10.479028
3.591,-10.502035
3.592,-10.517043
3.593,-10.51502
3.594,-10.591334
3.595,-10.626158
3.596,-10.592833
3.597,-10.66505
3.598,-10.689948
3.599,-10.712095
3.6,-10.745465
3.601,-10.77192
3.602,-10.800508
3.603,-10.811378
3.604,-10.801737
3.605,-10.824078
3.606,-10.877873
3.607,-10.900923
3.608,-10.953649
3.609,-10.940619
3.61,-10.92385
3.611,-10.983616
3.612,-11.004157
3.613,-11.035264
3.614,-11.0928
3.615,-11.098213
3.616,-11.130939
3.617,-11.145909
3.618,-11.173588
3.619,-11.242297
3.62,-11.20646
3.621,-11.238083
3.622,-11.273601
3.623,-11.31949
3.624,-11.351108
3.625,-11.32559
3.626,-11.335471
3.627,-11.353843
3.628,-11.331175
3.629,-11.300515
3.63,-11.297541
3.631,-11.32655
3.632,-11.277431
3.633,-11.325912
3.634,-11.30722
3.635,-11.297916
3.636,-11.329086
3.637,-11.381851
3.638,-11.377868
3.639,-11.392342
3.64,-11.401557
3.641,-11.469123
3.642,-11.457323
3.643,-11.553618
3.644,-11.552916
3.645,-11.547836
3.646,-11.567022
3.647,-11.623595
3.648,-11.667778
3.649,-11.721836
3.65,-11.740779
3.651,-11.813744
3.652,-11.827332
3.653,-11.860746
3.654,-11.896017
3.655,-11.91715
3.656,-11.994128
3.657,-12.029705
3.658,-12.017704
3.659,-12.06182
3.66,-12.085798
3.661,-12.091716
3.662,-12.121113
3.663,-12.160674
3.664,-12.113402
3.665,-12.141813
3.666,-12.123601
3.667,-12.098661
3.668,-12.153746
3.669,-12.167507
3.67,-12.136739
3.671,-12.139139
3.672,-12.149891
3.673,-12.178219
3.674,-12.179768
3.675,-12.18201
3.676,-12.192862
3.677,-12.195001
3.678,-12.207898
3.679,-12.221936
3.68,-12.18611
3.681,-12.190982
3.682,-12.146197
3.683,-12.194174
3.684,-12.170832
3.685,-12.120487
3.686,-12.093729
3.687,-12.104133
3.688,-12.10253
3.689,-12.094155
3.69,-12.15048
3.691,-12.12361
3.692,-12.153496
3.693,-12.172911
3.694,-12.191418
3.695,-12.188251
3.696,-12.234642
3.697,-12.251698
3.698,-12.221435
3.699,-12.231509
3.7,-12.274051
3.701,-12.344332
3.702,-12.297188
3.703,-12.351162
3.704,-12.397873
3.705,-12.380278
3.706,-12.429781
3.707,-12.394478
3.708,-12.441383
3.709,-12.45332
3.71,-12.435696
3.711,-12.415868
3.712,-12.424581
3.713,-12.414677
3.714,-12.473091
3.715,-12.47759
3.716,-12.403953
3.717,-12.44515
3.718,-12.424781
3.719,-12.442135
3.72,-12.401983
3.721,-12.441059
3.722,-12.412582
3.723,-12.435319
3.724,-12.446694
3.725,-12.457514
3.726,-12.436653
3.727,-12.457109
3.728,-12.443555
3.729,-12.521657
3.73,-12.465768
3.731,-12.480028
3.732,-12.497725
3.733,-12.451974
3.734,-12.481266
3.735,-12.414293
3.736,-12.459903
3.737,-12.422281
3.738,-12.417581
3.739,-12.448656
3.74,-12.402588
3.741,-12.447921
3.742,-12.450744
3.743,-12.444514
3.744,-12.432363
3.745,-12.468771
3.746,-12.449418
3.747,-12.498577
3.748,-12.443016
3.749,-12.41921
3.75,-12.449574
3.751,-12.374946
3.752,-12.401285
3.753,-12.331663
3.754,-12.334727
3.755,-12.313894
3.756,-12.308598
3.757,-12.271473
3.758,-12.21039
3.759,-12.218802
3.76,-12.221361
3.761,-12.195525
3.762,-12.176551
3.763,-12.176261
3.764,-12.146029
3.765,-12.188498
3.766,-12.175232
3.767,-12.184539
3.768,-12.186454
3.769,-12.192171
3.77,-12.184749
3.771,-12.181101
3.772,-12.186592
3.773,-12.177067
3.774,-12.237476
3.775,-12.251165
3.776,-12.278062
3.777,-12.344546
3.778,-12.331918
3.779,-12.331776
3.78,-12.356823
3.781,-12.357458
3.782,-12.403795
3.783,-12.39695
3.784,-12.445521
3.785,-12.437551
3.786,-12.514518
3.787,-12.458835
3.788,-12.522381
3.789,-12.538016
3.79,-12.541994
3.791,-12.516962
3.792,-12.548516
3.793,-12.536061
3.794,-12.537853
3.795,-12.514739
3.796,-12.521398
3.797,-12.516721
3.798,-12.505975
3.799,-12.508533
3.8,-12.511018
3.801,-12.529371
3.802,-12.493334
3.803,-12.502053
3.804,-12.474621
3.805,-12.474214
3.806,-12.484192
3.807,-12.461808
3.808,-12.460242
3.809,-12.407376
3.81,-12.447779
3.811,-12.439514
3.812,-12.457722
3.813,-12.46229
3.814,-12.473943
3.815,-12.47933
3.816,-12.475185
3.817,-12.464015
3.818,-12.511042
3.819,-12.507674
3.82,-12.492822
3.821,-12.491726
3.822,-12.504264
3.823,-12.546834
3.824,-12.514847
3.825,-12.53482
3.826,-12.592072
3.827,-12.582622
3.828,-12.570724
3.829,-12.615154
3.83,-12.621346
3.831,-12.65349
3.832,-12.62401
3.833,-12.667312
3.834,-12.652979
3.835,-12.665915
3.836,-12.657962
3.837,-12.660278
3.838,-12.608507
3.839,-12.643627
3.84,-12.584987
3.841,-12.648649
3.842,-12.625508
3.843,-12.614793
3.844,-12.608914
3.845,-12.555487
3.846,-12.565669
3.847,-12.586256
3.848,-12.558727
3.849,-12.560078
3.85,-12.576481
3.851,-12.575731
3.852,-12.509454
3.853,-12.563277
3.854,-12.527068
3.855,-12.515697
3.856,-12.476895
3.857,-12.474863
3.858,-12.438682
3.859,-12.498286
3.86,-12.476085
3.861,-12.484324
3.862,-12.495294
3.863,-12.500408
3.864,-12.553404
3.865,-12.520808
3.866,-12.551035
3.867,-12.595955
3.868,-12.584745
3.869,-12.563084
3.87,-12.6214
3.871,-12.559842
3.872,-12.59487
3.873,-12.591768
3.874,-12.576506
3.875,-12.577451
3.876,-12.601691
3.877,-12.560309
3.878,-12.555336
3.879,-12.599015
3.88,-12.541265
3.881,-12.529047
3.882,-12.497957
3.883,-12.48237
3.884,-12.459707
3.885,-12.453869
3.886,-12.474032
3.887,-12.433934
3.888,-12.471929
3.889,-12.447458
3.89,-12.413329
3.891,-12.421952
3.892,-12.447335
3.893,-12.409893
3.894,-12.355135
3.895,-12.371404
3.896,-12.362284
3.897,-12.33643
3.898,-12.317694
3.899,-12.303154
3.9,-12.312607
3.901,-12.270558
3.902,-12.244171
3.903,-12.223643
3.904,-12.234617
3.905,-12.218501
3.906,-12.18813
3.907,-12.245876
3.908,-12.194647
3.909,-12.164904
3.91,-12.162932
3.911,-12.127361
3.912,-12.156697
3.913,-12.109085
3.914,-12.1135
3.915,-12.099406
3.916,-12.056767
3.917,-12.039992
3.918,-12.027349
3.919,-11.997663
3.92,-12.001811
3.921,-12.027141
3.922,-12.006562
3.923,-11.95896
3.924,-11.953878
3.925,-11.896894
3.926,-11.934785
3.927,-11.92897
3.928,-11.922792
3.929,-11.937101
3.93,-11.935088
3.931,-11.926777
3.932,-11.960343
3.933,-11.917758
3.934,-11.931576
3.935,-11.957871
3.936,-11.95145
3.937,-11.974382
3.938,-11.97827
3.939,-11.969135
3.94,-11.960057
3.941,-11.987706
3.942,-11.98087
3.943,-11.9421
3.944,-11.949262
3.945,-11.992063
3.946,-11.93224
3.947,-11.963367
3.948,-11.896904
3.949,-11.862072
3.95,-11.862622
3.951,-11.871759
3.952,-11.834773
3.953,-11.846228
3.954,-11.859989
3.955,-11.836859
3.956,-11.847694
3.957,-11.870108
3.958,-11.858816
3.959,-11.873599
3.96,-11.866578
3.961,-11.87769
3.962,-11.892609
3.963,-11.862164
3.964,-11.827233
3.965,-11.81677
3.966,-11.788324
3.967,-11.719396
3.968,-11.713378
3.969,-11.648871
3.97,-11.623917
3.971,-11.637639
3.972,-11.590405
3.973,-11.571599
3.974,-11.572031
3.975,-11.567335
3.976,-11.590786
3.977,-11.618791
3.978,-11.566196
3.979,-11.590791
3.98,-11.66153
3.981,-11.639541
3.982,-11.640847
3.983,-11.672059
3.984,-11.678977
3.985,-11.657066
3.986,-11.702353
3.987,-11.712905
3.988,-11.68379
3.989,-11.719851
3.99,-11.705062
3.991,-11.746678
3.992,-11.715987
3.993,-11.73383
3.994,-11.727352
3.995,-11.732435
3.996,-11.744646
3.997,-11.758278
3.998,-11.748001
3.999,-11.773753
4.0,-11.777106
4.001,-11.778806
4.002,-11.764147
4.003,-11.74784
4.004,-11.716914
4.005,-11.712964
4.006,-11.68191
4.007,-11.675292
4.008,-11.651498
4.009,-11.62454
4.01,-11.632045
4.011,-11.570728
4.012,-11.533936
4.013,-11.566526
4.014,-11.531249
4.015,-11.557767
4.016,-11.551455
4.017,-11.554755
4.018,-11.5098
4.019,-11.510489
4.02,-11.505774
4.021,-11.516716
4.022,-11.470547
4.023,-11.477702
4.024,-11.468326
4.025,-11.418303
4.026,-11.405261
4.027,-11.394885
4.028,-11.396052
4.029,-11.382253
4.03,-11.349834
4.031,-11.391506
4.032,-11.38317
4.033,-11.372063
4.034,-11.366394
4.035,-11.367043
4.036,-11.345789
4.037,-11.375525
4.038,-11.330377
4.039,-11.303454
4.04,-11.294635
4.041,-11.259171
4.042,-11.21391
4.043,-11.227043
4.044,-11.20793
4.045,-11.133864
4.046,-11.091127
4.047,-11.067702
4.048,-11.007612
4.049,-11.001611
4.05,-10.971974
4.051,-10.909731
4.052,-10.855534
4.053,-10.835952
4.054,-10.793871
4.055,-10.75433
4.056,-10.738717
4.057,-10.74078
4.058,-10.673543
4.059,-10.679695
4.06,-10.619052
4.061,-10.587242
4.062,-10.541951
4.063,-10.53232
4.064,-10.516736
4.065,-10.476713
4.066,-10.466928
4.067,-10.433118
4.068,-10.428949
4.069,-10.401124
4.07,-10.39166
4.071,-10.378401
4.072,-10.408592
4.073,-10.366222
4.074,-10.400279
4.075,-10.347705
4.076,-10.404092
4.077,-10.3554
4.078,-10.356435
4.079,-10.351531
4.08,-10.372137
4.081,-10.361469
4.082,-10.360824
4.083,-10.34831
4.084,-10.384007
4.085,-10.356586
4.086,-10.356573
4.087,-10.337667
4.088,-10.341172
4.089,-10.307959
4.09,-10.308822
4.091,-10.283237
4.092,-10.291357
4.093,-10.260029
4.094,-10.256474
4.095,-10.226521
4.096,-10.247442
4.097,-10.249481
4.098,-10.277333
4.099,-10.221566
4.1,-10.230281
4.101,-10.226671
4.102,-10.231419
4.103,-10.233319
4.104,-10.215412
4.105,-10.173694
4.106,-10.174628
4.107,-10.136842
4.108,-10.10018
4.109,-10.116077
4.11,-10.114476
4.111,-10.077776
4.112,-10.095847
4.113,-10.042481
4.114,-10.028558
4.115,-10.046735
4.116,-10.016206
