9.187573630351469546e+03,-4.340180666884791208e+03,-1.727137046253006361e+02,-4.388432701201182340e+01,-1.778581079504078133e+01,-9.025192706652404695e+00,-5.245268172371381432e+00,-3.341219543710828521e+00,-2.274463496500533033e+00,-1.628254539589707006e+00,-1.212565576047412996e+00,-9.320702046104217819e-01,-7.352592096336492133e-01,-5.925887024536202752e-01,-4.862615362507409222e-01,-4.051071366790282569e-01,-3.418648040225295559e-01,-2.916709204906884345e-01,-2.511809777674376964e-01,-2.180414366979659957e-01,-1.905618983266378075e-01,-1.675058928265083513e-01,-1.479540313485237790e-01,-1.312124898451410837e-01,-1.167505757325015131e-01,-1.041573583206614195e-01,-9.311104185528699950e-02,-8.335700897281525523e-02,-7.469186072192789128e-02,-6.695166653281710289e-02,-6.000321099549046910e-02,-5.373740138454863313e-02,-4.806425175558029506e-02,-4.290903018525215468e-02,-3.820927306022205150e-02,-3.391245198015232359e-02,-2.997413635248587227e-02,-2.635653571555281877e-02,-2.302733530312655111e-02,-1.995875978630355305e-02,-1.712681584312251634e-02,-1.451067583497518340e-02,-1.209217354549549546e-02,-9.855389462613974028e-03,-7.786308028024143367e-03,-5.872533050274271818e-03,-4.103050375154355077e-03,-2.468029147031561461e-03,-9.586547370901034445e-04,4.330122224432212666e-04,1.714155186593624858e-03
-4.340180666884791208e+03,9.187573630351469546e+03,-4.340180666884850325e+03,-1.727137046253008634e+02,-4.388432701201182340e+01,-1.778581079504087370e+01,-9.025192706652394037e+00,-5.245268172371381432e+00,-3.341219543710835183e+00,-2.274463496500533033e+00,-1.628254539589712779e+00,-1.212565576047410776e+00,-9.320702046104215599e-01,-7.352592096336518779e-01,-5.925887024536188319e-01,-4.862615362507413108e-01,-4.051071366790284234e-01,-3.418648040225297224e-01,-2.916709204906893227e-01,-2.511809777674369748e-01,-2.180414366979661067e-01,-1.905618983266383903e-01,-1.675058928265078795e-01,-1.479540313485238345e-01,-1.312124898451411115e-01,-1.167505757325015964e-01,-1.041573583206617387e-01,-9.311104185528699950e-02,-8.335700897281478339e-02,-7.469186072192833536e-02,-6.695166653281674207e-02,-6.000321099549082993e-02,-5.373740138454863313e-02,-4.806425175558003138e-02,-4.290903018525241142e-02,-3.820927306022185027e-02,-3.391245198015253176e-02,-2.997413635248587227e-02,-2.635653571555267999e-02,-2.302733530312668642e-02,-1.995875978630355305e-02,-1.712681584312242961e-02,-1.451067583497527361e-02,-1.209217354549549546e-02,-9.855389462613927190e-03,-7.786308028024192807e-03,-5.872533050274242328e-03,-4.103050375154383700e-03,-2.468029147031561461e-03,-9.586547370901014930e-04,4.330122224432192066e-04
-1.727137046253006645e+02,-4.340180666884853053e+03,9.187573630351587781e+03,-4.340180666884853053e+03,-1.727137046253006645e+02,-4.388432701201210762e+01,-1.778581079504087015e+01,-9.025192706652404695e+00,-5.245268172371404525e+00,-3.341219543710841400e+00,-2.274463496500546800e+00,-1.628254539589712779e+00,-1.212565576047412996e+00,-9.320702046104267779e-01,-7.352592096336515448e-01,-5.925887024536206082e-01,-4.862615362507426431e-01,-4.051071366790295891e-01,-3.418648040225314988e-01,-2.916709204906893227e-01,-2.511809777674376964e-01,-2.180414366979672447e-01,-1.905618983266383071e-01,-1.675058928265083791e-01,-1.479540313485242509e-01,-1.312124898451414723e-01,-1.167505757325022209e-01,-1.041573583206620024e-01,-9.311104185528672195e-02,-8.335700897281551891e-02,-7.469186072192812720e-02,-6.695166653281729718e-02,-6.000321099549097564e-02,-5.373740138454848742e-02,-4.806425175558044077e-02,-4.290903018525230039e-02,-3.820927306022216946e-02,-3.391245198015261503e-02,-2.997413635248578206e-02,-2.635653571555290550e-02,-2.302733530312674193e-02,-1.995875978630350100e-02,-1.712681584312256838e-02,-1.451067583497530657e-02,-1.209217354549545903e-02,-9.855389462614008722e-03,-7.786308028024171123e-03,-5.872533050274291767e-03,-4.103050375154388904e-03,-2.468029147031555390e-03,-9.586547370901092992e-04
-4.388432701201182340e+01,-1.727137046253008634e+02,-4.340180666884850325e+03,9.187573630351469546e+03,-4.340180666884791208e+03,-1.727137046253006361e+02,-4.388432701201182340e+01,-1.778581079504078133e+01,-9.025192706652394037e+00,-5.245268172371381432e+00,-3.341219543710841844e+00,-2.274463496500533033e+00,-1.628254539589707006e+00,-1.212565576047412996e+00,-9.320702046104214489e-01,-7.352592096336493244e-01,-5.925887024536188319e-01,-4.862615362507413108e-01,-4.051071366790294781e-01,-3.418648040225295559e-01,-2.916709204906884345e-01,-2.511809777674376964e-01,-2.180414366979659957e-01,-1.905618983266378075e-01,-1.675058928265078795e-01,-1.479540313485238345e-01,-1.312124898451414723e-01,-1.167505757325018462e-01,-1.041573583206611142e-01,-9.311104185528699950e-02,-8.335700897281478339e-02,-7.469186072192833536e-02,-6.695166653281710289e-02,-6.000321099549046910e-02,-5.373740138454863313e-02,-4.806425175558003138e-02,-4.290903018525241142e-02,-3.820927306022205150e-02,-3.391245198015231666e-02,-2.997413635248588268e-02,-2.635653571555281877e-02,-2.302733530312655111e-02,-1.995875978630355305e-02,-1.712681584312251634e-02,-1.451067583497518340e-02,-1.209217354549549546e-02,-9.855389462613927190e-03,-7.786308028024192807e-03,-5.872533050274271818e-03,-4.103050375154355077e-03,-2.468029147031561461e-03
-1.778581079504078133e+01,-4.388432701201182340e+01,-1.727137046253006361e+02,-4.340180666884791208e+03,9.187573630351469546e+03,-4.340180666884850325e+03,-1.727137046253008634e+02,-4.388432701201182340e+01,-1.778581079504085949e+01,-9.025192706652394037e+00,-5.245268172371403637e+00,-3.341219543710835183e+00,-2.274463496500533033e+00,-1.628254539589712779e+00,-1.212565576047410110e+00,-9.320702046104217819e-01,-7.352592096336498795e-01,-5.925887024536190539e-01,-4.862615362507428096e-01,-4.051071366790284234e-01,-3.418648040225297224e-01,-2.916709204906893782e-01,-2.511809777674369748e-01,-2.180414366979661067e-01,-1.905618983266378352e-01,-1.675058928265079905e-01,-1.479540313485242786e-01,-1.312124898451414723e-01,-1.167505757325012217e-01,-1.041573583206617387e-01,-9.311104185528648602e-02,-8.335700897281529687e-02,-7.469186072192833536e-02,-6.695166653281674207e-02,-6.000321099549082993e-02,-5.373740138454835558e-02,-4.806425175558032281e-02,-4.290903018525241142e-02,-3.820927306022185027e-02,-3.391245198015253176e-02,-2.997413635248588268e-02,-2.635653571555267999e-02,-2.302733530312668642e-02,-1.995875978630355305e-02,-1.712681584312242961e-02,-1.451067583497527361e-02,-1.209217354549542781e-02,-9.855389462613987905e-03,-7.786308028024192807e-03,-5.872533050274242328e-03,-4.103050375154383700e-03
-9.025192706652404695e+00,-1.778581079504087015e+01,-4.388432701201210762e+01,-1.727137046253006645e+02,-4.340180666884853053e+03,9.187573630351587781e+03,-4.340180666884853053e+03,-1.727137046253006645e+02,-4.388432701201210051e+01,-1.778581079504087015e+01,-9.025192706652447328e+00,-5.245268172371404525e+00,-3.341219543710840956e+00,-2.274463496500546800e+00,-1.628254539589712335e+00,-1.212565576047413662e+00,-9.320702046104245575e-01,-7.352592096336519889e-01,-5.925887024536222736e-01,-4.862615362507426431e-01,-4.051071366790295891e-01,-3.418648040225314988e-01,-2.916709204906893227e-01,-2.511809777674376964e-01,-2.180414366979666618e-01,-1.905618983266384181e-01,-1.675058928265088787e-01,-1.479540313485246394e-01,-1.312124898451410837e-01,-1.167505757325022209e-01,-1.041573583206614195e-01,-9.311104185528727706e-02,-8.335700897281551891e-02,-7.469186072192812720e-02,-6.695166653281729718e-02,-6.000321099549065645e-02,-5.373740138454879967e-02,-4.806425175558044077e-02,-4.290903018525230039e-02,-3.820927306022216946e-02,-3.391245198015261503e-02,-2.997413635248578206e-02,-2.635653571555290550e-02,-2.302733530312674193e-02,-1.995875978630350100e-02,-1.712681584312256838e-02,-1.451067583497523197e-02,-1.209217354549553189e-02,-9.855389462614008722e-03,-7.786308028024171123e-03,-5.872533050274291767e-03
-5.245268172371381432e+00,-9.025192706652394037e+00,-1.778581079504087370e+01,-4.388432701201182340e+01,-1.727137046253008634e+02,-4.340180666884850325e+03,9.187573630351469546e+03,-4.340180666884791208e+03,-1.727137046253008634e+02,-4.388432701201182340e+01,-1.778581079504087370e+01,-9.025192706652394037e+00,-5.245268172371381432e+00,-3.341219543710841844e+00,-2.274463496500532145e+00,-1.628254539589707672e+00,-1.212565576047410110e+00,-9.320702046104217819e-01,-7.352592096336518779e-01,-5.925887024536188319e-01,-4.862615362507412553e-01,-4.051071366790294781e-01,-3.418648040225295559e-01,-2.916709204906884345e-01,-2.511809777674369748e-01,-2.180414366979661067e-01,-1.905618983266383903e-01,-1.675058928265083513e-01,-1.479540313485233627e-01,-1.312124898451414723e-01,-1.167505757325012217e-01,-1.041573583206617387e-01,-9.311104185528699950e-02,-8.335700897281478339e-02,-7.469186072192833536e-02,-6.695166653281674207e-02,-6.000321099549082993e-02,-5.373740138454863313e-02,-4.806425175558003138e-02,-4.290903018525242529e-02,-3.820927306022205150e-02,-3.391245198015231666e-02,-2.997413635248588268e-02,-2.635653571555281877e-02,-2.302733530312655111e-02,-1.995875978630355305e-02,-1.712681584312242961e-02,-1.451067583497527361e-02,-1.209217354549549546e-02,-9.855389462613927190e-03,-7.786308028024192807e-03
-3.341219543710828521e+00,-5.245268172371381432e+00,-9.025192706652404695e+00,-1.778581079504078133e+01,-4.388432701201182340e+01,-1.727137046253006361e+02,-4.340180666884791208e+03,9.187573630351469546e+03,-4.340180666884843959e+03,-1.727137046253008634e+02,-4.388432701201210051e+01,-1.778581079504085949e+01,-9.025192706652394037e+00,-5.245268172371403637e+00,-3.341219543710833406e+00,-2.274463496500533921e+00,-1.628254539589709005e+00,-1.212565576047411220e+00,-9.320702046104247795e-01,-7.352592096336498795e-01,-5.925887024536190539e-01,-4.862615362507427541e-01,-4.051071366790284234e-01,-3.418648040225297224e-01,-2.916709204906886566e-01,-2.511809777674370858e-01,-2.180414366979667173e-01,-1.905618983266383903e-01,-1.675058928265074354e-01,-1.479540313485242786e-01,-1.312124898451407506e-01,-1.167505757325019156e-01,-1.041573583206617387e-01,-9.311104185528648602e-02,-8.335700897281529687e-02,-7.469186072192794679e-02,-6.695166653281713065e-02,-6.000321099549082993e-02,-5.373740138454835558e-02,-4.806425175558032281e-02,-4.290903018525242529e-02,-3.820927306022185027e-02,-3.391245198015253176e-02,-2.997413635248588268e-02,-2.635653571555267999e-02,-2.302733530312668642e-02,-1.995875978630344896e-02,-1.712681584312253022e-02,-1.451067583497527361e-02,-1.209217354549542781e-02,-9.855389462613987905e-03
-2.274463496500533033e+00,-3.341219543710835183e+00,-5.245268172371403637e+00,-9.025192706652394037e+00,-1.778581079504085949e+01,-4.388432701201210051e+01,-1.727137046253008634e+02,-4.340180666884843959e+03,9.187573630351469546e+03,-4.340180666884791208e+03,-1.727137046253006361e+02,-4.388432701201182340e+01,-1.778581079504078133e+01,-9.025192706652404695e+00,-5.245268172371378768e+00,-3.341219543710830298e+00,-2.274463496500532145e+00,-1.628254539589707672e+00,-1.212565576047412996e+00,-9.320702046104214489e-01,-7.352592096336493244e-01,-5.925887024536202752e-01,-4.862615362507409222e-01,-4.051071366790282013e-01,-3.418648040225295559e-01,-2.916709204906884345e-01,-2.511809777674376964e-01,-2.180414366979665508e-01,-1.905618983266371691e-01,-1.675058928265083513e-01,-1.479540313485233627e-01,-1.312124898451414723e-01,-1.167505757325018462e-01,-1.041573583206611142e-01,-9.311104185528699950e-02,-8.335700897281478339e-02,-7.469186072192833536e-02,-6.695166653281710289e-02,-6.000321099549046910e-02,-5.373740138454863313e-02,-4.806425175558029506e-02,-4.290903018525215468e-02,-3.820927306022205150e-02,-3.391245198015249707e-02,-2.997413635248568839e-02,-2.635653571555281877e-02,-2.302733530312655111e-02,-1.995875978630355305e-02,-1.712681584312251634e-02,-1.451067583497518340e-02,-1.209217354549549546e-02
-1.628254539589707006e+00,-2.274463496500533033e+00,-3.341219543710841844e+00,-5.245268172371381432e+00,-9.025192706652394037e+00,-1.778581079504087370e+01,-4.388432701201182340e+01,-1.727137046253008634e+02,-4.340180666884791208e+03,9.187573630351469546e+03,-4.340180666884850325e+03,-1.727137046253008634e+02,-4.388432701201181629e+01,-1.778581079504087370e+01,-9.025192706652383379e+00,-5.245268172371385873e+00,-3.341219543710833406e+00,-2.274463496500533921e+00,-1.628254539589712779e+00,-1.212565576047410110e+00,-9.320702046104217819e-01,-7.352592096336518779e-01,-5.925887024536188319e-01,-4.862615362507412553e-01,-4.051071366790284234e-01,-3.418648040225297224e-01,-2.916709204906894337e-01,-2.511809777674376964e-01,-2.180414366979654683e-01,-1.905618983266383903e-01,-1.675058928265074354e-01,-1.479540313485242786e-01,-1.312124898451414723e-01,-1.167505757325012217e-01,-1.041573583206617387e-01,-9.311104185528648602e-02,-8.335700897281529687e-02,-7.469186072192833536e-02,-6.695166653281674207e-02,-6.000321099549082993e-02,-5.373740138454863313e-02,-4.806425175558003138e-02,-4.290903018525242529e-02,-3.820927306022205150e-02,-3.391245198015231666e-02,-2.997413635248588268e-02,-2.635653571555267999e-02,-2.302733530312668642e-02,-1.995875978630355305e-02,-1.712681584312242961e-02,-1.451067583497527361e-02
