!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Wednesday, February 24, 2016 17:07:17
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 SWR(U)
1705000000,66.486404
1706000000,71.800476
1707000000,58.905212
1708000000,78.377571
1709000000,60.871059
1710000000,61.772976
1711000000,70.253998
1712000000,72.869896
1713000000,69.39193
1714000000,70.15152
1715000000,68.63166
1716000000,63.469387
1717000000,80.069893
1718000000,64.404121
1719000000,71.930473
1720000000,81.162674
1721000000,75.970024
1722000000,84.878128
1723000000,93.956322
1724000000,104.50783
1725000000,116.00887
1726000000,79.065834
1727000000,109.50792
1728000000,94.091202
1729000000,83.868492
1730000000,106.75504
1731000000,107.26912
1732000000,106.84091
1733000000,118.88094
1734000000,135.12376
1735000000,125.73677
1736000000,158.26663
1737000000,181.60321
1738000000,121.82169
1739000000,117.7839
1740000000,155.64723
1741000000,157.47902
1742000000,170.24196
1743000000,195.89909
1744000000,211.0275
1745000000,176.07858
1746000000,225.59721
1747000000,152.13098
1748000000,288.81534
1749000000,209.94975
1750000000,198.79524
1751000000,195.77289
1752000000,208.0416
1753000000,327.59439
1754000000,187.73969
1755000000,229.58211
1756000000,234.97855
1757000000,192.38483
1758000000,386.22717
1759000000,407.28207
1760000000,331.37128
1761000000,614.66608
1762000000,339.45651
1763000000,636.70886
1764000000,2094.6021
