!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Wednesday, February 24, 2016 17:07:17
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 SWR(U)
2765000000,10.372684
2766000000,10.410883
2767000000,10.350164
2768000000,10.25312
2769000000,10.261631
2770000000,10.295332
2771000000,10.266936
2772000000,10.235563
2773000000,10.241869
2774000000,10.205973
2775000000,10.232986
2776000000,10.108629
2777000000,10.218775
2778000000,10.214652
2779000000,10.070792
2780000000,10.076732
2781000000,10.045914
2782000000,10.019354
2783000000,10.055436
2784000000,9.9578037
2785000000,9.9495449
2786000000,9.9430304
2787000000,9.7690687
2788000000,9.8103428
2789000000,9.8310919
2790000000,9.7871351
2791000000,9.7402496
2792000000,9.7915106
2793000000,9.6899986
2794000000,9.6713867
2795000000,9.6610947
2796000000,9.5468607
2797000000,9.6184406
2798000000,9.5311766
2799000000,9.5314932
2800000000,9.522315
2801000000,9.5658512
2802000000,9.5304441
2803000000,9.4911251
2804000000,9.4968967
2805000000,9.4861584
2806000000,9.5556154
2807000000,9.5217257
2808000000,9.5352879
2809000000,9.528306
2810000000,9.4946413
2811000000,9.4934158
2812000000,9.5357761
2813000000,9.573103
2814000000,9.5295639
2815000000,9.626853
2816000000,9.5674191
2817000000,9.6504889
2818000000,9.6824121
2819000000,9.6375141
2820000000,9.6121769
2821000000,9.5828733
2822000000,9.6142807
2823000000,9.6396332
2824000000,9.7011337
2825000000,9.6317005
2826000000,9.7017365
2827000000,9.719511
2828000000,9.7200708
2829000000,9.6437979
2830000000,9.791728
2831000000,9.7832747
2832000000,9.7384357
2833000000,9.8207045
2834000000,9.8626499
2835000000,9.8725557
2836000000,9.9349985
2837000000,9.8518534
2838000000,9.9144821
2839000000,10.053041
2840000000,10.005964
2841000000,9.9908686
2842000000,10.075013
2843000000,10.090087
2844000000,10.201222
2845000000,10.26687
2846000000,10.274358
2847000000,10.382874
2848000000,10.455427
2849000000,10.425458
2850000000,10.59256
2851000000,10.619805
2852000000,10.778033
2853000000,10.868312
2854000000,10.914766
2855000000,10.938534
2856000000,10.917334
2857000000,11.128323
2858000000,11.172584
2859000000,11.138632
2860000000,11.187056
2861000000,11.386941
2862000000,11.355453
2863000000,11.339484
2864000000,11.403974
2865000000,11.394436
2866000000,11.523737
2867000000,11.380698
2868000000,11.450158
2869000000,11.439379
2870000000,11.559823
2871000000,11.538486
2872000000,11.588132
2873000000,11.666404
2874000000,11.62062
2875000000,11.885712
2876000000,11.809017
2877000000,11.782333
2878000000,11.786556
2879000000,11.921259
2880000000,11.984709
2881000000,12.002855
2882000000,11.958791
2883000000,11.940791
2884000000,12.126241
2885000000,12.111208
2886000000,11.987405
2887000000,11.987596
2888000000,11.965365
2889000000,12.197479
2890000000,12.00688
2891000000,11.981155
2892000000,12.099008
2893000000,12.170057
2894000000,12.085876
2895000000,12.045643
2896000000,12.132274
2897000000,12.259456
2898000000,12.066901
2899000000,12.279097
2900000000,12.255977
2901000000,12.230986
2902000000,12.191499
2903000000,12.220575
2904000000,12.122499
2905000000,12.169322
2906000000,12.027621
2907000000,12.144423
2908000000,11.924793
2909000000,11.902509
2910000000,11.975582
2911000000,11.839518
2912000000,11.874868
2913000000,11.804774
2914000000,11.684702
2915000000,11.768811
2916000000,11.553742
2917000000,11.60176
2918000000,11.511507
2919000000,11.316736
2920000000,11.442138
2921000000,11.279741
2922000000,11.206048
2923000000,11.08767
2924000000,10.952528
2925000000,11.007586
2926000000,11.015888
2927000000,10.852312
2928000000,10.775752
2929000000,10.649745
2930000000,10.661732
2931000000,10.602337
2932000000,10.528638
2933000000,10.44146
2934000000,10.47826
2935000000,10.308807
2936000000,10.313569
2937000000,10.248903
2938000000,10.135376
2939000000,10.116423
2940000000,10.129699
2941000000,10.067009
2942000000,9.9818687
2943000000,9.9594336
2944000000,10.063532
2945000000,9.9721909
2946000000,9.7839499
2947000000,9.8482437
2948000000,9.7898054
2949000000,9.7781124
2950000000,9.6392384
2951000000,9.7023735
2952000000,9.5812683
2953000000,9.5272779
2954000000,9.4971876
2955000000,9.4496861
2956000000,9.4084854
2957000000,9.3926258
2958000000,9.2349758
2959000000,9.330307
2960000000,9.1379585
2961000000,9.1198864
2962000000,9.2106009
2963000000,9.0585356
2964000000,8.9951735
2965000000,9.0154552
2966000000,8.9445667
2967000000,8.8668966
2968000000,8.9376478
2969000000,8.8435698
2970000000,8.7962666
2971000000,8.8408451
2972000000,8.7825909
2973000000,8.8089018
2974000000,8.799902
2975000000,8.8049202
2976000000,8.7926369
2977000000,8.7999039
2978000000,8.9254322
2979000000,8.9784288
2980000000,8.9897223
2981000000,9.04282
2982000000,9.130353
2983000000,9.0901937
2984000000,9.1898222
2985000000,9.221468
2986000000,9.180707
2987000000,9.195426
2988000000,9.2350674
2989000000,9.286253
2990000000,9.3762522
2991000000,9.3974438
2992000000,9.3051214
2993000000,9.4746647
2994000000,9.4231396
2995000000,9.4307737
2996000000,9.4207058
2997000000,9.3040762
2998000000,9.5006762
2999000000,9.4490194
3000000000,9.2780037
3001000000,9.3489571
3002000000,9.3472338
3003000000,9.3860435
3004000000,9.2949209
3005000000,9.2953854
3006000000,9.3500872
3007000000,9.2008934
3008000000,9.4091139
3009000000,9.3529387
3010000000,9.4126034
3011000000,9.5071602
3012000000,9.5723124
3013000000,9.5325699
3014000000,9.5792799
3015000000,9.6272583
3016000000,9.7022409
3017000000,9.7491007
3018000000,9.7099257
3019000000,9.8116808
3020000000,9.6857004
3021000000,9.7511597
3022000000,9.7080564
3023000000,9.7168856
3024000000,9.671936
3025000000,9.8119164
3026000000,9.7748623
3027000000,9.78123
3028000000,9.8483553
3029000000,9.7908754
3030000000,9.8077173
3031000000,9.7578535
3032000000,9.7882576
3033000000,9.70368
3034000000,9.7851448
3035000000,9.5738249
3036000000,9.5407095
3037000000,9.5161209
3038000000,9.4484367
3039000000,9.3908682
3040000000,9.2505913
3041000000,9.083066
3042000000,9.109973
3043000000,9.0736628
3044000000,9.0216341
3045000000,9.0119076
3046000000,8.812686
3047000000,8.8009148
3048000000,8.7771587
3049000000,8.6545572
3050000000,8.5472031
3051000000,8.4929953
3052000000,8.3639679
3053000000,8.3461514
3054000000,8.3229799
3055000000,8.1901646
3056000000,8.1288557
3057000000,8.0700207
3058000000,7.9531732
3059000000,7.9716883
3060000000,7.965054
3061000000,7.9410396
3062000000,7.7851119
3063000000,7.7984667
3064000000,7.8193908
3065000000,7.8291531
3066000000,7.786159
3067000000,7.7358952
3068000000,7.7811174
3069000000,7.6949053
3070000000,7.6928701
3071000000,7.6229115
3072000000,7.6341963
3073000000,7.6051893
3074000000,7.5168414
3075000000,7.4816561
3076000000,7.3946676
3077000000,7.3719249
3078000000,7.2493691
3079000000,7.2448478
3080000000,7.1447191
3081000000,7.1378665
3082000000,7.0069337
3083000000,6.9754252
3084000000,6.9208636
3085000000,6.8354659
3086000000,6.7510138
3087000000,6.7427645
3088000000,6.6920791
3089000000,6.6421514
3090000000,6.642024
3091000000,6.6039257
3092000000,6.5751657
3093000000,6.5188689
3094000000,6.5167217
3095000000,6.4022207
3096000000,6.4449844
3097000000,6.3949661
3098000000,6.3726263
3099000000,6.3485794
3100000000,6.3098602
3101000000,6.2968554
3102000000,6.2652845
3103000000,6.2561374
3104000000,6.2070594
3105000000,6.206346
3106000000,6.2352734
3107000000,6.2188659
3108000000,6.1774554
3109000000,6.1723032
3110000000,6.1944265
3111000000,6.1631846
3112000000,6.1623893
3113000000,6.1602817
3114000000,6.134203
3115000000,6.1601553
3116000000,6.1559377
3117000000,6.1399422
3118000000,6.1136975
3119000000,6.1406665
3120000000,6.1109762
3121000000,6.0577998
3122000000,6.0630612
3123000000,6.0441194
3124000000,5.9709315
3125000000,5.9898887
3126000000,5.9433317
3127000000,5.8976235
3128000000,5.8710246
3129000000,5.8547759
3130000000,5.8701601
3131000000,5.8051705
3132000000,5.7840381
3133000000,5.745986
3134000000,5.754045
3135000000,5.72087
3136000000,5.6977091
3137000000,5.6881657
3138000000,5.6962128
3139000000,5.6734228
3140000000,5.6519265
3141000000,5.6449571
3142000000,5.6351309
3143000000,5.6047626
3144000000,5.6000152
3145000000,5.6031346
3146000000,5.5978241
3147000000,5.5767956
3148000000,5.6103072
3149000000,5.6105623
3150000000,5.6368437
3151000000,5.5831003
3152000000,5.5637155
3153000000,5.5313206
3154000000,5.5397491
3155000000,5.5190158
3156000000,5.4824581
3157000000,5.5055323
3158000000,5.4610682
3159000000,5.4695024
3160000000,5.4494953
3161000000,5.436451
3162000000,5.3910241
3163000000,5.3580227
3164000000,5.3299236
3165000000,5.3267155
3166000000,5.2596884
3167000000,5.2736373
3168000000,5.2165279
3169000000,5.19805
3170000000,5.1831355
3171000000,5.1474042
3172000000,5.1305447
3173000000,5.1034555
3174000000,5.0906825
3175000000,5.0613308
3176000000,5.0037851
3177000000,4.9803267
3178000000,4.9595165
3179000000,4.9272466
3180000000,4.9111633
3181000000,4.9087901
3182000000,4.8616357
3183000000,4.8428416
3184000000,4.8006077
3185000000,4.7768922
3186000000,4.7139173
3187000000,4.6995564
3188000000,4.6732998
3189000000,4.6427264
3190000000,4.590898
3191000000,4.505475
3192000000,4.5092182
3193000000,4.4568229
3194000000,4.4367657
3195000000,4.385829
3196000000,4.3566699
3197000000,4.3119335
3198000000,4.2693138
3199000000,4.255569
3200000000,4.2007146
3201000000,4.1929088
3202000000,4.1268768
3203000000,4.1270208
3204000000,4.0819521
3205000000,4.0580735
3206000000,3.9864328
3207000000,3.9569428
3208000000,3.9320092
3209000000,3.8911452
3210000000,3.8513811
3211000000,3.8187068
3212000000,3.7958145
3213000000,3.7579708
3214000000,3.7342303
3215000000,3.7052269
3216000000,3.6670089
3217000000,3.6415889
3218000000,3.623148
3219000000,3.6088653
3220000000,3.5826526
3221000000,3.5507615
3222000000,3.5502899
3223000000,3.5120845
3224000000,3.5059094
3225000000,3.4889004
3226000000,3.4523125
3227000000,3.4542382
3228000000,3.4179997
3229000000,3.4030347
3230000000,3.37887
3231000000,3.3660674
3232000000,3.3564112
3233000000,3.3097234
3234000000,3.3007374
3235000000,3.3082261
3236000000,3.2736475
3237000000,3.2480824
3238000000,3.2454073
3239000000,3.2292883
3240000000,3.2185042
3241000000,3.1976128
3242000000,3.194968
3243000000,3.1811681
3244000000,3.1681385
3245000000,3.1600282
3246000000,3.13901
3247000000,3.1256366
3248000000,3.1158385
3249000000,3.1101158
3250000000,3.1008859
3251000000,3.0965538
3252000000,3.0797932
3253000000,3.0660112
3254000000,3.0504131
3255000000,3.0510974
3256000000,3.0447407
3257000000,3.0330648
3258000000,3.0341246
3259000000,3.025511
3260000000,3.0284863
3261000000,3.0211804
3262000000,3.0261111
3263000000,3.0082784
3264000000,2.995225
3265000000,3.0004928
3266000000,2.9819505
3267000000,2.9818249
3268000000,2.9879239
3269000000,2.9782634
3270000000,2.9817643
3271000000,2.9820769
3272000000,2.9848499
3273000000,2.9724905
3274000000,2.9877481
3275000000,2.9831493
3276000000,2.9797978
3277000000,2.9779446
3278000000,2.987215
3279000000,2.99753
3280000000,3.0028472
3281000000,3.0000861
3282000000,2.9968772
3283000000,3.0005536
3284000000,3.0143592
3285000000,3.0212502
3286000000,3.017345
3287000000,3.0203836
3288000000,3.023731
3289000000,3.0248575
3290000000,3.0179296
3291000000,3.0227637
3292000000,3.0274603
3293000000,3.0116863
3294000000,3.0150528
3295000000,2.9962726
3296000000,3.0114508
3297000000,2.9933088
3298000000,2.993099
3299000000,2.9883771
3300000000,2.983695
3301000000,2.9910581
3302000000,2.9893091
3303000000,2.9936316
3304000000,2.9800091
3305000000,3.0078027
3306000000,2.9916265
3307000000,2.994127
3308000000,3.0050104
3309000000,2.9916897
3310000000,2.9963536
3311000000,2.9857476
3312000000,2.982214
3313000000,2.984575
3314000000,2.9860661
3315000000,2.9841201
3316000000,2.9831502
3317000000,2.9826035
3318000000,2.9822874
3319000000,2.9718947
3320000000,2.9779069
3321000000,2.9666233
3322000000,2.9584641
3323000000,2.9603562
3324000000,2.9445076
3325000000,2.9463906
3326000000,2.929414
3327000000,2.9294655
3328000000,2.907711
3329000000,2.9016855
3330000000,2.8938894
3331000000,2.8764846
3332000000,2.85448
3333000000,2.8387191
3334000000,2.8367248
3335000000,2.7998924
3336000000,2.7963657
3337000000,2.790128
3338000000,2.7694526
3339000000,2.7574944
3340000000,2.7463713
3341000000,2.737083
3342000000,2.7147758
3343000000,2.7087483
3344000000,2.6957116
3345000000,2.6994548
3346000000,2.6810417
3347000000,2.6751466
3348000000,2.6508174
3349000000,2.6496017
3350000000,2.6323338
3351000000,2.6247029
3352000000,2.6206646
3353000000,2.6068103
3354000000,2.5967312
3355000000,2.5784574
3356000000,2.5607357
3357000000,2.5529428
3358000000,2.5553634
3359000000,2.5354886
3360000000,2.5182543
3361000000,2.5079951
3362000000,2.497412
3363000000,2.4837089
3364000000,2.4740925
3365000000,2.4661696
3366000000,2.4451342
3367000000,2.4273508
3368000000,2.4202425
3369000000,2.4186671
3370000000,2.4018464
3371000000,2.3873463
3372000000,2.3702786
3373000000,2.3652132
3374000000,2.3526733
3375000000,2.3415473
3376000000,2.3359706
3377000000,2.3162954
3378000000,2.3135333
3379000000,2.3026872
3380000000,2.2952857
3381000000,2.2841942
3382000000,2.2640581
3383000000,2.257108
3384000000,2.2492063
3385000000,2.2419837
3386000000,2.2406487
3387000000,2.2368979
3388000000,2.2282615
3389000000,2.2187383
3390000000,2.2115252
3391000000,2.2024901
3392000000,2.1972406
3393000000,2.1870847
3394000000,2.1803765
3395000000,2.1811435
3396000000,2.1774747
3397000000,2.1700926
3398000000,2.1668978
3399000000,2.1605201
3400000000,2.1592116
3401000000,2.1544869
3402000000,2.1529114
3403000000,2.1480198
3404000000,2.1408608
3405000000,2.1397889
3406000000,2.1445689
3407000000,2.138582
3408000000,2.1436648
3409000000,2.1495414
3410000000,2.1489398
3411000000,2.1495655
3412000000,2.1587756
3413000000,2.1569512
3414000000,2.1581113
3415000000,2.1497459
3416000000,2.1572943
3417000000,2.1506867
3418000000,2.1516442
3419000000,2.1490655
3420000000,2.1508172
3421000000,2.1571975
3422000000,2.1515732
3423000000,2.1518986
3424000000,2.148685
3425000000,2.1536343
3426000000,2.1552081
3427000000,2.1552725
3428000000,2.1488593
3429000000,2.1537564
3430000000,2.1623638
3431000000,2.1603949
3432000000,2.1661334
3433000000,2.1588924
3434000000,2.1685567
3435000000,2.1650951
3436000000,2.1689019
3437000000,2.1806841
3438000000,2.1869175
3439000000,2.1824195
3440000000,2.1916981
3441000000,2.1935537
3442000000,2.2072878
3443000000,2.2055545
3444000000,2.206548
3445000000,2.2119174
3446000000,2.2142363
3447000000,2.2176163
3448000000,2.2129633
3449000000,2.2099702
3450000000,2.2126977
3451000000,2.2049298
3452000000,2.204505
3453000000,2.2016172
3454000000,2.1992435
3455000000,2.2019477
3456000000,2.1990626
3457000000,2.1885011
3458000000,2.1993184
3459000000,2.1902299
3460000000,2.1936786
3461000000,2.1938004
3462000000,2.1885254
3463000000,2.193872
3464000000,2.1927495
3465000000,2.1984136
3466000000,2.1981719
3467000000,2.1997747
3468000000,2.2014284
3469000000,2.2073429
3470000000,2.2069266
3471000000,2.2098894
3472000000,2.2082596
3473000000,2.2128756
3474000000,2.2122531
3475000000,2.2211864
3476000000,2.2250335
3477000000,2.2242849
3478000000,2.2295146
3479000000,2.2338755
3480000000,2.2373011
3481000000,2.2370794
3482000000,2.2427044
3483000000,2.2348995
3484000000,2.2439051
3485000000,2.2384548
3486000000,2.236192
3487000000,2.2366133
3488000000,2.2322674
3489000000,2.2401898
3490000000,2.2324412
3491000000,2.2319493
3492000000,2.2338428
3493000000,2.2257102
3494000000,2.2210555
3495000000,2.2114267
3496000000,2.2056866
3497000000,2.1988478
3498000000,2.1948895
3499000000,2.1874518
3500000000,2.1776483
3501000000,2.1747315
3502000000,2.1626987
3503000000,2.1611845
3504000000,2.1440544
3505000000,2.1450379
3506000000,2.1418293
3507000000,2.1375623
3508000000,2.1353798
3509000000,2.1319501
3510000000,2.1283967
3511000000,2.131412
3512000000,2.1217275
3513000000,2.1247518
3514000000,2.1225531
3515000000,2.1280951
3516000000,2.1197395
3517000000,2.1234834
3518000000,2.1208365
3519000000,2.1172538
3520000000,2.1199315
3521000000,2.1147525
3522000000,2.1152472
3523000000,2.1104929
3524000000,2.1050837
3525000000,2.1034806
3526000000,2.101501
3527000000,2.099653
3528000000,2.0918541
3529000000,2.0823669
3530000000,2.083822
3531000000,2.0800877
3532000000,2.0721354
3533000000,2.069845
3534000000,2.0642259
3535000000,2.0596688
3536000000,2.0661035
3537000000,2.0574152
3538000000,2.0514865
3539000000,2.0470529
3540000000,2.0443623
3541000000,2.0432241
3542000000,2.0430145
3543000000,2.0419745
3544000000,2.0391545
3545000000,2.0378349
3546000000,2.033855
3547000000,2.0388362
3548000000,2.0403543
3549000000,2.0352049
3550000000,2.0366886
3551000000,2.0411837
3552000000,2.0399718
3553000000,2.0425844
3554000000,2.0397687
3555000000,2.0426044
3556000000,2.043278
3557000000,2.0412397
3558000000,2.0506647
3559000000,2.048744
3560000000,2.0513086
3561000000,2.0506809
3562000000,2.0514662
3563000000,2.0549943
3564000000,2.0481322
3565000000,2.0503771
3566000000,2.0498385
3567000000,2.0504069
3568000000,2.0488629
3569000000,2.0504687
3570000000,2.0470798
3571000000,2.0491412
3572000000,2.0511069
3573000000,2.0521233
3574000000,2.0466483
3575000000,2.045953
3576000000,2.0457194
3577000000,2.0420563
3578000000,2.0457373
3579000000,2.0451534
3580000000,2.0463808
3581000000,2.0394826
3582000000,2.0420518
3583000000,2.0401156
3584000000,2.0359159
3585000000,2.03545
3586000000,2.0357149
3587000000,2.0371776
3588000000,2.0329869
3589000000,2.0356193
3590000000,2.0357821
3591000000,2.0375781
3592000000,2.0391724
3593000000,2.0428412
3594000000,2.0428455
3595000000,2.0348926
3596000000,2.0422015
3597000000,2.0407178
3598000000,2.0377457
3599000000,2.0411441
3600000000,2.0428307
3601000000,2.0372052
3602000000,2.0276828
3603000000,2.0321884
3604000000,2.0277023
3605000000,2.0219107
3606000000,2.016151
3607000000,2.0191312
3608000000,2.0155373
3609000000,2.0187593
3610000000,2.0175617
3611000000,2.01021
3612000000,2.0126173
3613000000,2.0101073
3614000000,2.0093784
3615000000,2.0085857
3616000000,2.0060701
3617000000,2.0048158
3618000000,2.0040708
3619000000,2.0000355
3620000000,2.0034494
3621000000,1.9859139
3622000000,1.9916863
3623000000,1.9795716
3624000000,1.9822025
3625000000,1.978653
3626000000,1.9782643
3627000000,1.9794593
3628000000,1.9760057
3629000000,1.9733114
3630000000,1.9769049
3631000000,1.9750376
3632000000,1.9724617
3633000000,1.972313
3634000000,1.9708998
3635000000,1.9658084
3636000000,1.959375
3637000000,1.967314
3638000000,1.9646397
3639000000,1.9641135
3640000000,1.9639592
3641000000,1.9594684
3642000000,1.9602276
3643000000,1.9533914
3644000000,1.9550263
3645000000,1.9598258
3646000000,1.9628907
3647000000,1.9571979
3648000000,1.9543518
3649000000,1.9552149
3650000000,1.9551907
3651000000,1.95094
3652000000,1.9461536
3653000000,1.9472405
3654000000,1.9409419
3655000000,1.9449658
3656000000,1.9355025
3657000000,1.9374321
3658000000,1.9278451
3659000000,1.9256333
3660000000,1.92169
3661000000,1.9220874
3662000000,1.9148426
3663000000,1.9095744
3664000000,1.9075307
3665000000,1.9000165
3666000000,1.8992023
3667000000,1.8981746
3668000000,1.8915658
3669000000,1.8900996
3670000000,1.8896681
3671000000,1.8870441
3672000000,1.8820055
3673000000,1.8853996
3674000000,1.8867997
3675000000,1.8843025
3676000000,1.8833014
3677000000,1.8787766
3678000000,1.8809737
3679000000,1.8809072
3680000000,1.8800764
3681000000,1.8794024
3682000000,1.8812405
3683000000,1.880227
3684000000,1.8781912
3685000000,1.8805575
3686000000,1.8782849
3687000000,1.8789715
3688000000,1.8770844
3689000000,1.8775438
3690000000,1.8757885
3691000000,1.8738781
3692000000,1.876223
3693000000,1.8810785
3694000000,1.8797909
3695000000,1.882858
3696000000,1.8793868
3697000000,1.8814617
3698000000,1.884402
3699000000,1.8889362
3700000000,1.8870894
3701000000,1.8870834
3702000000,1.8923439
3703000000,1.8930821
3704000000,1.8918
3705000000,1.9013826
3706000000,1.901148
3707000000,1.9070143
3708000000,1.911353
3709000000,1.9089628
3710000000,1.9161876
3711000000,1.9183871
3712000000,1.9240916
3713000000,1.9266286
3714000000,1.9255635
3715000000,1.933091
3716000000,1.9396497
3717000000,1.9404635
3718000000,1.9459212
3719000000,1.9480145
3720000000,1.951769
3721000000,1.9540334
3722000000,1.9701378
3723000000,1.972003
3724000000,1.9808158
3725000000,1.9895822
3726000000,1.99466
3727000000,2.0037928
3728000000,2.0159202
3729000000,2.0116301
3730000000,2.021482
3731000000,2.0355122
3732000000,2.0363452
3733000000,2.0475621
3734000000,2.0556631
3735000000,2.0597553
3736000000,2.062695
3737000000,2.0741639
3738000000,2.0797911
3739000000,2.088088
3740000000,2.1005294
3741000000,2.1019406
3742000000,2.1063068
3743000000,2.1116552
3744000000,2.1199517
3745000000,2.1306584
3746000000,2.135536
3747000000,2.1350553
3748000000,2.1443782
3749000000,2.147346
3750000000,2.1557608
3751000000,2.1636381
3752000000,2.1695936
3753000000,2.1768868
3754000000,2.1838613
3755000000,2.1882699
3756000000,2.1862142
3757000000,2.1952398
3758000000,2.2057269
3759000000,2.2090657
3760000000,2.2093208
3761000000,2.2200983
3762000000,2.2243965
3763000000,2.2268312
3764000000,2.240865
3765000000,2.2428634
3766000000,2.2468038
3767000000,2.2540026
3768000000,2.2564359
3769000000,2.2583277
3770000000,2.2614832
3771000000,2.2650552
3772000000,2.2729461
3773000000,2.2768297
3774000000,2.2735801
3775000000,2.2828419
3776000000,2.2858837
3777000000,2.2878239
3778000000,2.2928743
3779000000,2.3025579
3780000000,2.292768
3781000000,2.2982485
3782000000,2.3025057
3783000000,2.3009284
3784000000,2.2888298
3785000000,2.2908165
3786000000,2.2799041
3787000000,2.275425
3788000000,2.2698009
3789000000,2.2591851
3790000000,2.2512314
3791000000,2.2477031
3792000000,2.2422326
3793000000,2.236968
3794000000,2.2313502
3795000000,2.2312939
3796000000,2.227685
3797000000,2.2266829
3798000000,2.2208076
3799000000,2.2179332
3800000000,2.2120948
3801000000,2.212585
3802000000,2.2064681
3803000000,2.2061496
3804000000,2.2068875
3805000000,2.200187
3806000000,2.1939669
3807000000,2.1954632
3808000000,2.1883581
3809000000,2.1834528
3810000000,2.1823854
3811000000,2.1722646
3812000000,2.1687136
3813000000,2.1713653
3814000000,2.1625295
3815000000,2.1593573
3816000000,2.1590462
3817000000,2.1543634
3818000000,2.1478527
3819000000,2.1442091
3820000000,2.1398489
3821000000,2.1366146
3822000000,2.1329203
3823000000,2.1210735
3824000000,2.1202741
3825000000,2.1151536
3826000000,2.1009204
3827000000,2.0968103
3828000000,2.0911946
3829000000,2.0795913
3830000000,2.075933
3831000000,2.0685952
3832000000,2.060272
3833000000,2.0547569
3834000000,2.0554631
3835000000,2.049475
3836000000,2.0449214
3837000000,2.0417616
3838000000,2.0353971
3839000000,2.0389779
3840000000,2.0347962
3841000000,2.0278404
3842000000,2.0253506
3843000000,2.0231488
3844000000,2.016788
3845000000,2.0236728
3846000000,2.0155427
3847000000,2.01301
3848000000,2.0129967
3849000000,2.0193412
3850000000,2.0181143
3851000000,2.0152185
3852000000,2.0251679
3853000000,2.022758
3854000000,2.0317378
3855000000,2.034765
3856000000,2.0432477
3857000000,2.0451238
3858000000,2.0496259
3859000000,2.0503604
3860000000,2.05705
3861000000,2.0621691
3862000000,2.0652614
3863000000,2.075727
3864000000,2.0769188
3865000000,2.0841193
3866000000,2.0929816
3867000000,2.0914686
3868000000,2.1043339
3869000000,2.1069872
3870000000,2.1184082
3871000000,2.1211836
3872000000,2.1333294
3873000000,2.1356013
3874000000,2.1466532
3875000000,2.1565752
3876000000,2.1605313
3877000000,2.1652691
3878000000,2.1695833
3879000000,2.1698399
3880000000,2.1839235
3881000000,2.1797526
3882000000,2.1965892
3883000000,2.2002978
3884000000,2.2199218
3885000000,2.2229319
3886000000,2.2328091
3887000000,2.2358277
3888000000,2.2462299
3889000000,2.2598057
3890000000,2.2643633
3891000000,2.2765422
3892000000,2.2829807
3893000000,2.2930007
3894000000,2.3023953
3895000000,2.3096955
3896000000,2.3172135
3897000000,2.334197
3898000000,2.345871
3899000000,2.3497763
3900000000,2.361783
3901000000,2.3775234
3902000000,2.3896384
3903000000,2.3985751
3904000000,2.4033418
3905000000,2.4260764
3906000000,2.4372272
3907000000,2.4405773
3908000000,2.4538221
3909000000,2.4673448
3910000000,2.4715192
3911000000,2.4875607
3912000000,2.4880061
3913000000,2.5057192
3914000000,2.5118542
3915000000,2.5104332
3916000000,2.5167422
3917000000,2.5302904
3918000000,2.5355165
3919000000,2.5420651
3920000000,2.5556493
3921000000,2.555505
3922000000,2.5687234
3923000000,2.5837648
3924000000,2.5857222
3925000000,2.6066084
3926000000,2.6125002
3927000000,2.6208978
3928000000,2.6276567
3929000000,2.6434801
3930000000,2.6563244
3931000000,2.6668079
3932000000,2.6721864
3933000000,2.6868598
3934000000,2.695838
3935000000,2.7051401
3936000000,2.7193992
3937000000,2.7150245
3938000000,2.7288411
3939000000,2.7407947
3940000000,2.7497821
3941000000,2.7634773
3942000000,2.7672727
3943000000,2.7750084
3944000000,2.7811046
3945000000,2.7793372
3946000000,2.7759902
3947000000,2.7670708
3948000000,2.7774267
3949000000,2.7808247
3950000000,2.7743819
3951000000,2.7579541
3952000000,2.7632589
3953000000,2.7525883
3954000000,2.7482369
3955000000,2.7409153
3956000000,2.7466707
3957000000,2.735585
3958000000,2.7365289
3959000000,2.7300587
3960000000,2.7327964
3961000000,2.7254882
3962000000,2.7154095
3963000000,2.7192843
3964000000,2.7258193
3965000000,2.7229605
3966000000,2.7211442
3967000000,2.7222543
3968000000,2.7181108
3969000000,2.7332668
3970000000,2.721663
3971000000,2.7177746
3972000000,2.7334211
3973000000,2.7263947
3974000000,2.7246714
3975000000,2.729589
3976000000,2.7165496
3977000000,2.7223275
3978000000,2.7263429
3979000000,2.7209375
3980000000,2.7159929
3981000000,2.7135525
3982000000,2.7134459
3983000000,2.7063327
3984000000,2.7016165
3985000000,2.7047532
3986000000,2.6997416
3987000000,2.687525
3988000000,2.6894825
3989000000,2.6914806
3990000000,2.6981502
3991000000,2.6807978
3992000000,2.6922212
3993000000,2.6961634
3994000000,2.6904411
3995000000,2.6898954
3996000000,2.6960535
3997000000,2.6897507
3998000000,2.6863227
3999000000,2.6807725
4000000000,2.6968224
4001000000,2.6986024
4002000000,2.6979437
4003000000,2.7033718
4004000000,2.7217057
4005000000,2.7263856
4006000000,2.7328432
4007000000,2.7480872
4008000000,2.7554302
4009000000,2.7743499
4010000000,2.7829089
4011000000,2.7984314
4012000000,2.8170888
4013000000,2.8279843
4014000000,2.8503375
4015000000,2.864248
4016000000,2.8752835
4017000000,2.8909395
4018000000,2.9191339
4019000000,2.9247506
4020000000,2.9469407
4021000000,2.9541636
4022000000,2.9770982
4023000000,2.9932129
4024000000,2.996484
4025000000,3.0181303
4026000000,3.0311496
4027000000,3.0445232
4028000000,3.0608296
4029000000,3.0681982
4030000000,3.0902705
4031000000,3.092658
4032000000,3.1105788
4033000000,3.1326864
4034000000,3.1453571
4035000000,3.1609111
4036000000,3.1786451
4037000000,3.185029
4038000000,3.224134
4039000000,3.2402403
4040000000,3.2501054
4041000000,3.2826355
4042000000,3.3067741
4043000000,3.3084371
4044000000,3.3274238
4045000000,3.355356
4046000000,3.3758531
4047000000,3.3815503
4048000000,3.4130871
