Freq(GHz),S11 Log Mag(dB)
2.5,-6.575742838452533
2.501,-6.462242340085666
2.502,-6.363649812308212
2.503,-6.248279654781099
2.504,-6.191769742680515
2.505,-6.092837358849225
2.506,-6.021231011936083
2.507,-5.9419504035362305
2.508,-5.843352392630252
2.509,-5.799147077467971
2.51,-5.728486786029611
2.511,-5.652529474443901
2.512,-5.5576383689854225
2.513,-5.507619283870891
2.514,-5.462950964900353
2.515,-5.389430784323731
2.516,-5.328423762147554
2.517,-5.322414099775044
2.518,-5.212821776097826
2.519,-5.191841413312685
2.52,-5.111653161989187
2.521,-5.1230223916990365
2.522,-5.056419995743978
2.523,-4.982194265695474
2.524,-4.94895126431883
2.525,-4.916271515387914
2.526,-4.877740720668248
2.527,-4.831803204422266
2.528,-4.754177333310872
2.529,-4.706323478446788
2.53,-4.67413764520257
2.531,-4.616407087267437
2.532,-4.561089095788007
2.533,-4.510077007311507
2.534,-4.4805377822322185
2.535,-4.43453655370001
2.536,-4.401444061555254
2.537,-4.314996021471761
2.538,-4.295888835218915
2.539,-4.244022585703328
2.54,-4.172444761708577
2.541,-4.141365132614389
2.542,-4.119099232445579
2.543,-4.042108480013221
2.544,-4.010209840444574
2.545,-3.981791527390332
2.546,-3.9407217994783528
2.547,-3.922549229709804
2.548,-3.859694676834046
2.549,-3.800262524520184
2.55,-3.7650396898160055
2.551,-3.7097942527285754
2.552,-3.686320344977911
2.553,-3.6344560760095956
2.554,-3.58762180508183
2.555,-3.5397920236594067
2.556,-3.497251503707907
2.557,-3.467707080071942
2.558,-3.417512010506683
2.559,-3.389172546864094
2.56,-3.320621834214437
2.561,-3.2931230856389404
2.562,-3.260425698151073
2.563,-3.204942619142097
2.564,-3.1739663016684254
2.565,-3.143262410735656
2.566,-3.1044146905325527
2.567,-3.064894559707911
2.568,-3.0141928455535316
2.569,-2.9854760643747125
2.57,-2.9598860928781585
2.571,-2.901037111986673
2.572,-2.8618329191198737
2.573,-2.8204298487229575
2.574,-2.772862338220734
2.575,-2.722882003479099
2.576,-2.6957474425204486
2.577,-2.6377408064430607
2.578,-2.6257015227309948
2.579,-2.5699488650417672
2.58,-2.537036395401151
2.581,-2.5153864645549073
2.582,-2.4521026813363593
2.583,-2.4351560314381873
2.584,-2.3944986306063907
2.585,-2.3973951411407497
2.586,-2.3366931050328716
2.587,-2.3064488524452202
2.588,-2.287739219465247
2.589,-2.2522750493236736
2.59,-2.249486175181909
2.591,-2.204356340312787
2.592,-2.1865958104223204
2.593,-2.1555487316554607
2.594,-2.1317964658119513
2.595,-2.1228701676956816
2.596,-2.0960566810706065
2.597,-2.0768084972245164
2.598,-2.038997402942525
2.599,-2.042109705840601
2.6,-2.031937705519491
2.601,-1.9988009668070406
2.602,-1.9716571158245726
2.603,-1.9842328101783548
2.604,-1.9600274280370602
2.605,-1.9207526097634893
2.606,-1.92054071584285
2.607,-1.9127510143171798
2.608,-1.8880443573821657
2.609,-1.9017859122426872
2.61,-1.8639913011565092
2.611,-1.8784618428023967
2.612,-1.8461212177528805
2.613,-1.8424724383040214
2.614,-1.825984210742814
2.615,-1.8434851831486077
2.616,-1.8328444207064287
2.617,-1.8076229906241668
2.618,-1.8247849643212484
2.619,-1.8259059440965157
2.62,-1.8199938914765559
2.621,-1.804607915896221
2.622,-1.7846750824344944
2.623,-1.8111964093085238
2.624,-1.8033218214085593
2.625,-1.811817118089446
2.626,-1.7874088886420338
2.627,-1.807035213398191
2.628,-1.8125102795317853
2.629,-1.8171530320334264
2.63,-1.800177736786689
2.631,-1.8086288400744763
2.632,-1.8202036238470312
2.633,-1.8240238728258318
2.634,-1.8266840747049973
2.635,-1.8193449434091733
2.636,-1.8183114544635623
2.637,-1.834832578753609
2.638,-1.8306459964491195
2.639,-1.825156385671297
2.64,-1.8521459934298066
2.641,-1.8428359739208546
2.642,-1.8420114476247598
2.643,-1.851691662348044
2.644,-1.8653318186392596
2.645,-1.8703652643049091
2.646,-1.8845296619610385
2.647,-1.8957521838870928
2.648,-1.8900177819762374
2.649,-1.9059368577683387
2.65,-1.907938397820919
2.651,-1.9008964381087972
2.652,-1.920951710861295
2.653,-1.9142632813225737
2.654,-1.9460911642161358
2.655,-1.922841564667608
2.656,-1.9397945028557397
2.657,-1.923967021609513
2.658,-1.9515858349728803
2.659,-1.9498786000217567
2.66,-1.9598184226356474
2.661,-1.9686095775731063
2.662,-1.9836396943934764
2.663,-1.977858348315119
2.664,-1.9879905063932144
2.665,-1.998118944493943
2.666,-1.9956523783414672
2.667,-2.0106051955186026
2.668,-1.9944959739811063
2.669,-2.0179217367820264
2.67,-2.029727371102706
2.671,-2.0275549526090924
2.672,-2.0246967908412246
2.673,-2.0255200248502736
2.674,-2.047275327442205
2.675,-2.0314005016602286
2.676,-2.043253420504361
2.677,-2.0346315309383187
2.678,-2.0531810345427615
2.679,-2.0376606224931444
2.68,-2.0401656105233346
2.681,-2.0493477252297057
2.682,-2.044176462604473
2.683,-2.0349799800957937
2.684,-2.036526856854165
2.685,-2.0373490075876957
2.686,-2.025081645057833
2.687,-2.0165313911263256
2.688,-2.0008609070904635
2.689,-2.0214610597834244
2.69,-1.990904989986562
2.691,-1.9979949906594472
2.692,-1.9969818723757196
2.693,-1.9879695763459047
2.694,-2.0100520438438636
2.695,-1.9715739651399702
2.696,-1.949441242639933
2.697,-1.9764621256320123
2.698,-1.9476440920200582
2.699,-1.9410679264090567
2.7,-1.9215669980293357
2.701,-1.919004280622982
2.702,-1.9104254564092793
2.703,-1.8977737769731862
2.704,-1.859805764998578
2.705,-1.8782012941185389
2.706,-1.8537631340685103
2.707,-1.8386600033647973
2.708,-1.8264142098710259
2.709,-1.8411884059038837
2.71,-1.8069208049773844
2.711,-1.8035382757954035
2.712,-1.806755320485777
2.713,-1.793045945332813
2.714,-1.7821790268904112
2.715,-1.7808446118776524
2.716,-1.7705295136844432
2.717,-1.7446374882212456
2.718,-1.751612448584394
2.719,-1.7599192548468958
2.72,-1.7291821914685466
2.721,-1.7338330303822114
2.722,-1.7336946624698983
2.723,-1.7192514364093157
2.724,-1.7269199696553796
2.725,-1.7436873893289047
2.726,-1.7036462475901415
2.727,-1.7227990631352608
2.728,-1.6997833733046206
2.729,-1.710243697884488
2.73,-1.6790931817783843
2.731,-1.696297869374885
2.732,-1.680133149714624
2.733,-1.6821176202004127
2.734,-1.6767750157849153
2.735,-1.667443059624577
2.736,-1.667624974621134
2.737,-1.668553151788833
2.738,-1.6485798376013006
2.739,-1.6607967736961204
2.74,-1.6439357599102737
2.741,-1.6444753497223028
2.742,-1.625987012486163
2.743,-1.6111534163470749
2.744,-1.632799129478517
2.745,-1.6318549062555656
2.746,-1.6216497343769225
2.747,-1.6319688379229969
2.748,-1.6180396219589779
2.749,-1.6196972517172579
2.75,-1.6106055795498544
2.751,-1.614125304843983
2.752,-1.6039692174248539
2.753,-1.620824858153154
2.754,-1.638761027888621
2.755,-1.6302313089316278
2.756,-1.6386413372120598
2.757,-1.6373892031850976
2.758,-1.64504919979382
2.759,-1.6403557328058502
2.76,-1.6570598685415296
2.761,-1.6541296391040805
2.762,-1.6549153405554589
2.763,-1.6764341492862187
2.764,-1.6705353989934
2.765,-1.6799799404820848
2.766,-1.6737775657686265
2.767,-1.6836581674943347
2.768,-1.6996951138066154
2.769,-1.6982763832034784
2.77,-1.6926818900577
2.771,-1.6973932742017745
2.772,-1.702629281494952
2.773,-1.7015742388910686
2.774,-1.7075974980812056
2.775,-1.703060811418747
2.776,-1.7241489864304156
2.777,-1.7054444528014714
2.778,-1.7061372656617266
2.779,-1.730669657597551
2.78,-1.729642710156273
2.781,-1.734984061059352
2.782,-1.7396140454632267
2.783,-1.73333018560077
2.784,-1.750439499887019
2.785,-1.751902351289967
2.786,-1.7530579730857376
2.787,-1.7844934998553652
2.788,-1.7769331837408175
2.789,-1.7731567305649798
2.79,-1.7811762865343475
2.791,-1.7898107830979557
2.792,-1.7803747516895554
2.793,-1.7991588370054132
2.794,-1.8026460753136244
2.795,-1.8045802784325131
2.796,-1.8263316857655312
2.797,-1.8126409840064441
2.798,-1.8293592688583915
2.799,-1.8292980542889863
2.8,-1.831074327957902
2.801,-1.8226792862798695
2.802,-1.8295009134033433
2.803,-1.8371365268789104
2.804,-1.8360116985550126
2.805,-1.8381055961098154
2.806,-1.8246460907169761
2.807,-1.831188494550623
2.808,-1.8285646693987405
2.809,-1.8299144867241013
2.81,-1.836451089321009
2.811,-1.8366899263511673
2.812,-1.828470359992068
2.813,-1.8212884296663736
2.814,-1.8296711480277306
2.815,-1.8110455054779289
2.816,-1.822378390786811
2.817,-1.8065778177763239
2.818,-1.8005786535263832
2.819,-1.8090275883612863
2.82,-1.8138307781381364
2.821,-1.8194179034498008
2.822,-1.8134309850808326
2.823,-1.8086270258375072
2.824,-1.797078963466233
2.825,-1.81012741805834
2.826,-1.7969665069464003
2.827,-1.793656887574697
2.828,-1.7935528512952996
2.829,-1.8078403126447464
2.83,-1.7803349457066167
2.831,-1.7818840633481747
2.832,-1.790146521624941
2.833,-1.7750452803151622
2.834,-1.7674437761865245
2.835,-1.7656581358776011
2.836,-1.7544848773394075
2.837,-1.7693941081447542
2.838,-1.7581403136894376
2.839,-1.7337458751116595
2.84,-1.741957626348045
2.841,-1.7446073034095622
2.842,-1.729939776772005
2.843,-1.7273382663791705
2.844,-1.7083979112802825
2.845,-1.6974042553831703
2.846,-1.6961592990396348
2.847,-1.678320884251089
2.848,-1.6666027215417887
2.849,-1.6714231128461696
2.85,-1.6448965608301649
2.851,-1.6406514247348534
2.852,-1.6164253633410173
2.853,-1.6029216580026713
2.854,-1.5960609726734538
2.855,-1.5925734560916618
2.856,-1.595683428038349
2.857,-1.5652642328050939
2.858,-1.5590299093072835
2.859,-1.5638077104977446
2.86,-1.5570022635983887
2.861,-1.5295280855076099
2.862,-1.53379142208968
2.863,-1.535962673945255
2.864,-1.527231780736419
2.865,-1.528516794318984
2.866,-1.5112790552199624
2.867,-1.5303714706136273
2.868,-1.5210401232277062
2.869,-1.522480702732585
2.87,-1.5065376071251169
2.871,-1.5093375290277695
2.872,-1.502838827716557
2.873,-1.492706138814453
2.874,-1.4986164053168352
2.875,-1.465031607121423
2.876,-1.4745920431797792
2.877,-1.477947740623224
2.878,-1.477415649815379
2.879,-1.4606425033124137
2.88,-1.4528732951699612
2.881,-1.450666597864874
2.882,-1.456036824257744
2.883,-1.458242026721606
2.884,-1.4358382193910284
2.885,-1.4376285925101682
2.886,-1.4525450147024102
2.887,-1.4525217630841198
2.888,-1.4552331010345316
2.889,-1.4274144597304348
2.89,-1.450178036129025
2.891,-1.4533062779840065
2.892,-1.4390848589946859
2.893,-1.4306453059456303
2.894,-1.440655682826615
2.895,-1.4454897430828333
2.896,-1.435120968166693
2.897,-1.4201659677130454
2.898,-1.4429315156905875
2.899,-1.4178842342992823
2.9,-1.4205708974809814
2.901,-1.423486480537768
2.902,-1.428117772760963
2.903,-1.4247046254965532
2.904,-1.4362834594234022
2.905,-1.430732105002393
2.906,-1.4476656763252405
2.907,-1.433678775225521
2.908,-1.460207589027951
2.909,-1.46295433648924
2.91,-1.4539857560848555
2.911,-1.470774991581027
2.912,-1.4663758191927758
2.913,-1.4751246080688003
2.914,-1.490357096171859
2.915,-1.4796540771704825
2.916,-1.5073345173349306
2.917,-1.5010647137176867
2.918,-1.5128927875246878
2.919,-1.539066308743162
2.92,-1.5221117106059832
2.921,-1.5441406849646442
2.922,-1.5543493389646155
2.923,-1.571034567645979
2.924,-1.5905272332981797
2.925,-1.58252749810069
2.926,-1.5813282422458044
2.927,-1.6052983765468172
2.928,-1.6167695056292555
2.929,-1.6360116444942125
2.93,-1.6341613977131044
2.931,-1.643370640816593
2.932,-1.6549434885893497
2.933,-1.6688457816846627
2.934,-1.6629488041532035
2.935,-1.6904553233411714
2.936,-1.6896698699824217
2.937,-1.7003989427674333
2.938,-1.7195691814958418
2.939,-1.7228119193400648
2.94,-1.7205391945988944
2.941,-1.731324326239422
2.942,-1.746190896792059
2.943,-1.7501510911576046
2.944,-1.7319264783374575
2.945,-1.7478969930874317
2.946,-1.781760229515911
2.947,-1.7700471456018132
2.948,-1.7806870361095308
2.949,-1.7828314168212203
2.95,-1.8087016393468283
2.951,-1.7968476855278182
2.952,-1.8197249163233828
2.953,-1.830113419238898
2.954,-1.8359550415895196
2.955,-1.8452533856703146
2.956,-1.8533952585134426
2.957,-1.8565486093984642
2.958,-1.8884898576589169
2.959,-1.8690444263485477
2.96,-1.908700765651476
2.961,-1.912513680748491
2.962,-1.8935271765328976
2.963,-1.925572570441758
2.964,-1.9392488907075789
2.965,-1.9348500311578356
2.966,-1.9503129882186365
2.967,-1.9675427013211273
2.968,-1.9518355173205557
2.969,-1.9727771899043731
2.97,-1.9834782785622274
2.971,-1.9733904322890794
2.972,-1.9865938031266839
2.973,-1.9806085051441813
2.974,-1.9826517318034533
2.975,-1.9815119267877286
2.976,-1.984304220178128
2.977,-1.982651299999186
2.978,-1.9545294404571087
2.979,-1.9428957817431727
2.98,-1.940434617828265
2.981,-1.9289465916587072
2.982,-1.9103035389263023
2.983,-1.9188116708905758
2.984,-1.897842655550059
2.985,-1.8912780519058634
2.986,-1.899742008062747
2.987,-1.8966768719689966
2.988,-1.8884709783422897
2.989,-1.8779802546982138
2.99,-1.8598154787733823
2.991,-1.8555895120744355
2.992,-1.874142544915478
2.993,-1.8403521097394793
2.994,-1.8504911189538262
2.995,-1.8489818247908452
2.996,-1.850972811691024
2.997,-1.8743547197935242
2.998,-1.8352758598107823
2.999,-1.8453845639485102
3.0,-1.8796630702276642
3.001,-1.8652871430815545
3.002,-1.8656336862664396
3.003,-1.8578605276538798
3.004,-1.8762153028270665
3.005,-1.8761208156658769
3.006,-1.865059958287565
3.007,-1.8955408492735497
3.008,-1.853270515873485
3.009,-1.864486966100491
3.01,-1.8525782377047837
3.011,-1.8340148543837684
3.012,-1.821439959055278
3.013,-1.8290899052486358
3.014,-1.8201054122231328
3.015,-1.810968708283919
3.016,-1.7968724184826073
3.017,-1.7881743258221852
3.018,-1.795440153066746
3.019,-1.7766891733649568
3.02,-1.7999629708212446
3.021,-1.7877940730274156
3.022,-1.7957883355456028
3.023,-1.7941449678543706
3.024,-1.802542960856964
3.025,-1.7766462140765273
3.026,-1.783428373869044
3.027,-1.7822591732259163
3.028,-1.770026948594803
3.029,-1.7804910671697616
3.03,-1.7774121903630193
3.031,-1.7865589935017534
3.032,-1.7809705900361137
3.033,-1.7966040297078203
3.034,-1.7815411233719705
3.035,-1.8211500896795076
3.036,-1.8275178841685493
3.037,-1.8322750414197433
3.038,-1.8454992299224289
3.039,-1.856898734625712
3.04,-1.885276873200741
3.041,-1.9203297001247501
3.042,-1.9146117481412885
3.043,-1.9223360496771955
3.044,-1.9335138808016619
3.045,-1.9356180168417902
3.046,-1.9797506398984008
3.047,-1.9824215841869133
3.048,-1.987834067285347
3.049,-2.01624574394215
3.05,-2.041802484583646
3.051,-2.0549561133515235
3.052,-2.0869605906361546
3.053,-2.091458745932744
3.054,-2.0973381161035727
3.055,-2.1316891466792933
3.056,-2.1479303655549673
3.057,-2.1637518575375223
3.058,-2.1958787693669017
3.059,-2.1907242963292894
3.06,-2.1925684395226224
3.061,-2.1992699247258214
3.062,-2.2438056647869606
3.063,-2.239920400673218
3.064,-2.233860158033299
3.065,-2.231043971492018
3.066,-2.2435005461317927
3.067,-2.2582418757111906
3.068,-2.244970404942182
3.069,-2.2704083602951446
3.07,-2.2710158780240985
3.071,-2.292099541354287
3.072,-2.288672008644495
3.073,-2.297503196686636
3.074,-2.3248281639323185
3.075,-2.3358934935061066
3.076,-2.3637105964472833
3.077,-2.3710935066573016
3.078,-2.4116911977482776
3.079,-2.4132156959640003
3.08,-2.4474815275129504
3.081,-2.449862457424344
3.082,-2.496267877283809
3.083,-2.507700638529957
3.084,-2.527749567529906
3.085,-2.5597857866033404
3.086,-2.5922820078169595
3.087,-2.595500862786863
3.088,-2.615456298861811
3.089,-2.635418032051553
3.09,-2.635469360942524
3.091,-2.650909921496361
3.092,-2.6626871493157145
3.093,-2.6860486979061715
3.094,-2.6869479070871094
3.095,-2.7357941382406494
3.096,-2.717343045020078
3.097,-2.7389493473120314
3.098,-2.7487117491335185
3.099,-2.7592988737866673
3.1,-2.7765196851205554
3.101,-2.782352456636257
3.102,-2.796615659326696
3.103,-2.8007757652426513
3.104,-2.8233113907340464
3.105,-2.8236416674992637
3.106,-2.810311597318949
3.107,-2.8178567318781385
3.108,-2.8370827212455656
3.109,-2.8394933052593863
3.11,-2.82917149230072
3.111,-2.8437698129513462
3.112,-2.844143414828527
3.113,-2.845133964812825
3.114,-2.857448533221869
3.115,-2.8451933936195104
3.116,-2.8471777970862826
3.117,-2.854729215549743
3.118,-2.867207193065669
3.119,-2.854386402589678
3.12,-2.868507329618222
3.121,-2.894154003569786
3.122,-2.8915958473429644
3.123,-2.900827010398586
3.124,-2.937060732018436
3.125,-2.9275880356581787
3.126,-2.9509632050556815
3.127,-2.974281780620513
3.128,-2.9880236108952145
3.129,-2.996481476275621
3.13,-2.9884723907347728
3.131,-3.0226041703407205
3.132,-3.033872971981015
3.133,-3.054379655689163
3.134,-3.0500132318383857
3.135,-3.0680690747941464
3.136,-3.080803217909449
3.137,-3.0860814226673
3.138,-3.081629575975393
3.139,-3.094271355889912
3.14,-3.1062919513701814
3.141,-3.1102094838199594
3.142,-3.1157498338163716
3.143,-3.1329993426932514
3.144,-3.13571337989678
3.145,-3.133929517477665
3.146,-3.136967611839655
3.147,-3.1490565481290793
3.148,-3.129835560783082
3.149,-3.1296901546052265
3.15,-3.1147826629991138
3.151,-3.1454222054200764
3.152,-3.156623714222533
3.153,-3.1755242366442222
3.154,-3.1705847112492966
3.155,-3.182763477164983
3.156,-3.2044695936360865
3.157,-3.190734600110633
3.158,-3.217309251307175
3.159,-3.212234069890227
3.16,-3.224299564848479
3.161,-3.232215564132383
3.162,-3.260092690317361
3.163,-3.280651721548323
3.164,-3.298364696370657
3.165,-3.300399322069054
3.166,-3.343497676766933
3.167,-3.3344349176579122
3.168,-3.3718581759686
3.169,-3.3841493708601704
3.17,-3.394136629291199
3.171,-3.418308127242889
3.172,-3.429834739925335
3.173,-3.4485210886040703
3.174,-3.4574037595409344
3.175,-3.4779924355008864
3.176,-3.519087593111097
3.177,-3.5361237980852294
3.178,-3.5513773889790774
3.179,-3.575296476553185
3.18,-3.5873401616956953
3.181,-3.589124259801835
3.182,-3.6249504559733037
3.183,-3.6394325854315217
3.184,-3.6724090172676664
3.185,-3.6911934812833733
3.186,-3.7420344308306226
3.187,-3.753828060425568
3.188,-3.7755871774777114
3.189,-3.801248796630695
3.19,-3.845569999762875
3.191,-3.9209584134968885
3.192,-3.9175920087986893
3.193,-3.965254574953624
3.194,-3.983813839362945
3.195,-4.0317508000077105
3.196,-4.059725000334229
3.197,-4.103420428533713
3.198,-4.145949098738316
3.199,-4.159856757381182
3.2,-4.216321414782285
3.201,-4.224483631381606
3.202,-4.294842222817992
3.203,-4.2946861860147605
3.204,-4.344093653963163
3.205,-4.370744330564608
3.206,-4.4527444762941055
3.207,-4.48741967932273
3.208,-4.517170987012333
3.209,-4.566813042333708
3.21,-4.616202506677843
3.211,-4.657611974743217
3.212,-4.687080469700551
3.213,-4.736642172798741
3.214,-4.768285778884966
3.215,-4.807537479242147
3.216,-4.860283282453924
3.217,-4.896028837365
3.218,-4.9223000429103285
3.219,-4.942847183099622
3.22,-4.9810188750658355
3.221,-5.028284438364875
3.222,-5.028990311780427
3.223,-5.086859608914934
3.224,-5.096341798445815
3.225,-5.1226490370706
3.226,-5.18019654518522
3.227,-5.177134531478396
3.228,-5.235388788060206
3.229,-5.259841320455471
3.23,-5.299826851766979
3.231,-5.321266478236345
3.232,-5.337555752869054
3.233,-5.41778847188297
3.234,-5.4335174671784126
3.235,-5.4204027995686115
3.236,-5.481511279327186
3.237,-5.5276141315023954
3.238,-5.532484642105446
3.239,-5.562021084114597
3.24,-5.581964611747523
3.241,-5.621023990804645
3.242,-5.626009183321493
3.243,-5.652169817765383
3.244,-5.677102400719126
3.245,-5.692737071251751
3.246,-5.733673214888235
3.247,-5.760039037749129
3.248,-5.779516199173443
3.249,-5.7909553729296945
3.25,-5.8095043927807675
3.251,-5.818253028713976
3.252,-5.852359916804241
3.253,-5.880717981072273
3.254,-5.913159022383877
3.255,-5.9117280178354745
3.256,-5.925048870593609
3.257,-5.949679576002998
3.258,-5.947435117521875
3.259,-5.965728233193643
3.26,-5.959396242638361
3.261,-5.974969579055578
3.262,-5.96444998375201
3.263,-6.002679222699756
3.264,-6.030987295176521
3.265,-6.019530009393098
3.266,-6.0600610672359
3.267,-6.060337548618351
3.268,-6.0469421431189225
3.269,-6.068188362684653
3.27,-6.060470955868644
3.271,-6.059782851317543
3.272,-6.053685948487873
3.273,-6.0809589414231455
3.274,-6.047327395501051
3.275,-6.057423486836497
3.276,-6.064803405794366
3.277,-6.068892143401227
3.278,-6.048495955988341
3.279,-6.025968422883896
3.28,-6.014423890913844
3.281,-6.0204129555415555
3.282,-6.02738893795263
3.283,-6.019398035661592
3.284,-5.989586272680583
3.285,-5.974820392453659
3.286,-5.9831790653078905
3.287,-5.9766731634226336
3.288,-5.969523092052416
3.289,-5.967120875535407
3.29,-5.981926243531931
3.291,-5.97158742522177
3.292,-5.961578182938529
3.293,-5.995334141139514
3.294,-5.988096609897432
3.295,-6.028705189478628
3.296,-5.995841115691504
3.297,-6.035166222654902
3.298,-6.0356241289059955
3.299,-6.045949225055576
3.3,-6.056223637354621
3.301,-6.040082339273322
3.302,-6.043908367224984
3.303,-6.0344618254329845
3.304,-6.064337576011747
3.305,-6.003705991993408
3.306,-6.038840019255474
3.307,-6.033381122056561
3.308,-6.009740370496689
3.309,-6.0387019193889655
3.31,-6.028528812800728
3.311,-6.051714938665226
3.312,-6.059481113934768
3.313,-6.054289792081286
3.314,-6.051015953880919
3.315,-6.055289297813287
3.316,-6.057421507568202
3.317,-6.058624050972373
3.318,-6.059319583937598
3.319,-6.082280131138566
3.32,-6.068975380895088
3.321,-6.093995566967156
3.322,-6.112221911247615
3.323,-6.107985163555382
3.324,-6.14366304525208
3.325,-6.13940138951347
3.326,-6.1780472534357775
3.327,-6.177929251352126
3.328,-6.228197070408006
3.329,-6.242271291137509
3.33,-6.260579971106925
3.331,-6.301861168383512
3.332,-6.354872852065979
3.333,-6.393418923688357
3.334,-6.398331186069523
3.335,-6.490495117665739
3.336,-6.49946573812948
3.337,-6.5153958324275365
3.338,-6.568787065138272
3.339,-6.60008784257209
3.34,-6.629484644721093
3.341,-6.654243469781917
3.342,-6.714505236386666
3.343,-6.730985294996873
3.344,-6.7669216400478
3.345,-6.756562144571079
3.346,-6.807845011933317
3.347,-6.824436947681
3.348,-6.89382147880631
3.349,-6.897327494524125
3.35,-6.947535570300653
3.351,-6.969969192207785
3.352,-6.981902997315796
3.353,-7.0231738846730405
3.354,-7.053523415718339
3.355,-7.109259720142789
3.356,-7.164207487230129
3.357,-7.188655123375959
3.358,-7.181042443914586
3.359,-7.244056895680196
3.36,-7.299654146547811
3.361,-7.33318095410975
3.362,-7.368109733010501
3.363,-7.413863124848547
3.364,-7.446332821594586
3.365,-7.47331196991267
3.366,-7.545959297079663
3.367,-7.608556706159851
3.368,-7.633887893975576
3.369,-7.639526305621109
3.37,-7.700285395784578
3.371,-7.753494361368469
3.372,-7.817138549874346
3.373,-7.836242100377412
3.374,-7.883966362406898
3.375,-7.9268324689903915
3.376,-7.948506271564727
3.377,-8.025996898448021
3.378,-8.037005044221852
3.379,-8.080545948481255
3.38,-8.110550056014436
3.381,-8.155962513286523
3.382,-8.239816892906612
3.383,-8.269191381620582
3.384,-8.302862416666697
3.385,-8.333898617062546
3.386,-8.339662588357017
3.387,-8.355902973734873
3.388,-8.393557354666934
3.389,-8.435504165669661
3.39,-8.467577643347093
3.391,-8.508125726287382
3.392,-8.53187766571822
3.393,-8.578237958393272
3.394,-8.609159623617042
3.395,-8.605611921427332
3.396,-8.622610337900339
3.397,-8.6570343122134
3.398,-8.672024545762318
3.399,-8.70211779802213
3.4,-8.708319939828826
3.401,-8.730794377469703
3.402,-8.738316665828979
3.403,-8.761761536430969
3.404,-8.796320625621588
3.405,-8.801520531191152
3.406,-8.778383474734333
3.407,-8.807383319976914
3.408,-8.782749555305703
3.409,-8.754454093985293
3.41,-8.757341682748551
3.411,-8.754338460612573
3.412,-8.710388656506902
3.413,-8.719056555367109
3.414,-8.71354264880941
3.415,-8.753472994718287
3.416,-8.71742502889239
3.417,-8.748962525165588
3.418,-8.744377157437869
3.419,-8.756738171284027
3.42,-8.748337267705947
3.421,-8.71788527020706
3.422,-8.744716990339516
3.423,-8.743159737495112
3.424,-8.758565306299928
3.425,-8.734863408604395
3.426,-8.727355655745628
3.427,-8.727048735597426
3.428,-8.757728227087316
3.429,-8.73428043473716
3.43,-8.693395077147763
3.431,-8.7027108181551
3.432,-8.675619495488867
3.433,-8.709834363865317
3.434,-8.664233864723638
3.435,-8.680507756186921
3.436,-8.662614606829893
3.437,-8.607736462853437
3.438,-8.579005756862687
3.439,-8.599716871315712
3.44,-8.557111163094497
3.441,-8.548645196900408
3.442,-8.486542406069933
3.443,-8.494326331132092
3.444,-8.489862826520872
3.445,-8.465826945072767
3.446,-8.455491787645235
3.447,-8.440476001006308
3.448,-8.461162080360952
3.449,-8.474526525618044
3.45,-8.462346169648319
3.451,-8.497135518239581
3.452,-8.499046928426047
3.453,-8.512065364754998
3.454,-8.522798460405985
3.455,-8.510573264195466
3.456,-8.5236176288928
3.457,-8.571739662621148
3.458,-8.522459340873109
3.459,-8.563822500406035
3.46,-8.54807600417691
3.461,-8.547521017525913
3.462,-8.571628269512896
3.463,-8.547194805518712
3.464,-8.552312047625145
3.465,-8.526557890840266
3.466,-8.527653460029205
3.467,-8.52039401188692
3.468,-8.512917989001119
3.469,-8.486295214579286
3.47,-8.488163218400691
3.471,-8.474887935443798
3.472,-8.482184960787988
3.473,-8.461553022152025
3.474,-8.464329070602597
3.475,-8.42467795542339
3.476,-8.40772530122206
3.477,-8.411018326571538
3.478,-8.388071241255865
3.479,-8.369039104311046
3.48,-8.354153915973884
3.481,-8.355115539954491
3.482,-8.330790496458194
3.483,-8.36458356035853
3.484,-8.325617841450377
3.485,-8.349153582805162
3.486,-8.35896702446475
3.487,-8.3571380262025
3.488,-8.376046455822141
3.489,-8.341645907789108
3.49,-8.375288507609607
3.491,-8.377434084169852
3.492,-8.369181470011387
3.493,-8.404750946197641
3.494,-8.42525607574436
3.495,-8.468017449258543
3.496,-8.493732552772759
3.497,-8.524590527244909
3.498,-8.542561944360688
3.499,-8.576552720476927
3.5,-8.621804372382103
3.501,-8.635367735326662
3.502,-8.691812663597732
3.503,-8.69897227567179
3.504,-8.78086752161813
3.505,-8.776120432060248
3.506,-8.791628049088276
3.507,-8.812343347027252
3.508,-8.822979855586341
3.509,-8.83975103677393
3.51,-8.85720023419357
3.511,-8.842388617367934
3.512,-8.890152462794363
3.513,-8.875176600852384
3.514,-8.886058777609017
3.515,-8.858684702725142
3.516,-8.900026660428894
3.517,-8.881450846002068
3.518,-8.894575027364192
3.519,-8.912406451383925
3.52,-8.89907197651169
3.521,-8.924901761739735
3.522,-8.922427455874912
3.523,-8.946268563081503
3.524,-8.973562766299997
3.525,-8.981686651730442
3.526,-8.991740595321547
3.527,-9.001148295474062
3.528,-9.041087655383453
3.529,-9.090196595609548
3.53,-9.082626801282403
3.531,-9.102081241223425
3.532,-9.14381433628826
3.533,-9.155911733858831
3.534,-9.185739099222904
3.535,-9.21008540851194
3.536,-9.175748835251804
3.537,-9.222177427880649
3.538,-9.254155035608493
