!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Wednesday, March 09, 2016 18:34:14
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S21 Phase(°),S11 SMITH Real(Ohm),S11 SMITH Imag(Ohm)
1930909090.9091,-1.8990238,-93.820938,166.38326,88.606926,-175.55676
1931636363.6364,-1.8899896,-86.376289,-146.57648,88.609329,-176.10097
1932363636.3636,-1.8803868,-84.202682,-154.37811,88.664909,-176.72719
1933090909.0909,-1.8681409,-89.559235,120.31762,88.55941,-177.38583
1933818181.8182,-1.8546023,-87.192299,-174.69987,88.469109,-178.14267
1934545454.5455,-1.853384,-87.968018,160.1563,88.767326,-178.46751
1935272727.2727,-1.838498,-86.129883,170.94844,88.555977,-179.21663
1936000000,-1.8261391,-85.087387,155.761,88.295349,-179.77179
1936727272.7273,-1.8143182,-87.534576,176.42638,88.055031,-180.31421
1937454545.4545,-1.8048105,-89.500778,132.3575,87.747955,-180.65488
1938181818.1818,-1.7952862,-85.475525,150.05865,87.588028,-181.12593
1938909090.9091,-1.7821156,-82.398857,133.79234,87.086121,-181.53516
1939636363.6364,-1.7717936,-86.643639,159.17372,86.686867,-181.85109
1940363636.3636,-1.7618455,-90.241241,179.12201,86.363922,-182.21138
1941090909.0909,-1.7511691,-84.935555,-176.40106,85.972031,-182.55846
1941818181.8182,-1.7428699,-96.308395,136.76585,85.697006,-182.8558
1942545454.5455,-1.7354041,-92.189682,155.52779,85.176033,-182.87248
1943272727.2727,-1.7269653,-93.718369,177.60637,85.04689,-183.31422
1944000000,-1.7284954,-89.303329,-168.52284,85.136673,-183.2953
1944727272.7273,-1.7251893,-86.890984,-168.66992,85.013321,-183.40161
1945454545.4545,-1.7171124,-87.514053,-165.60013,84.929832,-183.86484
1946181818.1818,-1.7072409,-89.940773,142.46677,84.480766,-184.1091
1946909090.9091,-1.7115144,-84.949173,178.07976,84.737297,-184.06161
1947636363.6364,-1.706445,-87.482437,174.80113,84.767357,-184.43208
1948363636.3636,-1.7044716,-85.083122,161.49564,84.926781,-184.7153
1949090909.0909,-1.6979417,-85.508141,162.10788,84.67807,-184.9254
1949818181.8182,-1.6920753,-87.919273,154.677,84.6269,-185.27753
1950545454.5455,-1.6882597,-100.31515,109.56004,84.664207,-185.57433
1951272727.2727,-1.6823159,-99.186142,0.5850901,84.564674,-185.88873
1952000000,-1.677214,-91.045761,130.5787,84.328857,-186.01607
1952727272.7273,-1.6693974,-93.941116,105.08884,84.349152,-186.57765
1953454545.4545,-1.6624851,-92.496429,82.907654,84.298912,-187.0117
1954181818.1818,-1.6583811,-89.293159,-119.59671,84.378914,-187.37654
1954909090.9091,-1.644955,-91.011986,-107.50704,84.169693,-188.12187
1955636363.6364,-1.6372894,-87.08255,154.43787,84.093842,-188.59351
1956363636.3636,-1.6270114,-87.078377,-153.8954,83.521828,-188.76698
1957090909.0909,-1.6162659,-89.196434,-114.133,83.284157,-189.30516
1957818181.8182,-1.6060123,-97.777573,128.41008,82.929726,-189.69446
1958545454.5455,-1.5982862,-84.592209,172.22495,82.618294,-189.94409
1959272727.2727,-1.5892596,-99.419388,-9.6796951,82.280609,-190.26299
1960000000,-1.5845981,-92.100281,153.52602,82.071266,-190.39227
1960727272.7273,-1.5748854,-89.043839,111.11844,81.647751,-190.67467
1961454545.4545,-1.5715543,-98.81089,36.95229,81.508293,-190.77756
1962181818.1818,-1.567126,-109.7717,-26.193956,81.376671,-190.97038
1962909090.9091,-1.5635651,-89.684883,-150.49246,81.307343,-191.16394
1963636363.6364,-1.5563921,-94.485703,-175.83643,81.094223,-191.47847
1964363636.3636,-1.5442384,-90.357628,-83.655525,80.648079,-191.92448
1965090909.0909,-1.5365053,-88.629204,-148.06804,80.641365,-192.50502
1965818181.8182,-1.5259304,-103.55187,115.62998,80.312408,-192.96277
1966545454.5455,-1.5199183,-84.113976,-144.96295,79.959885,-193.04561
1967272727.2727,-1.5157756,-86.843193,173.52782,79.757187,-193.14574
1968000000,-1.5011184,-82.453186,168.98711,79.233116,-193.71149
1968727272.7273,-1.4982497,-90.69944,136.57457,79.016914,-193.69742
1969454545.4545,-1.4912639,-88.381599,162.28117,78.76429,-193.96507
1970181818.1818,-1.4852026,-96.693352,138.71883,78.595375,-194.25418
1970909090.9091,-1.4766426,-98.683647,-12.45507,78.095398,-194.37076
1971636363.6364,-1.4708794,-88.966232,-162.03488,77.949005,-194.66339
1972363636.3636,-1.461907,-97.709221,-49.238277,77.617851,-195.00407
1973090909.0909,-1.4521242,-100.76257,-83.58577,77.493599,-195.64926
1973818181.8182,-1.4470642,-86.046127,-149.19327,77.32885,-195.86966
1974545454.5455,-1.4341947,-86.695892,-147.58313,76.87973,-196.39862
1975272727.2727,-1.4274526,-84.353561,-148.23389,76.311157,-196.28648
1976000000,-1.4160879,-82.873795,-156.92749,75.997574,-196.85387
1976727272.7273,-1.4109775,-91.427635,129.88135,75.805367,-197.04977
1977454545.4545,-1.4007068,-89.52433,135.65532,75.518623,-197.56482
1978181818.1818,-1.3894728,-87.084488,175.74477,75.000534,-197.8853
1978909090.9091,-1.3799534,-87.471046,-163.46034,74.626465,-198.2368
1979636363.6364,-1.3697609,-88.698135,137.84763,74.078232,-198.43251
1980363636.3636,-1.35902,-84.670036,163.80348,73.800697,-199.0123
1981090909.0909,-1.3511567,-91.012428,-116.83183,73.307556,-199.07574
1981818181.8182,-1.3459799,-91.96981,-169.29839,73.165253,-199.34702
1982545454.5455,-1.3364828,-87.874023,-133.44931,72.616425,-199.48085
1983272727.2727,-1.3290085,-92.275276,145.11014,72.271767,-199.69698
1984000000,-1.3147899,-100.76028,162.52133,71.688667,-200.20378
1984727272.7273,-1.3072391,-90.632362,172.65442,71.409782,-200.51495
1985454545.4545,-1.2992929,-89.767944,139.32364,71.012337,-200.70673
1986181818.1818,-1.2901561,-88.99707,-167.25136,70.500198,-200.8533
1986909090.9091,-1.2712803,-83.98941,-154.67346,69.764725,-201.59064
1987636363.6364,-1.2690856,-81.746651,-163.06326,69.563469,-201.51909
1988363636.3636,-1.2569783,-87.210861,158.83525,68.999687,-201.86911
1989090909.0909,-1.2524741,-87.015259,171.15944,68.663315,-201.82378
1989818181.8182,-1.2384824,-86.73362,-133.28708,67.988472,-202.19507
1990545454.5455,-1.2337918,-93.740974,60.654579,67.520844,-201.97737
1991272727.2727,-1.2267138,-85.020691,166.4863,67.032829,-201.95326
1992000000,-1.2223681,-86.84938,-165.01555,66.503342,-201.60536
1992727272.7273,-1.2122074,-94.412239,147.0742,66.269753,-202.23947
1993454545.4545,-1.2086235,-96.888214,178.0211,65.886429,-202.02501
1994181818.1818,-1.2070473,-90.533974,-176.8373,65.683777,-201.87975
1994909090.9091,-1.1994705,-82.654564,-107.37012,65.295235,-202.03922
1995636363.6364,-1.1971848,-86.529175,-105.00424,65.046593,-201.89209
1996363636.3636,-1.18628,-90.316956,-130.85617,64.732719,-202.48709
1997090909.0909,-1.1716586,-80.605927,-161.95683,64.110085,-202.98946
1997818181.8182,-1.1738516,-83.391724,-153.67969,64.025177,-202.6429
1998545454.5455,-1.1693984,-85.283485,-168.53227,63.857426,-202.82889
1999272727.2727,-1.1610692,-85.017189,167.93134,63.390152,-202.94235
2000000000,-1.1579559,-93.013107,79.975441,63.235302,-203.01505
2000727272.7273,-1.1478752,-96.004921,156.27641,62.827976,-203.39755
2001454545.4545,-1.1419951,-87.005432,-176.6833,62.361919,-203.26283
2002181818.1818,-1.1345166,-87.339111,-113.40989,62.03986,-203.51596
2002909090.9091,-1.1229455,-93.498566,-118.10883,61.572502,-203.96001
2003636363.6364,-1.1156633,-86.433258,-82.076996,61.169731,-204.06613
2004363636.3636,-1.1075621,-93.998222,-164.43639,60.71917,-204.17905
2005090909.0909,-1.0938215,-84.728188,-113.80292,60.046814,-204.52028
2005818181.8182,-1.0826894,-88.120079,-140.81371,59.346706,-204.53673
2006545454.5455,-1.0747157,-86.132858,176.58337,58.863998,-204.57675
2007272727.2727,-1.0655844,-85.649948,-152.46083,58.366627,-204.71472
2008000000,-1.0590799,-86.949203,-177.31323,57.939655,-204.68665
2008727272.7273,-1.0533472,-85.668755,-177.42848,57.490372,-204.53246
2009454545.4545,-1.0416702,-86.053795,-176.63562,56.818317,-204.63657
2010181818.1818,-1.0306455,-86.490929,141.11304,56.189163,-204.74107
2010909090.9091,-1.0256249,-87.709152,-174.18671,55.617428,-204.27216
2011636363.6364,-1.0169401,-91.893021,147.77905,55.278282,-204.63171
2012363636.3636,-1.0111248,-94.403198,176.91919,54.757912,-204.33472
2013090909.0909,-1.0059032,-88.92717,-161.00804,54.410393,-204.28479
2013818181.8182,-0.99166465,-97.011971,-83.18441,53.650307,-204.49303
2014545454.5455,-0.98670292,-96.881462,-38.385094,53.411728,-204.61502
2015272727.2727,-0.9845289,-93.029152,-133.55774,53.256672,-204.57234
2016000000,-0.97590923,-91.869713,-165.9577,52.79847,-204.70012
2016727272.7273,-0.96494472,-87.841103,-132.04544,52.186893,-204.80559
2017454545.4545,-0.95690465,-91.662308,-168.79866,51.790745,-204.98431
2018181818.1818,-0.94869721,-82.984276,173.12076,51.423668,-205.24161
2018909090.9091,-0.93968183,-85.657112,-142.45775,50.878082,-205.24033
2019636363.6364,-0.93349612,-89.457062,178.49356,50.477642,-205.18425
2020363636.3636,-0.91674274,-87.45578,-150.23407,49.467148,-205.17235
2021090909.0909,-0.9185158,-92.567299,143.0685,49.553284,-205.13112
2021818181.8182,-0.90835202,-96.876656,-140.47305,48.992645,-205.22762
2022545454.5455,-0.89363927,-90.081764,-90.424843,48.107975,-205.20699
2023272727.2727,-0.88317823,-85.502419,-39.898079,47.531506,-205.29997
2024000000,-0.87186944,-107.62593,-15.04328,46.755512,-205.06061
2024727272.7273,-0.86486948,-83.209167,-159.49484,46.283451,-204.92404
2025454545.4545,-0.85658604,-92.830452,-97.288353,45.848381,-205.03506
2026181818.1818,-0.84656608,-83.813576,-119.89999,45.12537,-204.71806
2026909090.9091,-0.83952802,-83.654434,-132.65279,44.655792,-204.57573
2027636363.6364,-0.83448565,-85.240341,-141.20399,44.272213,-204.36038
2028363636.3636,-0.82763124,-87.520348,-170.84731,43.823612,-204.23257
2029090909.0909,-0.82090074,-81.741341,174.82214,43.385197,-204.1075
2029818181.8182,-0.82235903,-87.339035,-177.6469,43.397274,-203.93739
2030545454.5455,-0.81366301,-94.134361,-137.6808,42.916725,-203.9752
2031272727.2727,-0.81004685,-86.668694,119.37771,42.625626,-203.76866
2032000000,-0.80247778,-84.164703,113.43954,42.240734,-203.87843
2032727272.7273,-0.794882,-97.662086,-144.99969,41.850529,-203.97876
2033454545.4545,-0.78267068,-91.99485,-106.33891,41.141777,-203.93384
2034181818.1818,-0.77296978,-92.565636,-61.225208,40.680634,-204.15356
2034909090.9091,-0.76993787,-86.259598,-67.208649,40.485058,-204.09036
2035636363.6364,-0.75497431,-86.062881,-177.30049,39.708111,-204.25957
2036363636.3636,-0.75148141,-86.905373,-135.35779,39.462475,-204.12886
2037090909.0909,-0.74129093,-95.428619,-119.25932,39.025818,-204.48833
2037818181.8182,-0.73347396,-83.762268,-124.94425,38.425823,-204.04878
2038545454.5455,-0.72370809,-92.790184,-101.15373,37.930847,-204.18338
2039272727.2727,-0.71426642,-86.497421,-157.71016,37.411072,-204.19827
2040000000,-0.70790935,-95.399124,-144.84836,37.004852,-204.04718
2040727272.7273,-0.69357443,-99.674957,-167.4812,36.258686,-204.18098
2041454545.4545,-0.68538123,-96.623329,171.38124,35.855286,-204.32416
2042181818.1818,-0.67551059,-95.461754,-157.90332,35.284229,-204.24454
2042909090.9091,-0.66608763,-94.065704,-177.85724,34.634861,-203.84636
2043636363.6364,-0.64757085,-92.968307,-159.44031,33.661011,-203.96123
2044363636.3636,-0.64465505,-89.767944,-30.766123,33.442505,-203.77374
2045090909.0909,-0.63352114,-87.010941,-101.93773,32.826862,-203.73865
2045818181.8182,-0.6209293,-88.497696,-147.35982,32.017445,-203.3196
2046545454.5455,-0.61500835,-88.129333,-159.61293,31.574408,-202.90573
2047272727.2727,-0.5992102,-86.049805,-109.82726,30.691294,-202.77417
2048000000,-0.60072094,-91.133064,162.47467,30.61927,-202.25172
2048727272.7273,-0.59547275,-92.744827,-139.40869,30.205566,-201.78232
2049454545.4545,-0.59244043,-95.530869,129.99997,29.954927,-201.46544
2050181818.1818,-0.58925074,-96.422989,-171.70749,29.746086,-201.32022
2050909090.9091,-0.58460981,-94.114418,104.5801,29.477215,-201.22928
2051636363.6364,-0.57730645,-102.26222,-100.83459,29.009563,-200.92079
2052363636.3636,-0.57165527,-92.349861,-96.036217,28.684217,-200.80769
2053090909.0909,-0.56529379,-96.032906,165.69434,28.33536,-200.74013
2053818181.8182,-0.56271023,-98.822296,-26.714367,28.174622,-200.64105
2054545454.5455,-0.55129558,-97.091866,-161.31892,27.614868,-200.75905
2055272727.2727,-0.5485574,-85.82663,-112.22958,27.433863,-200.60921
2056000000,-0.53990525,-85.950928,-129.11481,26.927073,-200.37578
2056727272.7273,-0.53314978,-86.431938,-143.77997,26.552361,-200.26848
2057454545.4545,-0.52561265,-84.426224,-140.74257,26.216927,-200.47374
2058181818.1818,-0.51555234,-88.489342,-177.56497,25.669655,-200.34819
2058909090.9091,-0.50471026,-83.55172,178.58266,25.01811,-199.94461
2059636363.6364,-0.50181073,-84.199181,-150.37541,24.849085,-199.85464
2060363636.3636,-0.48961943,-89.504723,130.64622,24.22262,-199.82466
2061090909.0909,-0.47731325,-94.737335,117.78207,23.491579,-199.34863
2061818181.8182,-0.47521159,-90.59584,135.12068,23.356672,-199.21909
2062545454.5455,-0.46792582,-91.555,-151.47157,22.883554,-198.73376
2063272727.2727,-0.46287665,-90.92836,152.92793,22.578384,-198.49104
2064000000,-0.44679937,-95.821884,90.102242,21.695721,-198.09973
2064727272.7273,-0.44565946,-95.511673,-8.3638268,21.586044,-197.84361
2065454545.4545,-0.43695712,-80.354897,156.82501,21.189131,-198.0065
2066181818.1818,-0.43210089,-80.758438,-143.30806,20.872185,-197.62401
2066909090.9091,-0.43175748,-89.721214,102.03484,20.79492,-197.32268
2067636363.6364,-0.42598093,-86.878761,-112.61557,20.467485,-197.09999
2068363636.3636,-0.41620797,-88.494919,-171.51575,19.936235,-196.82361
2069090909.0909,-0.40855858,-86.54055,-178.58081,19.55213,-196.7635
2069818181.8182,-0.40092504,-88.071693,161.80692,19.156521,-196.63258
2070545454.5455,-0.3969394,-93.552803,-124.7422,18.934381,-196.47604
2071272727.2727,-0.38886559,-97.913567,131.70403,18.449133,-195.94905
2072000000,-0.37863201,-97.732643,-123.8231,17.916151,-195.71672
2072727272.7273,-0.3778702,-89.002274,58.261944,17.806961,-195.29614
2073454545.4545,-0.36992064,-84.132217,162.65665,17.445393,-195.40451
2074181818.1818,-0.36216712,-85.326736,-79.989998,17.03372,-195.15547
2074909090.9091,-0.35567051,-87.39196,-123.15189,16.661762,-194.76935
2075636363.6364,-0.35321671,-95.297012,-152.29597,16.4718,-194.31036
2076363636.3636,-0.33999103,-93.337387,-164.14639,15.821732,-194.14102
2077090909.0909,-0.34518996,-85.982002,-163.07312,15.971363,-193.53096
2077818181.8182,-0.33115023,-86.210251,-169.55405,15.299789,-193.43182
2078545454.5455,-0.32915193,-84.708267,-136.86765,15.144176,-193.01109
2079272727.2727,-0.32056662,-82.892479,-174.28362,14.725588,-192.87532
2080000000,-0.32553005,-89.646645,-164.4778,14.940598,-192.77031
2080727272.7273,-0.3143554,-89.813766,147.82761,14.420061,-192.75172
2081454545.4545,-0.30518809,-87.636391,129.90477,13.986069,-192.68163
2082181818.1818,-0.29963771,-94.391426,-146.27373,13.698511,-192.45079
2082909090.9091,-0.29516056,-93.086052,116.7114,13.432858,-192.00145
2083636363.6364,-0.28625563,-90.525574,-61.804066,13.008314,-191.8759
2084363636.3636,-0.28498605,-93.474403,158.07846,12.912956,-191.58253
2085090909.0909,-0.27565986,-103.63963,-2.0113106,12.449614,-191.27524
2085818181.8182,-0.26336828,-99.064117,168.76424,11.862082,-191.02994
2086545454.5455,-0.26499063,-92.496666,-147.77724,11.882826,-190.57947
2087272727.2727,-0.25451651,-91.603149,-177.07779,11.396727,-190.45964
2088000000,-0.25268543,-87.20105,-169.66541,11.263025,-189.99985
2088727272.7273,-0.24684401,-94.297554,-96.538116,10.982183,-189.8253
2089454545.4545,-0.24210927,-88.723747,-178.90913,10.756428,-189.69435
2090181818.1818,-0.23483932,-95.791985,161.86913,10.402133,-189.40709
2090909090.9091,-0.22804259,-92.669556,-139.83733,10.071586,-189.12677
2091636363.6364,-0.22380343,-93.692322,95.444077,9.8677225,-188.96581
2092363636.3636,-0.21223217,-93.659889,149.09776,9.3399878,-188.80025
2093090909.0909,-0.20536399,-88.239021,147.56804,8.9953899,-188.34081
2093818181.8182,-0.19938718,-87.598755,94.928207,8.7076464,-188.05292
2094545454.5455,-0.1856667,-88.415138,-54.407852,8.0654297,-187.54338
2095272727.2727,-0.17618212,-91.829239,-4.3689795,7.614748,-187.05173
2096000000,-0.172784,-85.997078,-50.29887,7.4633622,-186.99661
2096727272.7273,-0.16716477,-81.964775,-93.395439,7.17519,-186.37447
2097454545.4545,-0.15696615,-83.373489,-120.75377,6.7026219,-185.87306
2098181818.1818,-0.15509725,-97.632301,114.58945,6.6013179,-185.55219
2098909090.9091,-0.15477487,-91.570305,-160.05695,6.5602789,-185.13998
2099636363.6364,-0.14659801,-84.985527,-141.60692,6.1914349,-184.79507
2100363636.3636,-0.14089015,-91.769447,-76.749565,5.9251728,-184.38234
2101090909.0909,-0.14206836,-89.891373,132.20219,5.9579015,-184.10226
2101818181.8182,-0.13268504,-91.053413,-43.444199,5.5467,-183.79913
2102545454.5455,-0.12807803,-91.279411,155.20596,5.3421283,-183.58347
2103272727.2727,-0.12151962,-82.987556,-5.3841867,5.0454769,-183.14087
2104000000,-0.11271569,-102.5163,-53.324276,4.6604929,-182.7406
2104727272.7273,-0.11404493,-96.611397,-118.26439,4.706079,-182.54411
2105454545.4545,-0.10717254,-87.557785,-172.84784,4.4031916,-182.1221
2106181818.1818,-0.097148858,-83.618431,-59.570351,3.9748657,-181.7256
2106909090.9091,-0.092113473,-90.353043,-104.4392,3.7578435,-181.44415
2107636363.6364,-0.087626033,-83.989304,-139.67435,3.5627472,-181.11891
2108363636.3636,-0.082086593,-85.188583,-70.411751,3.324614,-180.74562
2109090909.0909,-0.071275167,-84.350212,-75.210571,2.8723888,-180.26836
2109818181.8182,-0.072156966,-83.009422,166.4745,2.8944786,-179.81854
2110545454.5455,-0.061913121,-97.833939,-98.365776,2.4675274,-179.19774
2111272727.2727,-0.061539941,-89.5131,-129.77644,2.453073,-179.2144
2112000000,-0.054219447,-91.176514,-177.41524,2.144377,-178.4615
2112727272.7273,-0.048504494,-90.07885,-91.431351,1.9099431,-178.04166
2113454545.4545,-0.040450625,-91.858429,-20.583807,1.5857806,-177.62024
2114181818.1818,-0.046170983,-95.733017,-84.45829,1.8046786,-177.33427
2114909090.9091,-0.04861838,-82.448509,-115.7448,1.8967413,-177.15222
2115636363.6364,-0.042090822,-87.784866,-81.109329,1.6373614,-176.8792
2116363636.3636,-0.038268678,-88.571281,-65.331047,1.4838626,-176.57132
2117090909.0909,-0.034377616,-90.426048,-77.026169,1.3286602,-176.2627
2117818181.8182,-0.0208288,-87.658104,-109.5498,0.80404532,-176.15086
2118545454.5455,-0.01401714,-87.264915,-121.21567,0.53964174,-175.89566
2119272727.2727,-0.0027808202,-86.195702,-148.01099,0.1065926,-175.48271
2120000000,0.00056940474,-85.840134,-115.1296,-0.021721438,-175.02744
2120727272.7273,0.0067177913,-93.368652,-177.75462,-0.25530556,-174.67151
2121454545.4545,0.016324824,-96.669693,99.378387,-0.61726469,-174.19022
2122181818.1818,0.018298404,-89.732079,-156.98141,-0.68924862,-173.82991
2122909090.9091,0.023730338,-99.279007,77.483337,-0.88887948,-173.30458
2123636363.6364,0.030615235,-87.601967,-72.327171,-1.1420041,-172.91252
2124363636.3636,0.03185425,-92.927956,-45.576523,-1.1818113,-172.4061
2125090909.0909,0.037801556,-95.449745,38.221081,-1.3949749,-171.90529
2125818181.8182,0.04013079,-93.183578,-80.14164,-1.4730259,-171.40642
2126545454.5455,0.043315053,-89.041557,-96.188377,-1.5849259,-171.11395
2127272727.2727,0.049207442,-87.267876,-96.341309,-1.7930841,-170.72751
2128000000,0.049444612,-81.875923,-79.812172,-1.7919619,-170.22444
2128727272.7273,0.060413789,-81.123512,-130.79774,-2.1796,-169.80167
2129454545.4545,0.062106337,-89.026276,-113.04577,-2.226943,-169.235
2130181818.1818,0.068172783,-89.514931,-140.81546,-2.434659,-168.86298
2130909090.9091,0.070170462,-91.104294,-129.73932,-2.4938436,-168.41597
2131636363.6364,0.073019758,-94.515007,122.11504,-2.5889833,-168.1983
2132363636.3636,0.079544514,-91.587311,87.426102,-2.8035753,-167.65056
2133090909.0909,0.077160887,-90.095795,-176.27008,-2.7098815,-167.32664
2133818181.8182,0.08440356,-88.395126,-111.48932,-2.9463637,-166.7724
2134545454.5455,0.083630838,-89.477158,68.300667,-2.9120297,-166.54364
2135272727.2727,0.093446553,-96.42289,143.99556,-3.2372487,-166.07535
2136000000,0.092743978,-97.088745,-74.812157,-3.203727,-165.81685
2136727272.7273,0.092770256,-95.81208,-109.47923,-3.1941195,-165.51981
2137454545.4545,0.097495884,-86.827225,-92.517288,-3.3484232,-165.29089
2138181818.1818,0.10204026,-81.736534,-111.72646,-3.486124,-164.81458
2138909090.9091,0.11069329,-86.431763,-162.43689,-3.7656004,-164.42433
2139636363.6364,0.11671212,-104.60507,-112.29281,-3.959332,-164.17079
2140363636.3636,0.12063392,-87.122665,165.63025,-4.0782251,-163.85757
2141090909.0909,0.12579222,-89.198044,131.64775,-4.2360091,-163.50392
2141818181.8182,0.13028608,-94.356079,70.234451,-4.3678522,-163.10312
2142545454.5455,0.13473801,-88.652702,-143.85909,-4.4919186,-162.6017
2143272727.2727,0.13686195,-89.937958,-105.52757,-4.5371184,-162.10011
2144000000,0.14533702,-98.497589,38.250393,-4.7952147,-161.67157
2144727272.7273,0.14839889,-94.74617,106.55842,-4.8770514,-161.32176
2145454545.4545,0.14735034,-92.690926,36.702698,-4.8108497,-160.74258
2146181818.1818,0.15168288,-89.291138,-50.420296,-4.9410605,-160.53876
2146909090.9091,0.15444531,-87.7686,-86.116211,-5.0113139,-160.19087
2147636363.6364,0.15687054,-87.649979,-98.682884,-5.0696025,-159.83627
2148363636.3636,0.1615036,-94.346222,-152.14604,-5.196919,-159.45523
2149090909.0909,0.16159101,-87.982819,-163.12885,-5.1889019,-159.27287
2149818181.8182,0.16092838,-93.86776,-152.64662,-5.1382217,-158.77538
2150545454.5455,0.16639571,-114.68112,-91.233894,-5.2995291,-158.55266
2151272727.2727,0.17051795,-91.902153,-170.30959,-5.4099731,-158.21422
2152000000,0.16694368,-88.424133,-146.30594,-5.279655,-157.93971
2152727272.7273,0.17821568,-98.571983,46.520687,-5.6242185,-157.74529
2153454545.4545,0.1815075,-94.561935,35.716331,-5.7018833,-157.34468
2154181818.1818,0.18698826,-98.878464,-86.296692,-5.8505764,-156.99292
2154909090.9091,0.18483812,-90.150101,-38.676865,-5.7625136,-156.68443
2155636363.6364,0.18852274,-89.492378,-86.171783,-5.8605232,-156.43314
2156363636.3636,0.20159276,-89.794441,-91.296074,-6.2332129,-155.957
2157090909.0909,0.20406851,-93.57579,-120.17009,-6.2891493,-155.67354
2157818181.8182,0.19917884,-87.520653,-45.995789,-6.1125679,-155.31674
2158545454.5455,0.20750934,-90.421394,-135.55176,-6.3399153,-154.92696
2159272727.2727,0.20802018,-91.392883,146.4606,-6.3241267,-154.50395
2160000000,0.21941812,-86.255379,-131.22459,-6.6439776,-154.1503
2160727272.7273,0.22161977,-91.129463,-113.32227,-6.6769352,-153.72002
2161454545.4545,0.22467935,-87.097725,72.658722,-6.7336016,-153.27077
2162181818.1818,0.21874253,-102.04192,-128.4045,-6.5342426,-153.00046
2162909090.9091,0.22457097,-93.20031,-126.96053,-6.6672163,-152.47478
2163636363.6364,0.22408053,-87.265343,47.680313,-6.6230392,-152.09961
2164363636.3636,0.22743171,-84.468582,6.3848372,-6.6986442,-151.80219
2165090909.0909,0.22780651,-89.624031,0.31178352,-6.6839976,-151.47989
2165818181.8182,0.22436564,-92.586357,-15.853795,-6.5551891,-151.12859
2166545454.5455,0.22647245,-90.381882,-45.276035,-6.59689,-150.87494
2167272727.2727,0.23168083,-82.659782,-77.428467,-6.7189507,-150.50143
2168000000,0.23175925,-83.145691,-114.06512,-6.7033949,-150.27992
2168727272.7273,0.23361437,-87.554604,-1.5988313,-6.7305655,-149.95093
2169454545.4545,0.23908502,-87.306267,155.55144,-6.8652482,-149.66768
2170181818.1818,0.24242282,-82.384979,-77.893356,-6.9290104,-149.28073
2170909090.9091,0.24158545,-87.038879,-174.83771,-6.8797007,-148.9769
2171636363.6364,0.24363592,-86.083412,-175.22223,-6.9031582,-148.55745
2172363636.3636,0.24531059,-98.009537,-163.59804,-6.9324918,-148.34027
2173090909.0909,0.24663618,-95.340187,-126.60656,-6.9357834,-147.9341
2173818181.8182,0.25135574,-86.335342,-98.013847,-7.0496359,-147.70894
2174545454.5455,0.24959165,-90.579811,-27.299683,-6.9808044,-147.48367
2175272727.2727,0.25273836,-94.434898,33.978176,-7.0399904,-147.14511
2176000000,0.25349373,-89.946663,-42.911449,-7.0208883,-146.67789
2176727272.7273,0.25540477,-95.348595,-117.85322,-7.0417032,-146.3044
2177454545.4545,0.25684401,-92.23246,-69.06131,-7.0703402,-146.17555
2178181818.1818,0.2582528,-88.097023,-56.353508,-7.065474,-145.6729
2178909090.9091,0.26344463,-88.122604,-126.57592,-7.1892595,-145.461
2179636363.6364,0.26638833,-104.29052,-179.21669,-7.2391405,-145.11726
2180363636.3636,0.26286075,-86.534393,-125.11871,-7.1213365,-144.87231
2181090909.0909,0.26112962,-95.997765,-119.01128,-7.0480494,-144.57225
2181818181.8182,0.26424837,-90.115158,-94.287453,-7.0990191,-144.19221
2182545454.5455,0.2636123,-87.695145,39.891594,-7.0618739,-143.96452
2183272727.2727,0.26241937,-99.760674,55.708214,-7.0065441,-143.69801
2184000000,0.26409528,-89.145416,-97.252251,-7.0208287,-143.34851
2184727272.7273,0.26150993,-84.9375,-53.67646,-6.9375305,-143.18314
2185454545.4545,0.2685062,-92.807121,-56.848515,-7.0854068,-142.75027
2186181818.1818,0.27040738,-91.109482,-94.652199,-7.1111174,-142.47379
2186909090.9091,0.26660669,-94.110001,-26.946281,-6.9898157,-142.23468
2187636363.6364,0.26922393,-87.150833,-66.420555,-7.0319905,-141.93279
2188363636.3636,0.26772705,-83.498657,-59.859062,-6.9606638,-141.56706
2189090909.0909,0.27319416,-88.721169,-111.27919,-7.0857668,-141.37041
2189818181.8182,0.27347901,-88.10968,-118.97633,-7.0418215,-140.79463
2190545454.5455,0.27590692,-92.699928,-64.691727,-7.0832372,-140.55685
2191272727.2727,0.27487174,-91.21312,-111.72383,-7.039989,-140.37123
2192000000,0.269687,-84.786568,-85.134529,-6.875874,-140.01849
2192727272.7273,0.2753171,-91.268463,-32.190117,-6.9951644,-139.74001
2193454545.4545,0.2741763,-95.647179,-112.46107,-6.9439702,-139.49031
2194181818.1818,0.27420703,-89.918159,-6.7678828,-6.9133506,-139.13478
2194909090.9091,0.27436689,-86.855659,-41.610741,-6.8868885,-138.78868
2195636363.6364,0.26945582,-96.583496,45.36734,-6.7273989,-138.37424
2196363636.3636,0.26943964,-93.040947,-30.262213,-6.7056103,-138.12587
