!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Wednesday, March 09, 2016 18:35:32
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S22 Log Mag(dB),S21 Log Mag(dB),S21 Phase(°),S22 SMITH Real(Ohm),S22 SMITH Imag(Ohm)
1113454545.4545,0.78179413,-88.01313,127.13485,-65.165176,-256.61005
1114181818.1818,0.78196818,-92.472595,127.15047,-65.060982,-256.37897
1114909090.9091,0.77473414,-98.726158,107.37202,-64.35038,-256.31293
1115636363.6364,0.77298307,-89.052788,152.18851,-63.994324,-255.93724
1116363636.3636,0.7675392,-92.066429,149.59444,-63.545429,-256.04785
1117090909.0909,0.77252471,-86.337921,142.54573,-63.599133,-255.24762
1117818181.8182,0.76522934,-82.266151,94.670639,-62.866455,-255.12775
1118545454.5455,0.76262802,-88.709618,112.97627,-62.63163,-255.1358
1119272727.2727,0.76056498,-89.188904,103.86649,-62.333405,-254.91782
1120000000,0.75608671,-89.968948,94.59388,-61.900169,-254.8696
1120727272.7273,0.75371647,-86.079231,58.113586,-61.633091,-254.7666
1121454545.4545,0.75266707,-95.251366,73.38372,-61.3041,-254.29239
1122181818.1818,0.75109541,-97.812523,12.725737,-61.205524,-254.38181
1122909090.9091,0.75056374,-89.141487,-172.81248,-61.117096,-254.29968
1123636363.6364,0.74870944,-89.200966,122.68286,-60.730492,-253.85146
1124363636.3636,0.74694395,-90.935036,114.07513,-60.509747,-253.7245
1125090909.0909,0.74621999,-93.832428,172.35025,-60.324448,-253.47662
1125818181.8182,0.74697787,-96.991005,77.609032,-60.116142,-252.9063
1126545454.5455,0.74621052,-94.598099,75.587463,-59.916328,-252.63438
1127272727.2727,0.74964482,-87.752441,53.89859,-59.913326,-251.99658
1128000000,0.74641865,-96.608879,99.714233,-59.400703,-251.52487
1128727272.7273,0.7448619,-86.351913,82.983589,-59.111786,-251.20782
1129454545.4545,0.74185115,-94.422539,71.135986,-58.702194,-250.9023
1130181818.1818,0.74051905,-87.503914,3.1154006,-58.230877,-250.15247
1130909090.9091,0.73727834,-86.199242,7.8541117,-57.746571,-249.71982
1131636363.6364,0.73319274,-89.251022,19.63793,-57.285984,-249.4879
1132363636.3636,0.73010784,-85.305908,85.193466,-56.807877,-249.02751
1133090909.0909,0.72308338,-96.056503,23.699173,-56.229919,-249.07666
1133818181.8182,0.71706092,-92.638969,78.586617,-55.594273,-248.80624
1134545454.5455,0.71316177,-98.930946,-146.42493,-55.102982,-248.44835
1135272727.2727,0.70659488,-92.805443,-141.84595,-54.474873,-248.28198
1136000000,0.70194447,-84.853195,135.96976,-54.017578,-248.13127
1136727272.7273,0.6974439,-88.328529,-143.77452,-53.523975,-247.86398
1137454545.4545,0.69226044,-85.653046,95.797272,-53.17635,-248.06171
1138181818.1818,0.68945032,-87.461906,115.92123,-52.758343,-247.63387
1138909090.9091,0.68088019,-86.378021,59.472309,-52.024185,-247.58
1139636363.6364,0.67908841,-81.982483,108.26565,-51.736622,-247.24863
1140363636.3636,0.66910189,-90.088486,-171.83376,-51.003883,-247.46674
1141090909.0909,0.66843361,-88.460945,143.42801,-50.831276,-247.18149
1141818181.8182,0.6601932,-91.033676,-69.52549,-50.269447,-247.4626
1142545454.5455,0.65602589,-87.418335,95.111618,-49.929661,-247.4679
1143272727.2727,0.64664704,-90.033607,-83.626389,-49.125717,-247.37654
1144000000,0.6426636,-88.172653,-7.2630959,-48.845993,-247.49155
1144727272.7273,0.63625032,-90.291252,124.13196,-48.345623,-247.54926
1145454545.4545,0.63453317,-90.268097,-171.34869,-48.143875,-247.38982
1146181818.1818,0.63035363,-92.04882,160.34845,-47.777905,-247.32137
1146909090.9091,0.62366527,-87.970131,-168.40318,-47.318943,-247.53993
1147636363.6364,0.61690879,-85.454239,145.21028,-46.737473,-247.44936
1148363636.3636,0.61983627,-92.34333,77.963562,-46.87664,-247.19067
1149090909.0909,0.61040086,-87.043304,143.57567,-46.142319,-247.26219
1149818181.8182,0.60916418,-93.085304,155.02168,-45.912788,-246.91086
1150545454.5455,0.60528928,-99.425804,-164.75072,-45.528942,-246.71194
1151272727.2727,0.59960973,-102.24951,-27.759918,-45.14772,-246.91315
1152000000,0.60068774,-96.145523,26.106174,-45.066551,-246.45219
1152727272.7273,0.59588772,-91.149963,150.30257,-44.658516,-246.3812
1153454545.4545,0.59153873,-103.14326,165.30119,-44.251797,-246.21039
1154181818.1818,0.5931558,-88.717369,143.7933,-44.183472,-245.65938
1154909090.9091,0.58698553,-91.094231,138.6089,-43.763222,-245.84903
1155636363.6364,0.58588254,-88.766861,176.35063,-43.510391,-245.37753
1156363636.3636,0.57897639,-96.684013,-157.69521,-42.940636,-245.29915
1157090909.0909,0.57460076,-89.433037,160.47902,-42.544792,-245.14507
1157818181.8182,0.56904167,-91.557007,157.03157,-42.068527,-245.02194
1158545454.5455,0.56717455,-108.42537,58.126572,-41.780342,-244.59978
1159272727.2727,0.56165397,-85.792778,-161.12517,-41.399323,-244.74211
1160000000,0.55906892,-89.99659,106.38921,-41.076286,-244.37346
1160727272.7273,0.55902237,-92.858658,90.385773,-41.007488,-244.17679
1161454545.4545,0.55071974,-89.162659,138.58945,-40.260868,-243.85062
1162181818.1818,0.54870397,-101.10789,-133.27835,-39.990768,-243.4946
1162909090.9091,0.53702754,-91.951164,-100.52938,-39.062542,-243.3812
1163636363.6364,0.5373472,-94.675476,28.792936,-39.102848,-243.43159
1164363636.3636,0.53335011,-94.762306,143.23836,-38.660957,-242.99355
1165090909.0909,0.52591664,-87.098015,-110.38398,-38.101658,-243.00774
1165818181.8182,0.52071458,-81.713493,165.66859,-37.532574,-242.43205
1166545454.5455,0.51901954,-98.846634,-136.74295,-37.451,-242.58392
1167272727.2727,0.51085562,-86.950134,166.08438,-36.79557,-242.44661
1168000000,0.50887489,-84.39959,115.67578,-36.571785,-242.19331
1168727272.7273,0.50698346,-86.105217,157.06932,-36.392708,-242.06641
1169454545.4545,0.49366745,-100.47826,-43.04446,-35.403553,-242.08438
1170181818.1818,0.4941487,-91.551796,-79.356125,-35.346695,-241.76064
1170909090.9091,0.48045799,-87.172714,111.30056,-34.401249,-242.01605
1171636363.6364,0.48032254,-90.500786,165.36646,-34.351582,-241.87352
1172363636.3636,0.47406477,-95.853035,-170.92458,-33.993282,-242.25876
1173090909.0909,0.46673492,-91.412758,-136.60559,-33.402603,-242.08675
1173818181.8182,0.46724346,-89.983734,136.69696,-33.364086,-241.80426
1174545454.5455,0.46006754,-89.566055,-164.60179,-32.941547,-242.20924
1175272727.2727,0.45174131,-93.409492,-169.69357,-32.294109,-242.08844
1176000000,0.44865286,-90.397064,135.4856,-32.054317,-242.04263
1176727272.7273,0.4410437,-98.854713,162.0202,-31.509758,-242.10655
1177454545.4545,0.43808272,-89.438499,169.71129,-31.321474,-242.22484
1178181818.1818,0.43295279,-91.041634,143.46823,-30.910564,-242.0921
1178909090.9091,0.42879745,-87.861351,85.307434,-30.621771,-242.15977
1179636363.6364,0.42203218,-104.02666,-137.44949,-30.111748,-242.10611
1180363636.3636,0.41828623,-89.724998,151.43466,-29.838318,-242.11172
1181090909.0909,0.41623169,-98.933853,119.31728,-29.652298,-241.96338
1181818181.8182,0.41161761,-95.594215,113.74483,-29.276976,-241.80345
1182545454.5455,0.40319344,-92.51223,-57.538387,-28.730288,-242.099
1183272727.2727,0.40177634,-91.485611,-136.6528,-28.628016,-242.10468
1184000000,0.39798605,-88.871376,-145.80219,-28.320757,-241.97133
1184727272.7273,0.39438015,-88.964485,-33.854828,-28.003633,-241.73085
1185454545.4545,0.39231446,-93.84903,135.23715,-27.818254,-241.57393
1186181818.1818,0.38826576,-88.451569,144.40062,-27.533901,-241.6174
1186909090.9091,0.38131708,-86.604874,-175.60408,-27.039713,-241.66348
1187636363.6364,0.3761389,-83.25444,176.99706,-26.668442,-241.68306
1188363636.3636,0.37570295,-96.716446,124.67474,-26.609028,-241.55292
1189090909.0909,0.37251148,-86.019135,131.58046,-26.368755,-241.5092
1189818181.8182,0.3690781,-89.431961,141.80809,-26.058102,-241.21162
1190545454.5455,0.36484805,-94.573174,-164.10017,-25.727659,-241.08839
1191272727.2727,0.36186028,-90.124832,31.555378,-25.478271,-240.92081
1192000000,0.35753012,-89.111168,176.94951,-25.155643,-240.86345
1192727272.7273,0.35466537,-105.90704,22.800209,-24.957464,-240.90013
1193454545.4545,0.35432225,-91.517143,53.819416,-24.877525,-240.62407
1194181818.1818,0.35092977,-89.620476,-25.322912,-24.596338,-240.43031
1194909090.9091,0.34879273,-92.756348,-128.65451,-24.404837,-240.23273
1195636363.6364,0.34069985,-86.511047,168.63805,-23.79892,-240.07979
1196363636.3636,0.33794495,-92.103928,164.48035,-23.630751,-240.2253
1197090909.0909,0.33683479,-99.502533,-124.35593,-23.498825,-239.94606
1197818181.8182,0.33466664,-86.547607,146.84766,-23.287992,-239.64328
1198545454.5455,0.33244875,-85.664864,159.14554,-23.088295,-239.41425
1199272727.2727,0.32946891,-86.860603,89.45961,-22.831936,-239.16542
1200000000,0.32762304,-90.239326,135.38608,-22.662264,-238.94928
1200727272.7273,0.32113537,-87.936348,136.11613,-22.182684,-238.81741
1201454545.4545,0.31710282,-94.892136,-163.51328,-21.899635,-238.81628
1202181818.1818,0.30999744,-90.580284,145.96204,-21.383219,-238.70972
1202909090.9091,0.3100045,-99.898865,80.286835,-21.367931,-238.61844
1203636363.6364,0.30632311,-97.284744,-130.38428,-21.114719,-238.64293
1204363636.3636,0.30159616,-86.308403,164.74536,-20.717487,-238.24477
1205090909.0909,0.29851839,-90.67984,172.97108,-20.474459,-238.07162
1205818181.8182,0.29255211,-86.906685,155.95172,-20.041977,-237.96127
1206545454.5455,0.28828523,-87.672234,-137.09569,-19.721973,-237.81123
1207272727.2727,0.28247303,-85.69931,160.76341,-19.323305,-237.83536
1208000000,0.2832931,-87.639168,150.38632,-19.293634,-237.28433
1208727272.7273,0.27628958,-89.60347,134.49956,-18.878551,-237.72528
1209454545.4545,0.27553207,-87.852432,150.63458,-18.800991,-237.56001
1210181818.1818,0.26735187,-91.386276,121.33991,-18.28801,-237.90651
1210909090.9091,0.26768133,-100.52225,7.9605069,-18.301373,-237.84299
1211636363.6364,0.25975105,-88.233475,173.58353,-17.733788,-237.70506
1212363636.3636,0.26025403,-87.168739,85.211647,-17.759424,-237.6422
1213090909.0909,0.25904569,-110.41257,-166.47029,-17.686342,-237.71344
1213818181.8182,0.2499155,-96.287201,90.393303,-17.061413,-237.74509
1214545454.5455,0.24593025,-98.611557,152.92696,-16.798088,-237.82771
1215272727.2727,0.24531542,-91.502419,-114.03887,-16.73984,-237.71062
1216000000,0.24175432,-88.286102,-172.97417,-16.473961,-237.55522
1216727272.7273,0.23972683,-87.777771,176.9075,-16.336699,-237.57103
1217454545.4545,0.23993604,-90.301987,-173.87741,-16.308929,-237.2525
1218181818.1818,0.23909125,-92.517418,157.97029,-16.236378,-237.14137
1218909090.9091,0.23100606,-90.694824,111.81187,-15.658334,-236.94823
1219636363.6364,0.23232737,-89.254974,149.51405,-15.755805,-237.00447
1220363636.3636,0.23142357,-93.398354,94.286484,-15.645255,-236.62117
1221090909.0909,0.22912934,-108.83053,117.24961,-15.464936,-236.43028
1221818181.8182,0.23027219,-91.117203,142.45143,-15.51367,-236.20064
1222545454.5455,0.22287217,-100.76865,-162.60014,-14.994299,-236.0605
1223272727.2727,0.2216256,-91.896004,132.478,-14.876112,-235.78253
1224000000,0.21850088,-109.32912,64.85463,-14.654197,-235.69301
1224727272.7273,0.21493427,-90.802307,-115.97776,-14.412771,-235.68797
1225454545.4545,0.20954663,-93.407455,84.15979,-14.042592,-235.63077
1226181818.1818,0.21241058,-89.516563,175.23509,-14.164736,-235.01768
1226909090.9091,0.20410988,-93.808548,-139.13799,-13.627921,-235.19893
1227636363.6364,0.20520945,-88.1521,134.0464,-13.670763,-234.92139
1228363636.3636,0.20642042,-89.301018,152.27182,-13.737911,-234.79652
1229090909.0909,0.20090486,-87.160652,138.55963,-13.343343,-234.56483
1229818181.8182,0.19997054,-89.41404,118.78754,-13.237494,-234.16472
1230545454.5455,0.19541343,-92.417519,60.074451,-12.960738,-234.41553
1231272727.2727,0.19701262,-103.73334,125.97608,-13.003627,-233.81853
1232000000,0.18796736,-100.63961,-123.16257,-12.371116,-233.50005
1232727272.7273,0.18899171,-98.142929,-159.73192,-12.405571,-233.17372
1233454545.4545,0.18145183,-91.0457,-89.976334,-11.923043,-233.32462
1234181818.1818,0.17981312,-96.363472,-85.62738,-11.774693,-232.9104
1234909090.9091,0.17720787,-110.84547,161.42056,-11.604938,-232.92729
1235636363.6364,0.17337734,-96.355476,-129.81526,-11.357985,-232.98068
1236363636.3636,0.17625584,-94.385406,95.69886,-11.496077,-232.43988
1237090909.0909,0.17082047,-99.301208,179.63252,-11.110099,-232.11319
1237818181.8182,0.16739556,-87.4123,-177.70715,-10.895795,-232.21716
1238545454.5455,0.16202167,-107.55548,-122.73525,-10.542278,-232.18953
1239272727.2727,0.15924425,-85.411308,117.17472,-10.361442,-232.19576
1240000000,0.16037674,-93.714256,-132.82944,-10.421632,-232.0358
1240727272.7273,0.15730006,-99.045433,-79.029282,-10.230345,-232.14662
1241454545.4545,0.15979925,-93.345604,34.334938,-10.392733,-232.13806
1242181818.1818,0.15341745,-86.264267,57.990562,-9.9515352,-231.83717
1242909090.9091,0.15162586,-89.200684,108.255,-9.8351841,-231.84016
1243636363.6364,0.14985299,-86.730515,-23.133715,-9.7310581,-231.9801
1244363636.3636,0.1455391,-95.430428,77.286415,-9.4318619,-231.74643
1245090909.0909,0.14433943,-101.70656,-77.289352,-9.3585949,-231.80737
1245818181.8182,0.13727461,-91.373741,-94.040962,-8.8823452,-231.57672
1246545454.5455,0.13728686,-95.024696,-99.310097,-8.8930759,-231.71205
1247272727.2727,0.1340695,-96.353874,164.39346,-8.6656618,-231.45439
1248000000,0.13252939,-103.07664,142.41107,-8.559885,-231.36983
1248727272.7273,0.13367338,-87.407005,-178.13716,-8.6607475,-231.74474
1249454545.4545,0.12969573,-98.699921,-170.49612,-8.3949652,-231.63739
1250181818.1818,0.1284917,-95.964355,151.36909,-8.2930479,-231.29068
1250909090.9091,0.12502548,-89.004318,54.596104,-8.0607634,-231.1696
1251636363.6364,0.12656082,-88.188416,47.667709,-8.1668596,-231.27162
1252363636.3636,0.12572849,-91.582001,89.458206,-8.1034422,-231.12869
1253090909.0909,0.12183298,-117.36031,30.362572,-7.8174591,-230.599
1253818181.8182,0.12011997,-96.608513,22.493198,-7.7246509,-230.86998
1254545454.5455,0.12015326,-96.604362,-47.126125,-7.7150083,-230.68568
1255272727.2727,0.11893636,-101.34789,-44.661518,-7.6241264,-230.48677
1256000000,0.1139147,-95.57077,-99.571167,-7.2953382,-230.38278
1256727272.7273,0.1138301,-94.990471,142.85402,-7.2939091,-230.44888
1257454545.4545,0.11266147,-102.19717,93.211838,-7.2002144,-230.13678
1258181818.1818,0.10764977,-92.336136,100.51384,-6.8672442,-229.92418
1258909090.9091,0.10598858,-93.802635,-94.216736,-6.7516317,-229.75549
1259636363.6364,0.10890083,-91.48455,173.86658,-6.9244275,-229.52975
1260363636.3636,0.10390019,-95.997597,86.600945,-6.5906191,-229.25031
1261090909.0909,0.10062069,-92.242821,-178.92259,-6.3829579,-229.26276
1261818181.8182,0.099851698,-94.486465,130.63606,-6.3153648,-228.90732
1262545454.5455,0.097046718,-93.595009,75.764488,-6.1320748,-228.79698
1263272727.2727,0.093744464,-102.07913,157.34068,-5.9062233,-228.45418
1264000000,0.091311678,-86.379433,-87.908844,-5.747417,-228.34279
1264727272.7273,0.091072455,-95.19812,9.9622288,-5.7333636,-228.36414
1265454545.4545,0.081487872,-91.784279,-53.503586,-5.109621,-227.90247
1266181818.1818,0.078105263,-94.760277,-78.843605,-4.8952484,-227.85152
1266909090.9091,0.075236201,-93.290298,-91.679642,-4.6994243,-227.44958
