!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Wednesday, March 09, 2016 18:21:19
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S21 Phase(�),S11 SMITH Real(Ohm),S11 SMITH Imag(Ohm)
1738181818.1818,-1.7357185,-96.083694,12.662593,44.067287,-133.80211
1738909090.9091,-1.7483947,-91.371864,98.060303,44.37672,-133.69246
1739636363.6364,-1.7566413,-105.7089,-9.5682354,44.629486,-133.70024
1740363636.3636,-1.7613217,-91.744888,77.896835,44.761108,-133.68597
1741090909.0909,-1.7748677,-84.948044,35.847054,45.117298,-133.60576
1741818181.8182,-1.779514,-99.082039,-24.21122,45.20116,-133.51993
1742545454.5455,-1.7926375,-88.973648,-144.82622,45.635536,-133.57509
1743272727.2727,-1.7972901,-104.4782,2.7722225,45.750156,-133.53493
1744000000,-1.8057195,-93.072678,83.841263,45.916943,-133.40135
1744727272.7273,-1.818472,-85.27829,78.149666,46.312679,-133.41116
1745454545.4545,-1.8268462,-88.378143,43.08736,46.543045,-133.37302
1746181818.1818,-1.8339069,-92.111595,82.575432,46.720364,-133.3158
1746909090.9091,-1.8436254,-86.726334,50.910904,46.975365,-133.2525
1747636363.6364,-1.856215,-94.398399,50.212864,47.300407,-133.16206
1748363636.3636,-1.8596987,-91.196671,14.912321,47.405941,-133.1591
1749090909.0909,-1.8677996,-90.772987,-20.660599,47.672501,-133.18144
1749818181.8182,-1.8772517,-97.006676,-4.4915137,47.946953,-133.15443
1750545454.5455,-1.8822391,-93.447327,96.552879,48.071396,-133.11124
1751272727.2727,-1.897753,-88.576843,-9.6023893,48.449532,-132.96393
1752000000,-1.9020098,-89.289574,-117.23338,48.560593,-132.9335
1752727272.7273,-1.9195708,-85.411774,-43.246296,49.016048,-132.80313
1753454545.4545,-1.924035,-96.705841,-68.269104,49.237267,-132.91277
1754181818.1818,-1.9327228,-109.53164,93.613815,49.525879,-132.93173
1754909090.9091,-1.9377521,-105.58118,-174.25513,49.683727,-132.92964
1755636363.6364,-1.9450686,-96.34182,-115.8299,49.900402,-132.90858
1756363636.3636,-1.9561216,-100.19933,121.5252,50.223778,-132.87027
1757090909.0909,-1.9659044,-98.953979,49.042389,50.506897,-132.83109
1757818181.8182,-1.9754709,-90.699928,60.956421,50.843262,-132.86916
1758545454.5455,-1.9797641,-93.212608,82.086693,50.917824,-132.7865
1759272727.2727,-1.9930755,-97.79747,1.6895301,51.273216,-132.69099
1760000000,-2.0022581,-87.706261,-9.5908384,51.52755,-132.63612
1760727272.7273,-2.0089798,-93.19976,37.423763,51.828884,-132.74158
1761454545.4545,-2.0221238,-109.97276,-34.722385,52.194126,-132.6611
1762181818.1818,-2.0284789,-90.33136,52.652462,52.510422,-132.79596
1762909090.9091,-2.032057,-110.81179,-123.10465,52.666283,-132.84323
1763636363.6364,-2.0480084,-87.397415,45.690086,53.245724,-132.90631
1764363636.3636,-2.0500202,-97.394112,-11.849999,53.405998,-133.02032
1765090909.0909,-2.058744,-92.721962,77.347176,53.714298,-133.04045
1765818181.8182,-2.0595171,-104.27248,123.98167,53.8787,-133.20795
1766545454.5455,-2.0643888,-92.856239,59.804317,54.072483,-133.24365
1767272727.2727,-2.069221,-87.023987,61.253014,54.248142,-133.25851
1768000000,-2.0715849,-95.682343,50.584103,54.483475,-133.44392
1768727272.7273,-2.0844221,-98.43325,-4.883184,54.855392,-133.36613
1769454545.4545,-2.0835221,-93.55439,50.947449,54.957253,-133.52266
1770181818.1818,-2.0932403,-90.786354,56.444065,55.298782,-133.53186
1770909090.9091,-2.0999396,-88.112015,-10.233383,55.606758,-133.62134
1771636363.6364,-2.1037512,-94.003929,44.145416,55.809032,-133.70264
1772363636.3636,-2.106185,-93.535057,155.99577,55.932301,-133.7473
1773090909.0909,-2.1078877,-91.693825,112.71813,56.138313,-133.91612
1773818181.8182,-2.1071463,-91.563782,-7.59376,56.255116,-134.08009
1774545454.5455,-2.1101604,-94.71698,67.952827,56.474422,-134.20996
1775272727.2727,-2.1158173,-92.484154,124.14224,56.745045,-134.29079
1776000000,-2.1192443,-99.183884,-138.65215,56.863403,-134.2874
1776727272.7273,-2.1250031,-84.307899,60.137119,57.023972,-134.23799
1777454545.4545,-2.130415,-82.817734,96.326233,57.185234,-134.20299
1778181818.1818,-2.1355357,-94.162987,119.4375,57.402718,-134.24217
1778909090.9091,-2.14535,-84.852982,81.725983,57.632904,-134.10777
1779636363.6364,-2.1485736,-90.759453,22.707256,57.83651,-134.20528
1780363636.3636,-2.1584532,-93.10228,21.025103,58.162678,-134.1727
1781090909.0909,-2.1591234,-89.218277,-1.2843544,58.299053,-134.29558
1781818181.8182,-2.1667953,-83.445145,-12.186817,58.546913,-134.26245
1782545454.5455,-2.1700828,-94.266617,23.227634,58.798927,-134.40599
1783272727.2727,-2.1776195,-89.560493,38.146774,59.044014,-134.37303
1784000000,-2.182847,-100.55482,-116.31285,59.27372,-134.41362
1784727272.7273,-2.1885531,-91.443756,38.065948,59.586761,-134.52309
1785454545.4545,-2.1919734,-89.132462,53.73531,59.783722,-134.59761
1786181818.1818,-2.1991413,-83.351433,83.501007,59.92918,-134.47002
1786909090.9091,-2.2016759,-86.066544,51.797039,60.133751,-134.58595
1787636363.6364,-2.2159019,-95.403336,-22.170376,60.481758,-134.39381
1788363636.3636,-2.2170019,-85.236969,115.37595,60.610485,-134.48466
1789090909.0909,-2.2269359,-86.875298,35.231743,61.098713,-134.60178
1789818181.8182,-2.226476,-85.495865,53.995487,61.13805,-134.66003
1790545454.5455,-2.2362282,-92.329826,22.293461,61.582924,-134.73518
1791272727.2727,-2.2434311,-91.9338,29.694241,61.879421,-134.75601
1792000000,-2.244416,-91.172585,0.41125384,61.922012,-134.7608
1792727272.7273,-2.2539833,-87.303177,-0.1583778,62.370712,-134.84065
1793454545.4545,-2.2558022,-95.260101,-49.437649,62.504951,-134.90417
1794181818.1818,-2.2639134,-87.455513,-4.0130444,62.892448,-134.97502
1794909090.9091,-2.2616434,-89.053947,31.758345,63.031937,-135.20038
1795636363.6364,-2.2666388,-93.498772,92.911644,63.373108,-135.34236
1796363636.3636,-2.2749879,-84.975555,43.537273,63.874752,-135.50826
1797090909.0909,-2.2748888,-92.907181,22.304682,64.041473,-135.67354
1797818181.8182,-2.2766185,-87.688728,61.966686,64.305511,-135.8613
1798545454.5455,-2.2831814,-90.510033,13.448853,64.531181,-135.82382
1799272727.2727,-2.2826047,-89.387611,72.915352,64.689453,-135.99753
1800000000,-2.2800331,-87.404625,11.794957,64.798279,-136.20123
1800727272.7273,-2.2872949,-90.662575,7.4486637,65.140945,-136.24529
1801454545.4545,-2.2778089,-91.467049,47.009327,65.173195,-136.64493
1802181818.1818,-2.2821577,-86.537857,30.573706,65.348816,-136.64188
1802909090.9091,-2.2829094,-85.649048,50.185116,65.542755,-136.79579
1803636363.6364,-2.2892015,-98.06823,49.589863,65.707123,-136.70531
1804363636.3636,-2.2867117,-83.643669,-11.464111,65.888763,-136.97278
1805090909.0909,-2.2847493,-96.472435,29.536625,66.018715,-137.17125
1805818181.8182,-2.2912421,-86.605415,-6.8280067,66.15976,-137.04929
1806545454.5455,-2.2920804,-90.294044,71.624321,66.440849,-137.27802
1807272727.2727,-2.291944,-93.124062,50.97102,66.503006,-137.341
1808000000,-2.3003926,-86.57814,71.63279,66.897842,-137.37538
1808727272.7273,-2.2960722,-91.314873,57.141628,66.902206,-137.54831
1809454545.4545,-2.3003819,-90.574287,55.169395,67.105904,-137.56679
1810181818.1818,-2.3001685,-84.107048,-26.716402,67.220558,-137.68013
1810909090.9091,-2.299679,-86.997437,12.954926,67.262199,-137.7374
1811636363.6364,-2.3053532,-91.570572,47.51712,67.38443,-137.62695
1812363636.3636,-2.3091862,-94.176453,21.509209,67.623451,-137.69444
1813090909.0909,-2.3094342,-94.727867,102.52669,67.668411,-137.72551
1813818181.8182,-2.3199408,-97.069443,-63.947285,68.014709,-137.62804
1814545454.5455,-2.3262234,-106.47916,101.99652,68.270859,-137.61299
1815272727.2727,-2.3267148,-90.208977,141.59055,68.466873,-137.76862
1816000000,-2.3291261,-84.679596,82.129486,68.704124,-137.88544
1816727272.7273,-2.3331547,-88.868958,36.258888,69.005302,-137.99469
1817454545.4545,-2.343394,-90.00853,93.948769,69.27887,-137.83676
1818181818.1818,-2.3421333,-99.190247,-101.34335,69.41362,-138.00346
1818909090.9091,-2.34307,-96.206871,-50.350651,69.690926,-138.2086
1819636363.6364,-2.3553929,-88.609116,34.33614,70.03038,-138.02356
1820363636.3636,-2.3567343,-89.524574,39.908043,70.150475,-138.07487
1821090909.0909,-2.3643286,-91.665573,9.2876549,70.401764,-137.99605
1821818181.8182,-2.3655381,-82.807587,3.6455989,70.730553,-138.22916
1822545454.5455,-2.3722432,-94.202576,1.088645,71.05217,-138.24167
1823272727.2727,-2.3732758,-84.998711,-11.113791,71.265762,-138.38144
1824000000,-2.370842,-112.27869,-121.1636,71.28553,-138.4924
1824727272.7273,-2.3775144,-99.153496,120.64177,71.765289,-138.63495
1825454545.4545,-2.3799646,-102.02492,-176.70674,71.983437,-138.72116
1826181818.1818,-2.3838999,-90.334908,39.118538,72.281311,-138.81474
1826909090.9091,-2.3821826,-86.012802,25.994247,72.519722,-139.07779
1827636363.6364,-2.3849518,-91.258575,54.953114,72.621262,-139.05342
1828363636.3636,-2.3859999,-87.081558,32.501175,72.846336,-139.19685
1829090909.0909,-2.3840253,-86.329643,16.617893,73.094902,-139.47664
1829818181.8182,-2.3853433,-84.995895,42.467316,73.188629,-139.50146
1830545454.5455,-2.3848498,-87.085037,8.1066132,73.345276,-139.64798
1831272727.2727,-2.3895392,-87.714989,-41.213333,73.625076,-139.69099
1832000000,-2.3938565,-88.884811,-14.352815,73.828804,-139.68628
1832727272.7273,-2.3889821,-96.676254,-56.972469,73.964104,-139.98564
1833454545.4545,-2.3966408,-88.144913,-15.786637,74.138275,-139.82526
1834181818.1818,-2.3949616,-92.553711,-37.7799,74.559975,-140.22684
1834909090.9091,-2.3992331,-87.06852,-6.5249467,74.717209,-140.18388
1835636363.6364,-2.3986859,-98.453331,-34.88821,75.021049,-140.44518
1836363636.3636,-2.3993604,-102.89066,-113.47165,75.136887,-140.5098
1837090909.0909,-2.3965168,-97.043633,-42.4347,75.340141,-140.78143
1837818181.8182,-2.3990536,-89.890312,97.239586,75.543953,-140.84093
1838545454.5455,-2.4000885,-92.04425,-90.158257,75.642319,-140.87688
1839272727.2727,-2.4026206,-92.120567,84.135292,75.849968,-140.9386
1840000000,-2.4032524,-90.569611,3.2974286,76.019058,-141.04482
1840727272.7273,-2.4004705,-87.063812,44.409847,76.097031,-141.21527
1841454545.4545,-2.400183,-106.60833,-53.892044,76.313698,-141.39427
1842181818.1818,-2.3952341,-88.477715,55.714233,76.372688,-141.63649
1842909090.9091,-2.3977618,-87.034065,9.2606544,76.584976,-141.69969
1843636363.6364,-2.4008956,-85.530533,-29.574018,76.833168,-141.76561
1844363636.3636,-2.397778,-90.68454,-68.431236,77.021004,-142.03374
1845090909.0909,-2.3947079,-87.839378,-72.266075,77.008011,-142.1465
1845818181.8182,-2.396467,-88.46347,171.92334,77.300934,-142.3
1846545454.5455,-2.4016616,-93.31263,-85.666901,77.61586,-142.33133
1847272727.2727,-2.3990564,-88.052299,109.64375,77.747955,-142.53574
1848000000,-2.3999388,-89.588844,83.850555,77.774338,-142.52028
1848727272.7273,-2.3991792,-96.054993,63.786678,77.974068,-142.70161
1849454545.4545,-2.3998446,-88.440414,-20.275377,78.075104,-142.75101
1850181818.1818,-2.4009662,-94.593391,100.99448,78.286499,-142.86476
1850909090.9091,-2.3987348,-97.887474,-108.04829,78.378906,-143.02397
1851636363.6364,-2.39782,-91.373764,-17.790476,78.423874,-143.09459
1852363636.3636,-2.3950911,-109.36699,170.44446,78.675308,-143.39319
1853090909.0909,-2.4019315,-89.925682,21.040468,78.936325,-143.31094
1853818181.8182,-2.3977604,-99.614075,-23.911114,79.099403,-143.60095
1854545454.5455,-2.4011748,-86.833839,-39.845875,79.264755,-143.58501
1855272727.2727,-2.3967853,-89.362198,100.79533,79.287758,-143.78021
1856000000,-2.3973069,-89.125587,-141.50566,79.588005,-143.98085
1856727272.7273,-2.3973374,-93.070152,-79.655754,79.651543,-144.02643
1857454545.4545,-2.4007185,-98.948586,-178.19322,79.889473,-144.06349
1858181818.1818,-2.3998947,-87.82058,110.87614,80.046257,-144.2119
1858909090.9091,-2.3976583,-96.046997,1.6553081,80.26297,-144.46164
1859636363.6364,-2.3977554,-86.235687,62.521496,80.433739,-144.58217
1860363636.3636,-2.4006355,-94.554268,60.209831,80.67643,-144.64043
1861090909.0909,-2.4014888,-87.169571,53.291969,80.846596,-144.72859
1861818181.8182,-2.3948495,-88.816483,43.07983,81.055061,-145.15221
1862545454.5455,-2.3928313,-92.372437,86.235664,81.203239,-145.3425
1863272727.2727,-2.3971245,-87.14595,20.019375,81.448105,-145.34135
1864000000,-2.3933723,-94.777779,30.742228,81.611038,-145.61343
1864727272.7273,-2.3896821,-112.67774,36.553341,81.745872,-145.86324
1865454545.4545,-2.3897433,-93.145882,44.095909,81.947052,-146.00467
1866181818.1818,-2.3860848,-94.739441,148.4081,82.242813,-146.36836
1866909090.9091,-2.3858287,-89.837685,158.76118,82.325211,-146.43777
1867636363.6364,-2.3841031,-117.36042,90.574471,82.605026,-146.70895
1868363636.3636,-2.3756392,-90.908478,115.45365,82.391273,-146.91246
1869090909.0909,-2.3712854,-90.254601,119.25386,82.547829,-147.20792
1869818181.8182,-2.3740656,-87.287819,104.22291,82.864426,-147.31584
1870545454.5455,-2.3657544,-88.596909,108.67838,82.741287,-147.58026
1871272727.2727,-2.3638437,-89.048851,58.417351,82.749741,-147.66745
1872000000,-2.3616447,-86.304741,47.387653,82.872162,-147.8484
1872727272.7273,-2.3587039,-86.424042,64.051933,82.988586,-148.05688
1873454545.4545,-2.3678794,-90.142181,70.552086,83.274689,-147.86908
1874181818.1818,-2.3672514,-96.433258,62.700565,83.604698,-148.12892
1874909090.9091,-2.3662937,-90.798912,10.947307,83.917236,-148.38962
1875636363.6364,-2.3574047,-88.887665,27.692207,84.027252,-148.84842
1876363636.3636,-2.3555856,-90.267189,23.231237,84.257103,-149.08832
1877090909.0909,-2.3477454,-95.594177,-73.82074,84.420845,-149.54265
1877818181.8182,-2.3433874,-94.297279,48.179905,84.534546,-149.81206
1878545454.5455,-2.3389416,-87.264656,25.691502,84.546761,-150.01456
1879272727.2727,-2.3364387,-93.215141,-34.523846,84.682503,-150.21953
1880000000,-2.3320925,-95.2705,77.751366,84.755287,-150.46132
1880727272.7273,-2.3299155,-92.615433,79.03257,84.908646,-150.66493
1881454545.4545,-2.321538,-87.904007,72.706345,84.796013,-150.95506
1882181818.1818,-2.319499,-86.603577,37.136299,85.019974,-151.20346
1882909090.9091,-2.3151977,-92.520424,43.528706,85.082954,-151.43883
1883636363.6364,-2.3129156,-84.95723,46.756794,85.27433,-151.67545
1884363636.3636,-2.3078673,-91.7099,11.85402,85.393318,-151.98482
1885090909.0909,-2.300854,-82.895134,-8.2240276,85.508484,-152.38072
1885818181.8182,-2.2912846,-83.529213,38.014885,85.552078,-152.84323
1886545454.5455,-2.2924068,-93.689491,19.397161,85.701645,-152.89838
1887272727.2727,-2.2943268,-88.843506,-20.957747,85.974052,-153.00363
1888000000,-2.2842672,-100.72861,133.90341,85.925003,-153.42595
1888727272.7273,-2.2771969,-88.283409,52.794773,85.873642,-153.71225
1889454545.4545,-2.2720788,-100.95531,131.80847,85.839691,-153.92249
1890181818.1818,-2.2693589,-88.575943,35.241661,85.663902,-153.92181
1890909090.9091,-2.2631228,-89.376617,98.61071,85.78067,-154.2921
1891636363.6364,-2.2622249,-84.914581,76.893585,85.918854,-154.43234
1892363636.3636,-2.2629299,-90.680092,69.527473,86.019531,-154.47169
1893090909.0909,-2.2626035,-92.054085,111.08331,86.307892,-154.69214
1893818181.8182,-2.2597709,-88.890671,15.350297,86.553482,-154.99785
1894545454.5455,-2.2568848,-89.105919,24.716871,86.63726,-155.19145
1895272727.2727,-2.2571406,-103.47608,98.582115,87.105209,-155.51044
1896000000,-2.2542121,-87.815414,2.2122924,87.215355,-155.72496
1896727272.7273,-2.250834,-90.962692,38.675068,87.425705,-156.03151
1897454545.4545,-2.2404337,-89.892838,31.858894,87.469276,-156.55238
1898181818.1818,-2.2332988,-93.650154,133.51231,87.667587,-157.03093
1898909090.9091,-2.2271121,-92.223427,73.457092,87.92202,-157.50584
1899636363.6364,-2.221961,-88.355225,20.175478,87.81131,-157.67406
1900363636.3636,-2.2113345,-91.359322,52.43309,87.865242,-158.22356
1901090909.0909,-2.1997664,-86.753136,45.923344,88.002205,-158.88197
1901818181.8182,-2.1978805,-90.477417,26.280199,88.215302,-159.12611
1902545454.5455,-2.1854639,-93.681152,95.561905,88.122498,-159.6676
1903272727.2727,-2.1771784,-89.627441,34.579899,87.896309,-159.91234
1904000000,-2.1654332,-93.588898,15.025657,87.943039,-160.52774
1904727272.7273,-2.1595843,-91.568016,19.464695,87.882706,-160.77496
1905454545.4545,-2.1523349,-92.0327,61.919449,87.796387,-161.07404
1906181818.1818,-2.1426961,-95.361069,-21.187181,87.639427,-161.44238
1906909090.9091,-2.1340213,-97.886528,112.05486,87.497124,-161.77458
1907636363.6364,-2.131695,-92.31369,68.21315,87.492523,-161.88885
1908363636.3636,-2.1195798,-92.133217,28.766893,87.378517,-162.41936
1909090909.0909,-2.1174738,-96.129082,111.08897,87.232018,-162.41695
1909818181.8182,-2.1088355,-91.52877,73.874565,87.175133,-162.81589
1910545454.5455,-2.1062593,-99.64595,100.3165,87.255325,-163.00861
1911272727.2727,-2.0966749,-96.414284,85.682953,87.141197,-163.41611
1912000000,-2.0949233,-87.798622,45.34798,87.18325,-163.5386
1912727272.7273,-2.0880995,-89.506592,60.969677,87.147095,-163.86494
1913454545.4545,-2.0869074,-89.150909,-7.0701323,87.030998,-163.83836
1914181818.1818,-2.0798934,-91.48336,4.5441194,87.181625,-164.31892
1914909090.9091,-2.0744786,-83.91227,-15.824511,87.143295,-164.57301
1915636363.6364,-2.0697262,-84.372307,62.674843,87.268562,-164.91876
1916363636.3636,-2.0728354,-85.463715,-21.801897,87.533646,-164.95799
1917090909.0909,-2.0590472,-89.60656,-59.274513,87.433136,-165.6097
1917818181.8182,-2.0542212,-103.40861,-67.379166,87.490425,-165.91043
1918545454.5455,-2.0479367,-88.868889,133.6548,87.438927,-166.20612
1919272727.2727,-2.044765,-91.45475,-14.912412,87.510567,-166.43138
1920000000,-2.0370219,-87.369484,109.36666,87.594704,-166.91295
1920727272.7273,-2.0259948,-89.160759,41.687325,87.192284,-167.19527
1921454545.4545,-2.0229733,-86.829292,68.030533,87.260094,-167.41235
1922181818.1818,-2.0115442,-84.486221,36.106243,86.915771,-167.7636
1922909090.9091,-2.0088444,-87.621948,36.045479,86.790268,-167.81163
1923636363.6364,-2.0053828,-90.345749,38.294788,86.721352,-167.9463
1924363636.3636,-2.0041592,-86.446968,38.499599,86.760941,-168.04488
1925090909.0909,-1.9991671,-89.227608,83.460464,86.621857,-168.20807
1925818181.8182,-2.0020871,-92.420662,-23.670744,86.917099,-168.28291
1926545454.5455,-2.0024519,-91.557877,16.58527,87.065872,-168.38104
1927272727.2727,-2.0049028,-91.141014,91.734589,87.525085,-168.60936
1928000000,-2.0007491,-88.399086,108.50986,87.707985,-168.98285
1928727272.7273,-1.9979808,-84.703423,30.714289,88.036797,-169.39513
1929454545.4545,-1.9891903,-87.416084,17.622936,87.952919,-169.81874
1930181818.1818,-1.990764,-91.204254,48.937885,88.388191,-170.07362
1930909090.9091,-1.9806638,-86.119835,66.172218,88.314598,-170.58276
1931636363.6364,-1.9671794,-88.507942,56.42009,88.30481,-171.33817
1932363636.3636,-1.9629743,-89.260025,-40.346626,88.447754,-171.69141
1933090909.0909,-1.954208,-87.823448,47.084038,88.492279,-172.22893
1933818181.8182,-1.9388965,-85.466141,54.074478,88.254181,-172.92169
1934545454.5455,-1.9382069,-88.789192,21.257055,88.493172,-173.15421
1935272727.2727,-1.9274629,-89.936157,-52.13866,88.412003,-173.7153
1936000000,-1.9164152,-88.773201,33.796757,88.405426,-174.35915
1936727272.7273,-1.9067751,-95.838463,94.378319,88.305138,-174.84781
1937454545.4545,-1.8963068,-91.001228,-18.620079,88.106956,-175.30843
1938181818.1818,-1.881115,-95.390175,-169.09467,87.607018,-175.80466
1938909090.9091,-1.870934,-94.964417,80.40728,87.432709,-176.27351
1939636363.6364,-1.8635803,-90.480698,90.674202,87.156029,-176.48642
1940363636.3636,-1.8509952,-98.798439,133.42487,86.812248,-176.96196
1941090909.0909,-1.8397261,-90.158257,57.993088,86.526047,-177.40862
1941818181.8182,-1.8354027,-88.742752,49.190109,86.470589,-177.62764
1942545454.5455,-1.8171602,-87.170609,50.210583,85.748604,-178.13086
1943272727.2727,-1.8171607,-93.510895,42.585724,85.860352,-178.22911
1944000000,-1.8059008,-83.303192,54.624729,85.325111,-178.46095
1944727272.7273,-1.8067743,-90.547417,30.792866,85.349045,-178.42743
1945454545.4545,-1.8001412,-86.165993,76.261604,85.464821,-178.94765
1946181818.1818,-1.7955443,-83.510963,47.421806,85.297844,-179.08917
1946909090.9091,-1.7934195,-85.78717,24.659149,85.347946,-179.26849
1947636363.6364,-1.7849607,-85.418594,-7.7867622,85.12635,-179.60725
1948363636.3636,-1.7778145,-100.06889,96.878349,84.948174,-179.90274
1949090909.0909,-1.7732584,-92.469185,47.102627,84.978394,-180.22217
1949818181.8182,-1.7717646,-91.594719,-157.04701,84.99379,-180.33212
1950545454.5455,-1.7633462,-94.988281,40.84959,84.754204,-180.65689
1951272727.2727,-1.7510124,-85.871635,88.170296,84.465614,-181.19257
1952000000,-1.7526265,-95.223167,-21.095612,84.583275,-181.19572
1952727272.7273,-1.7410856,-89.044601,31.399439,84.277985,-181.66797
1953454545.4545,-1.7350261,-87.958244,71.313637,84.415924,-182.19453
1954181818.1818,-1.7315089,-84.225883,11.479646,84.43531,-182.4449
1954909090.9091,-1.7197086,-89.303436,-65.370132,84.22924,-183.03635
1955636363.6364,-1.7112942,-81.602455,-2.3353438,84.163033,-183.53719
1956363636.3636,-1.698666,-88.650589,82.914688,83.74379,-183.99109
1957090909.0909,-1.689401,-87.76799,-39.743206,83.471756,-184.3596
1957818181.8182,-1.678566,-86.888962,-41.345444,83.017181,-184.66071
1958545454.5455,-1.6698908,-89.087685,-33.780499,82.780716,-185.02621
1959272727.2727,-1.6591413,-94.65406,106.45579,82.444641,-185.4393
1960000000,-1.6506624,-91.282028,166.81107,82.083855,-185.67177
1960727272.7273,-1.6401948,-85.954483,85.11705,81.526031,-185.84602
1961454545.4545,-1.6362815,-89.724983,173.16232,81.414101,-186.0078
1962181818.1818,-1.635373,-88.223885,96.725761,81.316376,-185.97318
1962909090.9091,-1.6247407,-87.365036,28.316034,81.025604,-186.42775
1963636363.6364,-1.6136132,-82.530144,43.908215,80.612686,-186.79535
1964363636.3636,-1.6078286,-101.62708,-5.8161936,80.397263,-186.98615
1965090909.0909,-1.5955163,-84.729462,39.752419,79.971977,-187.4281
1965818181.8182,-1.593802,-88.158447,37.123306,80.083534,-187.66785
1966545454.5455,-1.5808996,-84.82312,-6.6791716,79.464287,-187.95291
1967272727.2727,-1.5738226,-90.153107,56.323715,79.170952,-188.15779
1968000000,-1.5699909,-95.798317,-32.347031,78.899551,-188.14876
1968727272.7273,-1.5597554,-89.220558,24.908995,78.782707,-188.77495
1969454545.4545,-1.5557126,-116.22827,91.407135,78.437164,-188.70113
1970181818.1818,-1.5500649,-104.35213,-3.7271228,78.432281,-189.11369
1970909090.9091,-1.5379045,-94.683212,130.4021,77.709114,-189.23027
1971636363.6364,-1.5286509,-100.97784,16.859314,77.476524,-189.6671
1972363636.3636,-1.5261793,-95.113251,32.209251,77.248604,-189.60059
1973090909.0909,-1.5166782,-88.254585,-10.749489,77.123505,-190.17871
1973818181.8182,-1.509385,-96.330597,106.6154,76.812378,-190.38452
1974545454.5455,-1.4958161,-90.62175,23.016714,76.374634,-190.9283
1975272727.2727,-1.488423,-87.238678,24.508583,75.745316,-190.77904
1976000000,-1.4818695,-102.13363,-38.238617,75.588867,-191.10553
1976727272.7273,-1.4715238,-85.594101,-14.315065,75.290146,-191.56435
1977454545.4545,-1.4642655,-93.97171,33.500343,75.081673,-191.8896
1978181818.1818,-1.4518403,-96.294426,44.364597,74.5075,-192.19368
1978909090.9091,-1.4477835,-111.86146,-73.525322,74.533752,-192.54648
1979636363.6364,-1.4335622,-101.59282,-45.416039,73.787094,-192.78989
1980363636.3636,-1.4319144,-100.14874,-108.47633,73.845749,-192.99265
1981090909.0909,-1.4183679,-84.368866,-167.8063,73.149231,-193.24138
1981818181.8182,-1.4169981,-105.68584,-64.936211,73.098961,-193.29102
1982545454.5455,-1.4027705,-94.890022,-153.40247,72.473221,-193.68062
1983272727.2727,-1.3935729,-85.210434,77.585594,72.09845,-193.97014
1984000000,-1.3828931,-85.362961,109.24973,71.579788,-194.20227
1984727272.7273,-1.3719746,-89.204117,67.314163,71.116745,-194.5246
1985454545.4545,-1.3611798,-90.297592,45.028683,70.685356,-194.8784
1986181818.1818,-1.3525681,-91.512245,17.898592,70.289055,-195.09424
1986909090.9091,-1.3357486,-85.460281,-12.385689,69.702957,-195.76402
1987636363.6364,-1.3295478,-106.79609,162.33018,69.375191,-195.86494
1988363636.3636,-1.3216919,-87.2201,36.993622,68.985229,-196.02574
1989090909.0909,-1.3128539,-91.856377,0.78474337,68.476494,-196.11156
1989818181.8182,-1.2993565,-95.80851,-77.306274,67.762695,-196.32465
1990545454.5455,-1.2917094,-95.367249,-71.515938,67.326447,-196.40004
1991272727.2727,-1.2835677,-86.975975,-150.01093,66.824379,-196.42603
1992000000,-1.2782967,-107.89153,171.2141,66.367889,-196.25667
1992727272.7273,-1.2718409,-89.530724,100.1172,66.006165,-196.32381
1993454545.4545,-1.2648042,-87.432823,127.52783,65.526611,-196.27399
1994181818.1818,-1.2602264,-89.97554,52.890789,65.189072,-196.20306
1994909090.9091,-1.2495443,-97.384933,-52.1898,64.620583,-196.34915
1995636363.6364,-1.2463632,-92.987923,28.397436,64.424004,-196.35245
1996363636.3636,-1.2344071,-86.644745,9.7810688,63.978992,-196.79457
1997090909.0909,-1.2219932,-87.092323,-31.001379,63.467278,-197.1839
1997818181.8182,-1.2213684,-96.577248,109.03059,63.207417,-196.85353
1998545454.5455,-1.2156008,-106.06155,173.70787,62.847363,-196.84926
1999272727.2727,-1.208547,-95.334007,140.15422,62.5256,-197.02193
2000000000,-1.1986678,-102.39392,65.298378,62.029106,-197.19388
2000727272.7273,-1.191735,-93.982521,-148.66566,61.775654,-197.46078
2001454545.4545,-1.1869431,-90.759087,96.24305,61.14756,-196.94194
2002181818.1818,-1.175948,-91.366577,172.5164,60.834145,-197.50255
2002909090.9091,-1.1671244,-85.200592,81.391655,60.416466,-197.69382
2003636363.6364,-1.1604835,-85.324905,24.985285,60.070301,-197.78696
2004363636.3636,-1.1496047,-89.867882,74.840042,59.485817,-197.90994
2005090909.0909,-1.1379188,-87.669434,55.977345,58.844913,-198.01787
2005818181.8182,-1.1297863,-84.530571,60.461594,58.519833,-198.2912
2006545454.5455,-1.1156321,-87.453896,-6.350215,57.633251,-198.23209
2007272727.2727,-1.109182,-87.902496,25.684128,57.288696,-198.30226
2008000000,-1.1040759,-91.57354,69.447998,56.998108,-198.3268
2008727272.7273,-1.0952592,-87.14064,67.881317,56.360096,-198.13187
2009454545.4545,-1.0885776,-93.545837,-30.952803,56.036663,-198.25758
