!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Monday, March 14, 2016 14:34:03
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
1000000000,1.0039222,0.30523857
1001000000,1.0049708,0.30035409
1002000000,1.0060011,0.29538631
1003000000,1.00701,0.29034007
1004000000,1.0079944,0.28522041
1005000000,1.0089508,0.28002998
1006000000,1.0098805,0.27477276
1007000000,1.010776,0.2694532
1008000000,1.0116371,0.26407441
1009000000,1.0124615,0.25864089
1010000000,1.0132482,0.25315595
1011000000,1.0139929,0.24762198
1012000000,1.0146953,0.24204305
1013000000,1.0153542,0.23642392
1014000000,1.0159675,0.2307657
1015000000,1.0165321,0.22507282
1016000000,1.01705,0.21934801
1017000000,1.0175173,0.21359415
1018000000,1.0179348,0.20781529
1019000000,1.0182991,0.2020133
1020000000,1.0186111,0.19619195
1021000000,1.0188693,0.19035335
1022000000,1.0190735,0.1845011
1023000000,1.0192211,0.178637
1024000000,1.0193157,0.17276497
1025000000,1.0193522,0.16688699
1026000000,1.0193342,0.16100591
1027000000,1.0192575,0.1551238
1028000000,1.019124,0.14924383
1029000000,1.0189337,0.14336815
1030000000,1.0186874,0.13749963
1031000000,1.0183823,0.13164008
1032000000,1.0180203,0.1257924
1033000000,1.017601,0.11995824
1034000000,1.017125,0.11414018
1035000000,1.0165912,0.10834108
1036000000,1.0160017,0.10256286
1037000000,1.0153556,0.096807182
1038000000,1.0146533,0.091076016
1039000000,1.0138955,0.085372493
1040000000,1.013083,0.079697818
1041000000,1.012216,0.074054666
1042000000,1.0112958,0.068444282
1043000000,1.0103221,0.062868997
1044000000,1.0092958,0.057331007
1045000000,1.0082177,0.051831596
1046000000,1.0070904,0.046372999
1047000000,1.0059111,0.040956363
1048000000,1.0046843,0.0355842
1049000000,1.0034088,0.030257683
1050000000,1.0020856,0.024978736
1051000000,1.0007167,0.019748371
1052000000,0.99930328,0.014569216
1053000000,0.99784422,0.0094419494
1054000000,0.99634421,0.004368098
1055000000,0.99480152,-0.00065056246
1056000000,0.99321812,-0.0056125829
1057000000,0.99159598,-0.01051692
1058000000,0.98993617,-0.015362107
1059000000,0.98823947,-0.020146873
1060000000,0.98650724,-0.024869924
1061000000,0.98474127,-0.029530363
1062000000,0.98294288,-0.034126647
1063000000,0.98111266,-0.038658042
1064000000,0.97925371,-0.043123145
1065000000,0.97736615,-0.047521438
1066000000,0.97545189,-0.051851522
1067000000,0.97351265,-0.056112856
1068000000,0.97154897,-0.060304016
1069000000,0.9695639,-0.064424619
1070000000,0.96755844,-0.068473972
1071000000,0.96553373,-0.072451264
1072000000,0.96349108,-0.076355524
1073000000,0.96143365,-0.080186427
1074000000,0.95936227,-0.083943278
1075000000,0.95727801,-0.087625898
1076000000,0.95518273,-0.091233231
1077000000,0.95307839,-0.094764978
1078000000,0.95096701,-0.098220952
1079000000,0.94884938,-0.10160095
1080000000,0.94672787,-0.104904
1081000000,0.94460398,-0.10813092
1082000000,0.94248009,-0.11128045
1083000000,0.94035631,-0.11435278
1084000000,0.93823504,-0.11734802
1085000000,0.93611896,-0.12026618
1086000000,0.9340086,-0.12310673
1087000000,0.93190545,-0.1258703
1088000000,0.92981225,-0.12855686
1089000000,0.92773026,-0.13116618
1090000000,0.92566115,-0.13369885
1091000000,0.92360604,-0.1361549
1092000000,0.92156702,-0.13853441
1093000000,0.91954541,-0.1408383
1094000000,0.91754407,-0.14306638
1095000000,0.91556281,-0.14521925
1096000000,0.91360474,-0.14729731
1097000000,0.9116708,-0.1493012
1098000000,0.90976191,-0.15123129
1099000000,0.90788025,-0.15308815
1100000000,0.90602773,-0.15487242
1101000000,0.9042052,-0.15658545
1102000000,0.90241498,-0.15822725
1103000000,0.90065718,-0.15979865
1104000000,0.89893454,-0.1613005
1105000000,0.89724791,-0.16273388
1106000000,0.89559871,-0.16409984
1107000000,0.89398766,-0.16539903
1108000000,0.89241701,-0.16663192
1109000000,0.89088762,-0.16780044
1110000000,0.88940096,-0.16890518
1111000000,0.88795722,-0.16994743
1112000000,0.88655895,-0.17092793
1113000000,0.88520664,-0.17184818
1114000000,0.88390172,-0.17270973
1115000000,0.88264424,-0.17351277
1116000000,0.88143677,-0.17425935
1117000000,0.88027877,-0.17495045
1118000000,0.87917262,-0.1755878
1119000000,0.87811846,-0.17617254
1120000000,0.87711644,-0.17670558
1121000000,0.87616855,-0.17718901
1122000000,0.87527531,-0.17762403
1123000000,0.87443727,-0.17801198
1124000000,0.87365419,-0.17835429
1125000000,0.8729285,-0.17865293
1126000000,0.8722595,-0.17890888
1127000000,0.87164789,-0.17912418
1128000000,0.87109464,-0.17930001
1129000000,0.87059933,-0.1794381
1130000000,0.87016279,-0.1795402
1131000000,0.86978549,-0.17960763
1132000000,0.86946732,-0.17964202
1133000000,0.86920875,-0.17964526
1134000000,0.86901051,-0.17961921
1135000000,0.86887145,-0.17956504
1136000000,0.86879206,-0.17948456
1137000000,0.86877275,-0.17937957
1138000000,0.86881346,-0.17925148
1139000000,0.86891305,-0.17910241
1140000000,0.86907268,-0.17893355
1141000000,0.86929095,-0.17874683
1142000000,0.86956853,-0.17854409
1143000000,0.86990446,-0.1783267
1144000000,0.87029898,-0.17809626
1145000000,0.87075067,-0.17785491
1146000000,0.87125951,-0.17760383
1147000000,0.8718251,-0.17734487
1148000000,0.87244642,-0.17707954
1149000000,0.87312329,-0.17680965
1150000000,0.87385494,-0.17653641
1151000000,0.87463987,-0.17626153
1152000000,0.87547767,-0.17598698
1153000000,0.87636799,-0.17571378
1154000000,0.87730908,-0.17544371
1155000000,0.87830001,-0.17517832
1156000000,0.87934047,-0.17491876
1157000000,0.88042873,-0.1746667
1158000000,0.88156396,-0.17442316
1159000000,0.88274455,-0.17419027
1160000000,0.88397008,-0.17396876
1161000000,0.88523912,-0.1737604
1162000000,0.88654923,-0.17356604
1163000000,0.88789982,-0.17338663
1164000000,0.88929003,-0.17322406
1165000000,0.89071715,-0.17307921
1166000000,0.8921811,-0.17295358
1167000000,0.89367914,-0.17284755
1168000000,0.89521068,-0.17276275
1169000000,0.89677358,-0.17269965
1170000000,0.89836711,-0.17265958
1171000000,0.89998823,-0.17264333
1172000000,0.9016363,-0.17265186
1173000000,0.9033094,-0.17268589
1174000000,0.90500593,-0.1727462
1175000000,0.90672332,-0.17283358
1176000000,0.90846103,-0.17294842
1177000000,0.91021633,-0.17309171
1178000000,0.91198772,-0.17326398
1179000000,0.91377378,-0.17346542
1180000000,0.91557229,-0.17369661
1181000000,0.91738153,-0.17395812
1182000000,0.91919994,-0.17425017
1183000000,0.9210248,-0.17457338
1184000000,0.92285508,-0.17492707
1185000000,0.92468852,-0.17531255
1186000000,0.92652351,-0.17572933
1187000000,0.92835867,-0.17617747
1188000000,0.93019086,-0.17665738
1189000000,0.93201911,-0.17716874
1190000000,0.93384141,-0.17771113
1191000000,0.93565601,-0.17828532
1192000000,0.93746132,-0.17889044
1193000000,0.93925524,-0.17952619
1194000000,0.94103599,-0.18019225
1195000000,0.94280171,-0.18088894
1196000000,0.94455117,-0.18161485
1197000000,0.94628257,-0.18237047
1198000000,0.94799393,-0.18315476
1199000000,0.94968414,-0.18396746
1200000000,0.95135081,-0.18480764
1201000000,0.95299274,-0.1856747
1202000000,0.95460922,-0.18656865
1203000000,0.95619732,-0.18748789
1204000000,0.9577564,-0.18843216
1205000000,0.95928442,-0.18940035
1206000000,0.96078098,-0.19039173
1207000000,0.96224374,-0.19140552
1208000000,0.96367216,-0.19244085
1209000000,0.96506488,-0.19349629
1210000000,0.96642005,-0.19457114
1211000000,0.96773702,-0.19566448
1212000000,0.96901464,-0.19677508
1213000000,0.9702521,-0.19790204
1214000000,0.971448,-0.19904406
1215000000,0.97260147,-0.20020008
1216000000,0.97371197,-0.20136885
1217000000,0.97477788,-0.20254901
1218000000,0.97579956,-0.20373991
1219000000,0.97677529,-0.2049394
1220000000,0.97770494,-0.2061473
1221000000,0.97858781,-0.20736155
1222000000,0.97942358,-0.20858105
1223000000,0.98021108,-0.20980473
1224000000,0.98095083,-0.21103121
1225000000,0.98164243,-0.21225905
1226000000,0.9822849,-0.2134874
1227000000,0.98287803,-0.21471404
1228000000,0.98342234,-0.21593873
1229000000,0.98391765,-0.21715966
1230000000,0.98436332,-0.21837531
1231000000,0.98475993,-0.21958503
1232000000,0.98510754,-0.22078708
1233000000,0.98540568,-0.22198008
1234000000,0.98565578,-0.22316326
1235000000,0.98585671,-0.22433524
1236000000,0.98601007,-0.22549465
1237000000,0.98611534,-0.22664037
1238000000,0.98617375,-0.22777131
1239000000,0.98618448,-0.22888592
1240000000,0.98614961,-0.22998345
1241000000,0.98606932,-0.23106286
1242000000,0.98594356,-0.23212294
1243000000,0.9857738,-0.2331627
1244000000,0.98556054,-0.23418097
1245000000,0.98530459,-0.23517677
1246000000,0.98500723,-0.23614949
1247000000,0.98466825,-0.23709784
1248000000,0.98429,-0.23802112
1249000000,0.98387259,-0.23891848
1250000000,0.98341775,-0.2397895
1251000000,0.98292607,-0.24063265
1252000000,0.98239851,-0.24144775
1253000000,0.98183662,-0.24223419
1254000000,0.98124141,-0.24299099
1255000000,0.98061395,-0.2437178
1256000000,0.97995597,-0.24441417
1257000000,0.97926837,-0.24507943
1258000000,0.97855228,-0.24571334
1259000000,0.97780949,-0.24631543
1260000000,0.97704148,-0.24688502
1261000000,0.97624886,-0.24742232
1262000000,0.97543395,-0.24792705
1263000000,0.97459745,-0.24839883
1264000000,0.97374111,-0.24883744
1265000000,0.97286618,-0.24924314
1266000000,0.97197467,-0.24961562
1267000000,0.97106695,-0.24995495
1268000000,0.97014534,-0.2502611
1269000000,0.96921068,-0.25053415
1270000000,0.96826518,-0.25077474
1271000000,0.96730942,-0.25098231
1272000000,0.96634585,-0.25115785
1273000000,0.96537524,-0.25130126
1274000000,0.96439928,-0.25141302
1275000000,0.96341944,-0.25149369
1276000000,0.96243656,-0.25154322
1277000000,0.9614526,-0.25156254
1278000000,0.96046883,-0.25155216
1279000000,0.95948654,-0.25151253
1280000000,0.95850742,-0.25144434
1281000000,0.95753229,-0.25134829
1282000000,0.956563,-0.25122491
1283000000,0.95559978,-0.25107503
1284000000,0.95464504,-0.25089958
1285000000,0.95369959,-0.25069934
1286000000,0.95276487,-0.25047505
1287000000,0.95184129,-0.25022772
1288000000,0.95093095,-0.24995793
1289000000,0.95003432,-0.24966727
1290000000,0.94915253,-0.24935628
1291000000,0.94828671,-0.24902605
1292000000,0.94743788,-0.2486776
