"Freq [GHz]","dB(S(1,1)) []"
1,-1.74502325476356
1.0007272727273,-1.74510634177831
1.0014545454546,-1.74518852359729
1.0021818181819,-1.74526980679829
1.0029090909092,-1.74535019799017
1.0036363636365,-1.74542970381259
1.0043636363638,-1.74550833093577
1.0050909090911,-1.74558608606024
1.0058181818184,-1.74566297591656
1.0065454545457,-1.74573900726512
1.007272727273,-1.74581418689583
1.0080000000003,-1.74588852162788
1.0087272727276,-1.7459620183095
1.0094545454549,-1.74603468381765
1.0101818181822,-1.74610652505781
1.0109090909095,-1.74617754896368
1.0116363636368,-1.74624776249693
1.0123636363641,-1.74631717264692
1.0130909090914,-1.74638578643044
1.0138181818187,-1.74645361089142
1.014545454546,-1.74652065310069
1.0152727272733,-1.74658692015569
1.0160000000006,-1.74665241918018
1.0167272727279,-1.74671715732397
1.0174545454552,-1.74678114176266
1.0181818181825,-1.74684437969733
1.0189090909098,-1.74690687835429
1.0196363636371,-1.74696864498478
1.0203636363644,-1.74702968686466
1.0210909090917,-1.74709001129418
1.021818181819,-1.74714962559765
1.0225454545463,-1.74720853712317
1.0232727272736,-1.74726675324231
1.0240000000009,-1.74732428134987
1.0247272727282,-1.74738112886355
1.0254545454555,-1.74743730322366
1.0261818181828,-1.74749281189284
1.0269090909101,-1.74754766235574
1.0276363636374,-1.74760186211874
1.0283636363647,-1.74765541870964
1.029090909092,-1.74770833967737
1.0298181818193,-1.74776063259169
1.0305454545466,-1.74781230504286
1.0312727272739,-1.74786336464137
1.0320000000012,-1.7479138190176
1.0327272727285,-1.74796367582157
1.0334545454558,-1.74801294272255
1.0341818181831,-1.74806162740881
1.0349090909104,-1.74810973758732
1.0356363636377,-1.74815728098337
1.036363636365,-1.74820426534035
1.0370909090923,-1.74825069841933
1.0378181818196,-1.74829658799884
1.0385454545469,-1.74834194187452
1.0392727272742,-1.74838676785877
1.0400000000015,-1.74843107378048
1.0407272727288,-1.7484748674847
1.0414545454561,-1.74851815683229
1.0421818181834,-1.74856094969964
1.0429090909107,-1.74860325397832
1.043636363638,-1.74864507757476
1.0443636363653,-1.74868642840994
1.0450909090926,-1.74872731441906
1.0458181818199,-1.74876774355121
1.0465454545472,-1.74880772376902
1.0472727272745,-1.7488472630484
1.0480000000018,-1.74888636937813
1.0487272727291,-1.74892505075959
1.0494545454564,-1.7489633152064
1.0501818181837,-1.7490011707441
1.050909090911,-1.74903862540981
1.0516363636383,-1.74907568725191
1.0523636363656,-1.74911236432969
1.0530909090929,-1.74914866471303
1.0538181818202,-1.74918459648207
1.0545454545475,-1.74922016772684
1.0552727272748,-1.74925538654696
1.0560000000021,-1.7492902610513
1.0567272727294,-1.74932479935762
1.0574545454567,-1.74935900959224
1.058181818184,-1.74939289988973
1.0589090909113,-1.74942647839251
1.0596363636386,-1.74945975325056
1.0603636363659,-1.74949273262107
1.0610909090932,-1.74952542466809
1.0618181818205,-1.74955783756218
1.0625454545478,-1.74958997948008
1.0632727272751,-1.74962185860438
1.0640000000024,-1.74965348312312
1.0647272727297,-1.74968486122953
1.065454545457,-1.74971600112162
1.0661818181843,-1.74974691100186
1.0669090909116,-1.74977759907681
1.0676363636389,-1.74980807355682
1.0683636363662,-1.74983834265565
1.0690909090935,-1.74986841459013
1.0698181818208,-1.7498982975798
1.0705454545481,-1.74992799984659
1.0712727272754,-1.74995752961445
1.0720000000027,-1.74998689510902
1.07272727273,-1.75001610455726
1.0734545454573,-1.7500451661871
1.0741818181846,-1.75007408822713
1.0749090909119,-1.75010287890619
1.0756363636392,-1.75013154645309
1.0763636363665,-1.75016009909618
1.0770909090938,-1.75018854506308
1.0778181818211,-1.75021689258028
1.0785454545484,-1.75024514987279
1.0792727272757,-1.75027332516382
1.080000000003,-1.7503014266744
1.0807272727303,-1.75032946262302
1.0814545454576,-1.75035744122535
1.0821818181849,-1.75038537069379
1.0829090909122,-1.75041325923718
1.0836363636395,-1.75044111506045
1.0843636363668,-1.75046894636423
1.0850909090941,-1.75049676134455
1.0858181818214,-1.75052456819243
1.0865454545487,-1.75055237509358
1.087272727276,-1.75058019022804
1.0880000000033,-1.75060802176978
1.0887272727306,-1.75063587788643
1.0894545454579,-1.75066376673886
1.0901818181852,-1.75069169648085
1.0909090909125,-1.75071967525878
1.0916363636398,-1.75074771121121
1.0923636363671,-1.75077581246857
1.0930909090944,-1.75080398715282
1.0938181818217,-1.75083224337706
1.094545454549,-1.75086058924521
1.0952727272763,-1.75088903285168
1.0960000000036,-1.75091758228097
1.0967272727309,-1.75094624560735
1.0974545454582,-1.7509750308945
1.0981818181855,-1.75100394619518
1.0989090909128,-1.75103299955088
1.0996363636401,-1.75106219899145
1.1003636363674,-1.75109155253476
1.1010909090947,-1.75112106818638
1.101818181822,-1.75115075393919
1.1025454545493,-1.75118061777307
1.1032727272766,-1.75121066765454
1.1040000000039,-1.75124091153641
1.1047272727312,-1.75127135735744
1.1054545454585,-1.751302013042
1.1061818181858,-1.75133288649972
1.1069090909131,-1.75136398562515
1.1076363636404,-1.75139531829743
1.1083636363677,-1.75142689237991
1.109090909095,-1.75145871571984
1.1098181818223,-1.75149079614803
1.1105454545496,-1.75152314147849
1.1112727272769,-1.75155575950811
1.1120000000042,-1.75158865801631
1.1127272727315,-1.75162184476471
1.1134545454588,-1.75165532749676
1.1141818181861,-1.75168911393744
1.1149090909134,-1.75172321179294
1.1156363636407,-1.75175762875027
1.116363636368,-1.75179237247693
1.1170909090953,-1.75182745062066
1.1178181818226,-1.75186287080896
1.1185454545499,-1.75189864064892
