!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Wednesday, March 09, 2016 18:23:21
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S21 Phase(°),S11 SMITH Real(Ohm),S11 SMITH Imag(Ohm)
1214545454.5455,0.14525178,-91.69162,-108.52168,-3408.3955,2960.4143
1215272727.2727,0.14745221,-93.97023,66.465271,-3362.9609,2915.4609
1216000000,0.14289644,-92.906815,-120.74989,-3419.9451,3015.1812
1216727272.7273,0.1426236,-88.784973,-141.0103,-3529.1221,3006.22
1217454545.4545,0.14033349,-101.55694,-90.035713,-3546.5598,3061.4741
1218181818.1818,0.14215347,-101.45257,1.3255589,-3680.9009,2990.2493
1218909090.9091,0.14366123,-91.713264,-160.8062,-3584.679,2970.3279
1219636363.6364,0.14191,-102.67375,64.447037,-3697.8088,2993.1443
1220363636.3636,0.13879439,-98.898323,153.48839,-3624.5688,3089.4727
1221090909.0909,0.13973883,-80.85125,161.76083,-3741.5581,3042.5378
1221818181.8182,0.13878715,-87.082405,-179.35472,-3792.3359,3058.0645
1222545454.5455,0.13280731,-91.896004,122.5743,-3819.135,3223.6062
1223272727.2727,0.13251591,-84.887093,140.68909,-3874.6208,3222.3252
1224000000,0.12921064,-88.127884,130.67737,-3833.1863,3327.7324
1224727272.7273,0.12874997,-92.932137,146.77054,-4140.9272,3284.5552
1225454545.4545,0.12850235,-91.16555,117.49204,-4012.5957,3319.7871
1226181818.1818,0.12501903,-93.338638,-87.369301,-4133.2993,3410.5793
1226909090.9091,0.1258056,-95.789124,97.863083,-4112.7588,3388.2256
1227636363.6364,0.11855346,-99.468185,96.332855,-4196.5942,3624.1692
1228363636.3636,0.12304484,-101.31322,-33.995766,-4139.3379,3476.4119
1229090909.0909,0.11513164,-93.899788,-55.229202,-4124.0361,3755.6174
1229818181.8182,0.11779878,-91.775574,-150.39633,-4348.6069,3626.7788
1230545454.5455,0.11482593,-86.227875,-149.07637,-4359.1548,3737.8562
1231272727.2727,0.11708029,-96.626877,42.785316,-4636.1055,3591.6848
1232000000,0.11236973,-94.315445,139.83427,-4524.4683,3808.0974
1232727272.7273,0.11188339,-99.137848,113.73356,-4576.105,3818.978
1233454545.4545,0.1085729,-88.296959,87.590637,-4784.5596,3922.2712
1234181818.1818,0.11223171,-95.376816,17.544863,-4667.8789,3786.3293
1234909090.9091,0.1083307,-102.66934,-110.32018,-4760.0942,3937.9089
1235636363.6364,0.11001957,-119.51483,87.975922,-4815.4165,3850.7573
1236363636.3636,0.11201088,-91.907028,-21.25498,-4925.9688,3732.6802
1237090909.0909,0.11257518,-94.775925,37.549339,-4875.4521,3721.1262
1237818181.8182,0.10693945,-91.154739,17.189352,-4861.418,3981.4275
1238545454.5455,0.10899742,-93.094063,-53.649578,-5056.9556,3837.3379
1239272727.2727,0.10408593,-101.70181,128.42358,-5149.7432,4056.3416
1240000000,0.095634155,-113.83116,-81.220848,-5139.9443,4501.4946
1240727272.7273,0.10255583,-86.096634,-159.11755,-5250.1704,4111.1074
1241454545.4545,0.10388955,-90.652031,98.452042,-5177.9238,4059.522
1242181818.1818,0.099438339,-88.335991,-163.18694,-5344.2354,4256.7969
1242909090.9091,0.09526448,-100.86073,3.193047,-5294.4712,4499.021
1243636363.6364,0.09966287,-91.304825,165.51132,-5514.9678,4201.0928
1244363636.3636,0.095312037,-87.450844,126.4754,-5497.7256,4458.2388
1245090909.0909,0.095681302,-91.508743,62.103859,-5457.6689,4444.9678
1245818181.8182,0.10302819,-108.04877,-139.57158,-5559.3652,3995.2366
1246545454.5455,0.096852988,-92.420082,124.66724,-5644.2896,4331.3101
1247272727.2727,0.093815804,-87.478615,-154.24384,-5574.0293,4531.73
1248000000,0.091420725,-97.695007,131.70845,-5796.8403,4633.7886
1248727272.7273,0.09233629,-101.01411,-75.415253,-6059.2012,4503.7124
1249454545.4545,0.092019387,-91.208145,-82.915855,-6018.918,4537.1792
1250181818.1818,0.090293221,-93.319199,-51.290985,-6079.5923,4639.1489
1250909090.9091,0.084895067,-97.84227,-147.96033,-6378.0654,4957.4106
1251636363.6364,0.087331638,-86.055336,119.16637,-6279.4844,4798.1875
1252363636.3636,0.088364385,-95.430817,106.96179,-6471.0459,4661.8911
1253090909.0909,0.084791198,-85.912163,100.6108,-6462.6943,4943.2886
1253818181.8182,0.081019275,-88.169289,-150.78806,-6847.188,5150.0264
1254545454.5455,0.081353091,-82.783875,117.67111,-7116.5186,5033.5254
1255272727.2727,0.081777886,-93.37886,94.09037,-7231.5322,4951.0723
