!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Wednesday, March 09, 2016 18:28:01
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S21 Phase(�),S11 SMITH Real(Ohm),S11 SMITH Imag(Ohm)
1902545454.5455,-45.566093,-0.1373152,-58.805916,49.561424,-0.28775942
1903272727.2727,-44.725132,-0.14214316,-58.828182,49.527378,-0.33217913
1904000000,-44.914207,-0.14065008,-58.818005,49.531487,-0.31625995
1904727272.7273,-45.578991,-0.13892139,-58.792488,49.545696,-0.26049805
1905454545.4545,-44.977043,-0.13703951,-58.801762,49.549667,-0.33504081
1906181818.1818,-44.860527,-0.13728188,-58.817402,49.542149,-0.33755255
1906909090.9091,-45.182129,-0.1389852,-58.812206,49.568527,-0.33832484
1907636363.6364,-45.05946,-0.13501552,-58.826561,49.563473,-0.34446672
1908363636.3636,-45.017452,-0.13413483,-58.847729,49.566013,-0.35198054
1909090909.0909,-44.757099,-0.13804875,-58.847912,49.530941,-0.33357832
1909818181.8182,-45.54475,-0.13638705,-58.855141,49.605133,-0.34761095
1910545454.5455,-44.720703,-0.13355291,-58.876305,49.523384,-0.3269079
1911272727.2727,-45.731705,-0.13317806,-58.881847,49.583828,-0.30295092
1912000000,-45.492504,-0.13485019,-58.88216,49.571537,-0.31037909
1912727272.7273,-45.320225,-0.13087475,-58.900124,49.576698,-0.33479279
1913454545.4545,-44.455044,-0.13909304,-58.931549,49.520962,-0.35440406
1914181818.1818,-44.689175,-0.13302384,-58.934727,49.542408,-0.35665482
1914909090.9091,-44.386444,-0.13417725,-58.950878,49.512569,-0.35083613
1915636363.6364,-44.413971,-0.13817355,-58.955006,49.491318,-0.31541505
1916363636.3636,-44.059711,-0.13683596,-58.960571,49.454422,-0.30124086
1917090909.0909,-44.532356,-0.13416773,-58.966869,49.519028,-0.34273374
1917818181.8182,-44.377831,-0.13631441,-58.969845,49.512024,-0.35108936
1918545454.5455,-44.387543,-0.13420802,-58.984222,49.498642,-0.33033335
1919272727.2727,-44.956978,-0.13704479,-58.985397,49.519585,-0.29243207
1920000000,-44.687351,-0.13575637,-58.966251,49.492393,-0.28058827
1920727272.7273,-44.221546,-0.13791725,-58.995972,49.489471,-0.33737013
1921454545.4545,-44.198536,-0.13719405,-58.974369,49.463634,-0.2975986
1922181818.1818,-44.496777,-0.13265817,-59.004993,49.474995,-0.27518862
1922909090.9091,-43.93475,-0.13321607,-58.980106,49.450394,-0.31247956
1923636363.6364,-44.49472,-0.13879216,-58.999619,49.47802,-0.28121996
1924363636.3636,-44.927013,-0.13333963,-58.992039,49.476551,-0.21031933
1925090909.0909,-44.415924,-0.13015375,-59.009537,49.449062,-0.23290892
1925818181.8182,-44.531013,-0.13505399,-58.988617,49.462914,-0.24507138
1926545454.5455,-44.288353,-0.13226551,-59.011898,49.447979,-0.25240326
1927272727.2727,-44.110752,-0.13529962,-59.023033,49.419956,-0.21712428
1928000000,-44.577564,-0.13210568,-59.018482,49.436031,-0.16295016
1928727272.7273,-44.446796,-0.13565245,-59.021297,49.42749,-0.16527233
1929454545.4545,-45.086475,-0.1363591,-59.048046,49.477997,-0.18514696
1930181818.1818,-45.281223,-0.13879813,-59.05571,49.481216,-0.15555216
1930909090.9091,-45.938725,-0.13489167,-59.021347,49.529041,-0.17481536
1931636363.6364,-45.394371,-0.13355644,-59.035648,49.507202,-0.20758237
1932363636.3636,-45.074532,-0.13441271,-59.047226,49.492119,-0.22305928
1933090909.0909,-45.452572,-0.13135158,-59.033195,49.515972,-0.21886238
1933818181.8182,-45.865803,-0.13397963,-59.029652,49.526188,-0.17922597
1934545454.5455,-45.319489,-0.1341473,-59.039036,49.496086,-0.19212781
1935272727.2727,-44.490082,-0.13184187,-59.052948,49.442089,-0.20100912
1936000000,-45.127537,-0.1307665,-59.03603,49.467888,-0.1437766
1936727272.7273,-44.948872,-0.1316319,-59.031258,49.455349,-0.14089088
1937454545.4545,-45.356953,-0.1317355,-59.03804,49.481712,-0.14016333
1938181818.1818,-45.460403,-0.12774336,-59.015999,49.501553,-0.18205431
1938909090.9091,-44.161701,-0.12929572,-59.022007,49.410515,-0.17764601
1939636363.6364,-44.874584,-0.12674786,-59.036228,49.463551,-0.18501881
1940363636.3636,-45.283607,-0.12581106,-59.065762,49.484825,-0.1667088
1941090909.0909,-45.163486,-0.12166756,-59.059513,49.489056,-0.20095043
1941818181.8182,-44.708714,-0.12225121,-59.068199,49.457733,-0.20113026
1942545454.5455,-45.012924,-0.11899631,-59.081825,49.479618,-0.20301855
1943272727.2727,-44.735771,-0.12013249,-59.077511,49.443859,-0.15180869
1944000000,-44.647202,-0.11960816,-59.110744,49.436035,-0.14518926
1944727272.7273,-44.314423,-0.12003429,-59.112686,49.411854,-0.14158747
1945454545.4545,-45.041271,-0.11591252,-59.126995,49.452343,-0.099433437
1946181818.1818,-44.470924,-0.11167748,-59.147678,49.420773,-0.13255762
1946909090.9091,-44.763977,-0.11963036,-59.139889,49.433113,-0.093563423
1947636363.6364,-44.394398,-0.11618119,-59.182217,49.411213,-0.112294
1948363636.3636,-43.925037,-0.11909012,-59.192852,49.370853,-0.064283162
1949090909.0909,-43.846428,-0.11493669,-59.186848,49.370819,-0.10673157
1949818181.8182,-43.482414,-0.12358173,-59.222801,49.334877,-0.012820349
1950545454.5455,-44.072083,-0.11691411,-59.209373,49.379658,-0.043421313
1951272727.2727,-44.037277,-0.11540118,-59.209831,49.376781,-0.037376162
1952000000,-43.714211,-0.11644428,-59.217796,49.352859,-0.030216897
1952727272.7273,-43.761292,-0.11565363,-59.223282,49.356445,-0.032324947
1953454545.4545,-43.805317,-0.11631626,-59.216988,49.361786,-0.061188608
1954181818.1818,-43.591103,-0.11402811,-59.202347,49.346142,-0.064607345
1954909090.9091,-44.181606,-0.11293709,-59.214478,49.385944,0.0080712326
1955636363.6364,-43.764626,-0.1149545,-59.214005,49.355907,0.0052118497
1956363636.3636,-43.878223,-0.11199655,-59.210541,49.36441,0.01629309
1957090909.0909,-44.181808,-0.1086136,-59.206295,49.385921,0.0038278042
1957818181.8182,-43.634586,-0.11185571,-59.185085,49.347908,0.046912361
1958545454.5455,-43.524647,-0.10783931,-59.209778,49.344093,0.090207227
1959272727.2727,-43.618889,-0.10765984,-59.212181,49.346313,0.040617127
1960000000,-43.852783,-0.10679556,-59.20882,49.362366,0.0050563458
1960727272.7273,-43.897785,-0.10418139,-59.234146,49.367855,0.053286679
1961454545.4545,-43.595539,-0.1045418,-59.231613,49.344669,0.042438842
1962181818.1818,-43.287949,-0.10471436,-59.245842,49.32449,0.079999372
1962909090.9091,-43.528847,-0.10474213,-59.246647,49.342808,0.077547163
1963636363.6364,-43.866581,-0.10172505,-59.23991,49.374252,0.11766453
1964363636.3636,-44.021839,-0.10163497,-59.236675,49.382858,0.1018454
1965090909.0909,-43.918972,-0.10236536,-59.237671,49.384315,0.14681935
1965818181.8182,-44.251469,-0.099421971,-59.226162,49.404255,0.12780347
1966545454.5455,-44.10078,-0.099248372,-59.264324,49.387447,0.094883963
1967272727.2727,-44.476547,-0.098214716,-59.256783,49.424656,0.14706196
1968000000,-44.531124,-0.092385873,-59.267746,49.421303,0.11542973
1968727272.7273,-44.052425,-0.091507651,-59.266418,49.391388,0.13473161
1969454545.4545,-44.067314,-0.088671982,-59.269009,49.396961,0.15366861
1970181818.1818,-43.674622,-0.088149138,-59.256893,49.366302,0.14860824
1970909090.9091,-44.055599,-0.085791819,-59.288063,49.391663,0.13492899
1971636363.6364,-44.603313,-0.084806316,-59.289791,49.434509,0.15096557
1972363636.3636,-44.038155,-0.084213033,-59.302208,49.390854,0.13701966
1973090909.0909,-43.859192,-0.080445729,-59.273331,49.380314,0.14876863
1973818181.8182,-43.593754,-0.081562474,-59.325146,49.366127,0.17269959
1974545454.5455,-44.100418,-0.080005772,-59.309128,49.405327,0.17539026
1975272727.2727,-44.059589,-0.075091593,-59.346157,49.385578,0.10176799
1976000000,-43.892918,-0.075828426,-59.322666,49.375999,0.1165831
1976727272.7273,-43.603985,-0.075924985,-59.334358,49.378456,0.21070558
1977454545.4545,-43.778805,-0.075289503,-59.365456,49.390568,0.20593214
1978181818.1818,-43.771187,-0.070794828,-59.388176,49.397121,0.22614659
1978909090.9091,-43.810921,-0.072345234,-59.373619,49.397274,0.21805026
1979636363.6364,-43.555084,-0.070815288,-59.410217,49.364098,0.17633507
1980363636.3636,-43.244034,-0.068416394,-59.408489,49.345104,0.19679542
1981090909.0909,-43.81221,-0.067030638,-59.399097,49.382557,0.17130744
1981818181.8182,-43.552528,-0.070099339,-59.443909,49.370758,0.19957633
1982545454.5455,-42.744778,-0.067957453,-59.436123,49.329502,0.27359524
1983272727.2727,-42.83923,-0.068427064,-59.438423,49.334534,0.26522604
1984000000,-42.881832,-0.061453152,-59.454372,49.329151,0.24101681
1984727272.7273,-42.319111,-0.064120144,-59.463367,49.292744,0.27889514
1985454545.4545,-42.239826,-0.060858041,-59.455212,49.293503,0.29919174
1986181818.1818,-42.589947,-0.060637433,-59.45821,49.320843,0.28654298
1986909090.9091,-42.554478,-0.058024935,-59.437939,49.345139,0.3453263
1987636363.6364,-42.432671,-0.057344023,-59.452309,49.327866,0.3342405
1988363636.3636,-42.266006,-0.055326067,-59.457813,49.324783,0.35996357
1989090909.0909,-42.005047,-0.051049639,-59.413364,49.293392,0.34937632
1989818181.8182,-41.973686,-0.049160421,-59.427761,49.309315,0.38602677
1990545454.5455,-41.852585,-0.047589798,-59.442394,49.311729,0.41241422
1991272727.2727,-42.18927,-0.047184251,-59.445747,49.360023,0.43219137
1992000000,-42.229671,-0.04645969,-59.466129,49.354832,0.41776276
1992727272.7273,-42.046524,-0.044395816,-59.499153,49.350857,0.4413403
1993454545.4545,-42.131794,-0.042770728,-59.482738,49.364975,0.44844249
1994181818.1818,-42.021774,-0.040234614,-59.507469,49.363995,0.46406043
1994909090.9091,-41.929142,-0.036839213,-59.514786,49.349247,0.45776629
1995636363.6364,-42.047653,-0.03499214,-59.53191,49.368523,0.46633399
1996363636.3636,-42.099358,-0.033844844,-59.54705,49.369034,0.45915353
1997090909.0909,-42.376556,-0.029688811,-59.559921,49.413185,0.47690919
1997818181.8182,-42.072403,-0.032709502,-59.595745,49.402328,0.50590408
1998545454.5455,-42.140327,-0.031111106,-59.591427,49.403473,0.49779671
1999272727.2727,-42.082317,-0.02595575,-59.611694,49.375324,0.47031352
2000000000,-41.912231,-0.027769359,-59.612213,49.364044,0.48088375
2000727272.7273,-41.77409,-0.029087679,-59.636787,49.348595,0.48136139
2001454545.4545,-41.724953,-0.027113222,-59.61758,49.369328,0.51578391
2002181818.1818,-41.457333,-0.024275269,-59.616543,49.331932,0.50903577
2002909090.9091,-41.624153,-0.024253409,-59.635399,49.371265,0.53299731
2003636363.6364,-41.6437,-0.026978806,-59.647667,49.370716,0.52946037
2004363636.3636,-41.686867,-0.022370487,-59.647625,49.384521,0.53946072
2005090909.0909,-41.306873,-0.021329854,-59.666553,49.359901,0.56656379
2005818181.8182,-42.02253,-0.017915377,-59.671089,49.385509,0.49236083
2006545454.5455,-41.759659,-0.015104661,-59.676491,49.387657,0.53270537
2007272727.2727,-41.525215,-0.010810077,-59.678047,49.327961,0.49274457
2008000000,-40.954166,-0.0069237072,-59.697781,49.292988,0.54000306
2008727272.7273,-41.323002,-0.0054213689,-59.719028,49.337093,0.53686768
2009454545.4545,-40.964371,-0.0030017355,-59.710354,49.281223,0.52228022
2010181818.1818,-41.023003,-0.0041976999,-59.732914,49.303371,0.54211974
2010909090.9091,-40.707378,-0.0020881938,-59.773533,49.304806,0.59552759
2011636363.6364,-41.004604,0.000318312,-59.749607,49.336205,0.58513987
2012363636.3636,-40.477615,-0.00055106671,-59.791264,49.30851,0.63670415
2013090909.0909,-40.82296,0.00087714981,-59.830956,49.335876,0.61269647
2013818181.8182,-40.73037,0.0066070519,-59.80479,49.319305,0.60862911
2014545454.5455,-40.648415,0.0024392982,-59.811672,49.323544,0.6262064
2015272727.2727,-40.140423,0.0074258549,-59.815258,49.290871,0.67207456
2016000000,-40.290482,0.0071276939,-59.828461,49.2985,0.65586621
2016727272.7273,-40.062485,0.0094073415,-59.84605,49.301357,0.69565469
2017454545.4545,-40.651375,0.013536802,-59.853584,49.369961,0.67305124
2018181818.1818,-40.217293,0.013231942,-59.846146,49.314774,0.68462676
2018909090.9091,-40.15667,0.012891197,-59.835857,49.346848,0.72487861
2019636363.6364,-40.711643,0.019100646,-59.853611,49.422672,0.71121144
2020363636.3636,-40.612457,0.025017792,-59.85611,49.431507,0.73176903
2021090909.0909,-40.267063,0.023869222,-59.877693,49.395874,0.75107461
2021818181.8182,-40.369934,0.024808448,-59.878925,49.41156,0.74923861
2022545454.5455,-40.815239,0.031619862,-59.87505,49.458775,0.72596341
2023272727.2727,-40.330265,0.033569772,-59.868069,49.399628,0.7451731
2024000000,-40.562225,0.037405048,-59.920185,49.427822,0.73566967
2024727272.7273,-40.556984,0.039762229,-59.918571,49.464798,0.76410252
2025454545.4545,-40.84264,0.041850902,-59.92556,49.499886,0.75189596
2026181818.1818,-40.409775,0.046964362,-59.948162,49.469788,0.78693724
2026909090.9091,-40.72263,0.048436861,-59.95924,49.483829,0.75605005
2027636363.6364,-40.614208,0.050674595,-60.004128,49.466194,0.75761348
2028363636.3636,-41.161915,0.059968673,-59.992245,49.520828,0.72689748
2029090909.0909,-41.225662,0.056863796,-60.055649,49.546677,0.73608959
2029818181.8182,-41.046677,0.056237701,-60.055599,49.513428,0.73586565
2030545454.5455,-41.135468,0.061614215,-60.080051,49.522385,0.7311098
2031272727.2727,-41.149288,0.06157114,-60.106327,49.553837,0.74942511
2032000000,-40.910324,0.063539103,-60.120125,49.561611,0.78209454
2032727272.7273,-41.388504,0.067513466,-60.141243,49.576504,0.73546457
2033454545.4545,-41.514431,0.067758985,-60.156364,49.599476,0.73455864
2034181818.1818,-41.739426,0.070579335,-60.136757,49.608685,0.71529508
2034909090.9091,-41.365353,0.073216297,-60.173981,49.587307,0.74427682
2035636363.6364,-41.367435,0.076122127,-60.167965,49.600143,0.75114465
2036363636.3636,-41.648365,0.076988094,-60.180195,49.639,0.74091673
2037090909.0909,-41.585976,0.080061041,-60.195824,49.628895,0.74246001
2037818181.8182,-41.620327,0.083004691,-60.243389,49.614204,0.73109257
2038545454.5455,-41.480202,0.081395648,-60.214947,49.622856,0.75075239
2039272727.2727,-41.445694,0.087100267,-60.24675,49.617992,0.7519964
2040000000,-42.05761,0.090408422,-60.247494,49.679928,0.71850449
2040727272.7273,-41.821793,0.094374195,-60.252338,49.666248,0.73596889
2041454545.4545,-41.964314,0.096123219,-60.275204,49.663364,0.72013718
2042181818.1818,-42.06176,0.099554382,-60.268867,49.647514,0.70246226
2042909090.9091,-42.345772,0.1021671,-60.334431,49.656464,0.67873651
2043636363.6364,-41.725651,0.1073498,-60.309929,49.762806,0.78275037
2044363636.3636,-41.918606,0.10691138,-60.356075,49.690784,0.73711884
2045090909.0909,-41.906319,0.11205862,-60.359085,49.728985,0.75353307
2045818181.8182,-41.626839,0.11548274,-60.399158,49.745514,0.78698945
2046545454.5455,-41.959591,0.11773276,-60.41629,49.724731,0.74673694
2047272727.2727,-42.011337,0.12471516,-60.429848,49.756779,0.75308353
2048000000,-42.11668,0.12613337,-60.455399,49.739311,0.73696017
2048727272.7273,-41.971546,0.12599263,-60.479107,49.756424,0.75678331
2049454545.4545,-41.700489,0.12978995,-60.516453,49.738609,0.77729875
2050181818.1818,-41.889408,0.13309935,-60.535549,49.734314,0.75712693
2050909090.9091,-41.933567,0.13537641,-60.562515,49.773819,0.76594281
2051636363.6364,-41.867535,0.13773708,-60.571846,49.829609,0.78695083
2052363636.3636,-42.247147,0.14323364,-60.562775,49.813469,0.74771094
2053090909.0909,-42.411949,0.13965817,-60.610062,49.841137,0.73948026
2053818181.8182,-42.683105,0.14314589,-60.631821,49.897526,0.72632456
2054545454.5455,-42.643002,0.14952414,-60.605759,49.907635,0.73117697
2055272727.2727,-42.936016,0.15195848,-60.611229,49.884396,0.70293099
2056000000,-42.724655,0.15339641,-60.664909,49.876316,0.71930611
2056727272.7273,-42.778416,0.16201037,-60.65102,49.929497,0.72231281
2057454545.4545,-43.045753,0.16498858,-60.656334,49.937469,0.70102012
2058181818.1818,-42.931133,0.16784221,-60.698021,49.945728,0.71114361
2058909090.9091,-42.868317,0.17065425,-60.74176,49.892838,0.70996636
2059636363.6364,-43.111584,0.17129518,-60.725491,49.947605,0.69659233
2060363636.3636,-42.700691,0.17564107,-60.753822,49.94191,0.73005235
2061090909.0909,-43.324444,0.1836331,-60.809494,49.990547,0.68187571
2061818181.8182,-43.241989,0.18327795,-60.817951,49.949108,0.68627602
2062545454.5455,-43.446514,0.18869613,-60.840267,49.974339,0.67182481
2063272727.2727,-43.689102,0.18792276,-60.862347,49.95089,0.65179563
2064000000,-43.43248,0.18906468,-60.898235,49.97261,0.67283297
2064727272.7273,-43.446491,0.19109492,-60.93763,49.981655,0.67211527
2065454545.4545,-43.937382,0.1927231,-60.963284,50.008316,0.63553381
2066181818.1818,-43.699524,0.19927511,-60.961399,49.993767,0.65310979
2066909090.9091,-44.651855,0.19606274,-60.972702,50.054668,0.5831117
2067636363.6364,-44.381458,0.19721721,-61.016792,50.034843,0.60306299
2068363636.3636,-44.765675,0.19955109,-61.046249,49.979733,0.57725519
2069090909.0909,-44.296024,0.20405561,-61.059711,50.003338,0.60983855
2069818181.8182,-44.380508,0.20667595,-61.074944,50.009949,0.60390258
2070545454.5455,-44.506046,0.2089247,-61.112381,50.052959,0.59321421
2071272727.2727,-44.36623,0.21172264,-61.145256,50.020443,0.60469609
2072000000,-44.359783,0.21207058,-61.15947,50.032692,0.60468185
2072727272.7273,-44.971844,0.21563703,-61.162815,50.023605,0.56381577
2073454545.4545,-44.225334,0.21345432,-61.179131,50.028294,0.61433369
2074181818.1818,-44.729717,0.22132811,-61.209507,50.035,0.57927161
2074909090.9091,-44.855244,0.22339679,-61.2393,50.023491,0.5714525
2075636363.6364,-44.703342,0.23098204,-61.223309,50.048267,0.58016598
2076363636.3636,-44.926662,0.22782607,-61.255009,50.062943,0.56397372
2077090909.0909,-45.635117,0.23395512,-61.304234,50.009598,0.52265924
2077818181.8182,-44.733452,0.23522006,-61.305927,50.036095,0.57896066
2078545454.5455,-44.596069,0.24656637,-61.332893,50.081383,0.58395618
2079272727.2727,-44.860813,0.24379253,-61.351055,50.057457,0.56886822
2080000000,-44.124371,0.2449753,-61.390846,50.068527,0.61864179
2080727272.7273,-45.528667,0.25133601,-61.418701,50.09877,0.52037328
2081454545.4545,-45.345562,0.25237647,-61.452477,50.108826,0.52994508
2082181818.1818,-45.307133,0.25952676,-61.462715,50.124317,0.52907771
2082909090.9091,-44.90654,0.25857744,-61.497097,50.086315,0.56233823
2083636363.6364,-45.26709,0.26087499,-61.521194,50.100262,0.53657997
2084363636.3636,-45.187424,0.26595119,-61.54142,50.083958,0.54437029
2085090909.0909,-45.472786,0.26929206,-61.574402,50.105141,0.52264661
2085818181.8182,-45.646999,0.27248368,-61.59623,50.047886,0.52003235
2086545454.5455,-45.471966,0.27650541,-61.6325,50.138695,0.5149985
2087272727.2727,-45.484886,0.28179675,-61.63707,50.116055,0.51963085
2088000000,-46.218319,0.28519493,-61.679424,50.097446,0.47942466
2088727272.7273,-46.293549,0.29410371,-61.699741,50.140434,0.46445167
2089454545.4545,-46.421909,0.28627402,-61.735859,50.129032,0.4603025
2090181818.1818,-47.241348,0.29532033,-61.732273,50.116962,0.41893405
2090909090.9091,-46.136414,0.29811147,-61.751152,50.113487,0.48072875
2091636363.6364,-46.775078,0.3028287,-61.775318,50.111729,0.44510993
2092363636.3636,-46.988216,0.30323437,-61.801975,50.109406,0.43421173
2093090909.0909,-46.754181,0.30876395,-61.843128,50.099651,0.44904268
2093818181.8182,-46.370274,0.3072024,-61.845821,50.10183,0.46985745
2094545454.5455,-46.786488,0.31539387,-61.920883,50.068604,0.45295227
2095272727.2727,-47.547562,0.3124325,-61.941177,50.113575,0.40421984
2096000000,-46.592243,0.32062322,-61.969086,50.053501,0.46534306
2096727272.7273,-47.721874,0.32079116,-62.016411,50.09005,0.4014594
2097454545.4545,-47.972752,0.32698423,-62.075104,50.055397,0.39572349
2098181818.1818,-47.653885,0.32477698,-62.080688,50.044697,0.41206303
2098909090.9091,-46.996983,0.32956704,-62.122635,50.065083,0.44237146
2099636363.6364,-47.580429,0.32740763,-62.167522,50.044991,0.41557288
2100363636.3636,-48.889858,0.32627562,-62.183247,50.070835,0.35255206
2101090909.0909,-48.289482,0.33114418,-62.246494,50.028168,0.38413745
2101818181.8182,-47.932625,0.33022168,-62.252537,50.063652,0.39638793
2102545454.5455,-48.148399,0.33005506,-62.278252,50.083572,0.38267395
2103272727.2727,-47.831482,0.33204615,-62.325714,50.044571,0.40363705
2104000000,-48.11771,0.33515349,-62.325062,50.050236,0.38972488
2104727272.7273,-48.445713,0.33969086,-62.355762,50.012039,0.37805033
2105454545.4545,-47.984509,0.34418803,-62.388008,49.99799,0.39880791
2106181818.1818,-47.465443,0.34471539,-62.42461,50.016548,0.42312792
2106909090.9091,-48.178925,0.34752581,-62.447041,49.976063,0.38916433
2107636363.6364,-48.790974,0.34759858,-62.466499,49.984219,0.36305788
2108363636.3636,-48.577106,0.34994075,-62.484737,50.00404,0.37251151
2109090909.0909,-47.778805,0.35959566,-62.509769,49.978985,0.40775192
2109818181.8182,-48.740627,0.35994333,-62.565838,49.976875,0.36475399
2110545454.5455,-48.869869,0.3648814,-62.599709,50.004948,0.36015537
2111272727.2727,-49.166378,0.36555767,-62.627338,49.987652,0.34782168
2112000000,-47.529293,0.36366099,-62.661442,49.983768,0.4198986
2112727272.7273,-47.371464,0.37029266,-62.697571,50.00251,0.4279905
2113454545.4545,-47.945122,0.374244,-62.759945,50.021099,0.40016231
2114181818.1818,-48.192875,0.37844667,-62.781815,50.00119,0.38937017
2114909090.9091,-47.621006,0.37600857,-62.827209,49.96114,0.41388389
2115636363.6364,-48.30254,0.38373712,-62.878796,49.968998,0.38311064
2116363636.3636,-48.410767,0.38118559,-62.908325,49.902042,0.36648357
2117090909.0909,-47.737984,0.3828029,-62.922417,49.926216,0.40330622
2117818181.8182,-48.847527,0.39024115,-62.946499,49.948299,0.35719046
2118545454.5455,-49.316433,0.38727525,-63.006039,49.940319,0.33666804
2119272727.2727,-48.792625,0.39434105,-63.035995,49.933228,0.35695487
2120000000,-49.01619,0.3960962,-63.063145,49.945984,0.34981716
2120727272.7273,-48.836731,0.39640054,-63.097111,49.920509,0.35240757
2121454545.4545,-49.319466,0.40213543,-63.103451,49.92403,0.33319113
2122181818.1818,-49.554218,0.40130177,-63.14529,49.913357,0.32111108
2122909090.9091,-49.773449,0.40142134,-63.184986,49.91531,0.31305912
2123636363.6364,-48.574875,0.4030602,-63.210388,49.87508,0.35055584
2124363636.3636,-48.196499,0.40331054,-63.269497,49.783058,0.32211611
2125090909.0909,-47.71772,0.40711242,-63.299934,49.814369,0.36612558
2125818181.8182,-48.116791,0.40775469,-63.32653,49.821507,0.34910765
2126545454.5455,-47.544094,0.40767023,-63.354153,49.806423,0.37132302
2127272727.2727,-46.572495,0.41076812,-63.381451,49.823929,0.43404284
2128000000,-47.104752,0.4114314,-63.408512,49.791908,0.38815194
2128727272.7273,-46.89473,0.4151915,-63.454308,49.798481,0.4037253
2129454545.4545,-46.8316,0.41835108,-63.494778,49.764832,0.38876894
2130181818.1818,-46.986542,0.41550666,-63.5639,49.767052,0.38072547
2130909090.9091,-47.333588,0.41887382,-63.590057,49.780785,0.36866054
2131636363.6364,-46.362797,0.41751274,-63.621532,49.781574,0.42701891
2132363636.3636,-47.034428,0.42345625,-63.681931,49.740452,0.35994592
2133090909.0909,-46.736843,0.42149282,-63.721081,49.773399,0.39960736
2133818181.8182,-47.3344,0.42097911,-63.748875,49.778549,0.36726442
2134545454.5455,-46.398674,0.41868365,-63.814388,49.728775,0.39288068
2135272727.2727,-46.653614,0.42438325,-63.838051,49.746487,0.38824174
2136000000,-46.051407,0.42291257,-63.884418,49.782928,0.44725919
2136727272.7273,-45.607307,0.42613211,-63.899391,49.717297,0.43987781
2137454545.4545,-45.24374,0.42747927,-63.942142,49.704746,0.45829731
2138181818.1818,-45.412724,0.42879274,-63.969162,49.705994,0.44658515
2138909090.9091,-45.953835,0.42887467,-63.989304,49.743031,0.43190405
2139636363.6364,-45.254417,0.43432888,-64.046783,49.712299,0.46233913
2140363636.3636,-45.853237,0.43191689,-64.067711,49.732178,0.43209782
2141090909.0909,-45.728268,0.4319644,-64.092308,49.746048,0.44896147
2141818181.8182,-45.130562,0.43519756,-64.132011,49.719814,0.47607529
2142545454.5455,-45.549187,0.43457702,-64.173241,49.693993,0.42816624
2143272727.2727,-44.655163,0.4378393,-64.222115,49.683552,0.48996401
2144000000,-45.382877,0.44598418,-64.246292,49.687767,0.43617883
2144727272.7273,-44.992863,0.44297013,-64.268234,49.669971,0.45359704
2145454545.4545,-45.263748,0.44737703,-64.353851,49.687569,0.44511533
2146181818.1818,-44.962475,0.44502875,-64.387215,49.68573,0.46713129
2146909090.9091,-45.293644,0.44756171,-64.471054,49.691406,0.44554397
2147636363.6364,-45.235382,0.44838926,-64.479782,49.705688,0.45953548
2148363636.3636,-45.165005,0.45740217,-64.519135,49.708443,0.46654624
2149090909.0909,-44.627308,0.45145342,-64.559189,49.705948,0.50604397
2149818181.8182,-44.61697,0.45426327,-64.612976,49.649967,0.46952921
2150545454.5455,-44.295937,0.4537113,-64.642578,49.667923,0.50906783
2151272727.2727,-45.052181,0.45636129,-64.687332,49.661045,0.44209984
2152000000,-44.888264,0.45219317,-64.70488,49.665016,0.45835859
2152727272.7273,-43.991714,0.45917612,-64.7229,49.631622,0.51013887
2153454545.4545,-43.901436,0.45557633,-64.786896,49.660114,0.53756195
2154181818.1818,-43.967323,0.45743018,-64.854927,49.606808,0.49333546
2154909090.9091,-44.033817,0.45595428,-64.874702,49.619064,0.49690282
2155636363.6364,-43.769768,0.45821893,-64.905815,49.614594,0.51771104
2156363636.3636,-44.217182,0.45898855,-64.952484,49.650719,0.50404155
2157090909.0909,-43.766304,0.46254778,-64.969856,49.618675,0.52107924
2157818181.8182,-44.117298,0.45751101,-65.023224,49.654861,0.51547909
2158545454.5455,-43.178848,0.46183467,-65.083321,49.599213,0.56258535
2159272727.2727,-43.514881,0.46451828,-65.084206,49.563007,0.50031948
2160000000,-43.247669,0.46478364,-65.141006,49.599693,0.55623144
2160727272.7273,-43.235264,0.46578866,-65.184669,49.595051,0.55403131
2161454545.4545,-43.463017,0.46062216,-65.215889,49.598785,0.53473085
2162181818.1818,-42.851269,0.45824322,-65.262589,49.58614,0.58574843
2162909090.9091,-43.142567,0.46045303,-65.324242,49.612072,0.5751304
2163636363.6364,-42.889854,0.46280661,-65.352272,49.58968,0.58438289
2164363636.3636,-43.142479,0.4648205,-65.415932,49.597733,0.56507522
2165090909.0909,-42.915462,0.46114153,-65.465149,49.583618,0.57744014
2165818181.8182,-43.07708,0.46096784,-65.492302,49.599876,0.57302594
2166545454.5455,-42.604042,0.46078292,-65.55957,49.586636,0.61126935
2167272727.2727,-42.507893,0.45979732,-65.589203,49.580509,0.61698395
2168000000,-42.622715,0.4598625,-65.640541,49.590412,0.6119324
2168727272.7273,-42.530609,0.46127972,-65.685585,49.589546,0.62077999
2169454545.4545,-42.842815,0.45921916,-65.735573,49.608509,0.60195792
2170181818.1818,-42.517109,0.4608379,-65.748734,49.584332,0.61864692
2170909090.9091,-42.515289,0.46148118,-65.777878,49.584858,0.61919165
