!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Tuesday, March 15, 2016 11:57:37
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG),S21(REAL),S21(IMAG),S21(REAL),S21(IMAG),S11(REAL),S11(IMAG)
1179000000,0.74067622,-0.6287747,0.00015027719,-0.00022521059,0.00015027719,-0.00022521059,0.74067622,-0.6287747
1180000000,0.74040192,-0.62991124,0.00014018433,9.1963055e-005,0.00014018433,9.1963055e-005,0.74040192,-0.62991124
1181000000,0.7417658,-0.62925524,-5.264e-005,-0.00019299475,-5.264e-005,-0.00019299475,0.7417658,-0.62925524
1182000000,0.73930526,-0.63082749,-9.6883508e-005,-3.5101322e-005,-9.6883508e-005,-3.5101322e-005,0.73930526,-0.63082749
1183000000,0.73656994,-0.62917823,-0.00018574343,-0.00018670583,-0.00018574343,-0.00018670583,0.73656994,-0.62917823
1184000000,0.73726034,-0.62997812,-0.00013059203,-0.000125811,-0.00013059203,-0.000125811,0.73726034,-0.62997812
1185000000,0.73732686,-0.63258952,-0.0004345346,-5.8508602e-005,-0.0004345346,-5.8508602e-005,0.73732686,-0.63258952
1186000000,0.7336176,-0.63201052,6.0416041e-005,0.00030111976,6.0416041e-005,0.00030111976,0.7336176,-0.63201052
1187000000,0.7344411,-0.63385397,-0.00012107323,0.00010781534,-0.00012107323,0.00010781534,0.7344411,-0.63385397
1188000000,0.73320317,-0.63430804,0.00013016372,-2.6652615e-005,0.00013016372,-2.6652615e-005,0.73320317,-0.63430804
1189000000,0.73276675,-0.63547146,4.9187536e-005,-0.00022832298,4.9187536e-005,-0.00022832298,0.73276675,-0.63547146
1190000000,0.7309801,-0.63587713,-0.00011840062,-0.00012645399,-0.00011840062,-0.00012645399,0.7309801,-0.63587713
1191000000,0.7301622,-0.63723344,0.0002783887,-6.1507504e-005,0.0002783887,-6.1507504e-005,0.7301622,-0.63723344
1192000000,0.72951025,-0.63794982,0.0002998444,-0.00013845357,0.0002998444,-0.00013845357,0.72951025,-0.63794982
1193000000,0.72756553,-0.63995379,-0.00010543028,7.6569246e-005,-0.00010543028,7.6569246e-005,0.72756553,-0.63995379
1194000000,0.72529912,-0.64190805,-7.7591452e-005,-2.1227905e-005,-7.7591452e-005,-2.1227905e-005,0.72529912,-0.64190805
1195000000,0.72398138,-0.64110476,-5.6881487e-005,2.5450227e-005,-5.6881487e-005,2.5450227e-005,0.72398138,-0.64110476
1196000000,0.72139335,-0.64357227,0.00018452367,0.00016513903,0.00018452367,0.00016513903,0.72139335,-0.64357227
1197000000,0.7206614,-0.6431067,-5.4079243e-005,-5.23165e-005,-5.4079243e-005,-5.23165e-005,0.7206614,-0.6431067
1198000000,0.71897882,-0.64231402,-0.00014854553,8.8519846e-005,-0.00014854553,8.8519846e-005,0.71897882,-0.64231402
1199000000,0.71671695,-0.64220673,-0.00024645499,7.9448153e-005,-0.00024645499,7.9448153e-005,0.71671695,-0.64220673
1200000000,0.71535242,-0.64379907,0.00013078901,-4.8863956e-005,0.00013078901,-4.8863956e-005,0.71535242,-0.64379907
1201000000,0.71448559,-0.64506519,-1.8802897e-005,-0.00014256325,-1.8802897e-005,-0.00014256325,0.71448559,-0.64506519
1202000000,0.71256435,-0.64419806,-1.7616048e-005,8.6178974e-005,-1.7616048e-005,8.6178974e-005,0.71256435,-0.64419806
1203000000,0.71115416,-0.6442824,9.3510593e-005,0.00013692222,9.3510593e-005,0.00013692222,0.71115416,-0.6442824
