!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Tuesday, March 15, 2016 19:37:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
1000000000,1.0002691,0.013143979
1001000000,0.99684703,0.010956497
1002000000,0.99416929,0.010233353
1003000000,0.9937104,0.0085383514
1004000000,0.99355501,0.0044579469
1005000000,0.99225676,0.0044195605
1006000000,0.99101257,0.00030691407
1007000000,0.9896279,0.00055683241
1008000000,0.99071836,-0.0038377694
1009000000,0.98460686,-0.0052821278
1010000000,0.98432285,-0.0080313077
1011000000,0.98295844,-0.0096485093
1012000000,0.98189145,-0.011768929
1013000000,0.97976953,-0.013719591
1014000000,0.97750503,-0.015620083
1015000000,0.97546071,-0.016506527
1016000000,0.97417587,-0.016792566
1017000000,0.97279841,-0.016842382
1018000000,0.97224778,-0.016645618
1019000000,0.97028863,-0.01825349
1020000000,0.96975332,-0.017112926
1021000000,0.96937776,-0.017069461
1022000000,0.97005582,-0.017439637
1023000000,0.97072864,-0.017292337
1024000000,0.9703967,-0.020335853
1025000000,0.97094572,-0.020849725
1026000000,0.96935391,-0.02425893
1027000000,0.96898061,-0.02501761
1028000000,0.96715164,-0.025586128
1029000000,0.96498924,-0.026207035
1030000000,0.96855462,-0.027858483
1031000000,0.96620339,-0.027896425
1032000000,0.9638958,-0.029208183
1033000000,0.9641881,-0.027949139
1034000000,0.96585917,-0.02994079
1035000000,0.96200448,-0.029095324
1036000000,0.96003503,-0.031736631
1037000000,0.96036905,-0.028929481
1038000000,0.960976,-0.032341488
1039000000,0.96000236,-0.032278113
1040000000,0.96384907,-0.032407429
1041000000,0.96172392,-0.032344729
1042000000,0.96455252,-0.035542265
1043000000,0.96307683,-0.031099834
1044000000,0.96244639,-0.035705879
1045000000,0.96057785,-0.037604943
1046000000,0.96115065,-0.03800758
1047000000,0.95972896,-0.037236728
1048000000,0.96209419,-0.036991354
1049000000,0.95959592,-0.037949998
1050000000,0.96170086,-0.038169794
1051000000,0.96243763,-0.039380882
1052000000,0.96233028,-0.040956844
1053000000,0.96402651,-0.041520908
1054000000,0.96336907,-0.043688919
1055000000,0.96284288,-0.044059429
1056000000,0.96403092,-0.044224579
1057000000,0.96421474,-0.0460333
1058000000,0.96528101,-0.050311524
1059000000,0.96521288,-0.04798675
1060000000,0.96350867,-0.050198704
1061000000,0.96097958,-0.051583853
1062000000,0.9619447,-0.05000639
1063000000,0.96063733,-0.051572643
1064000000,0.96209383,-0.055209164
1065000000,0.96171415,-0.054072879
1066000000,0.95876008,-0.052572601
1067000000,0.96021348,-0.055624511
1068000000,0.9574104,-0.054680672
1069000000,0.95837182,-0.055294558
1070000000,0.95693058,-0.054770406
1071000000,0.95699704,-0.054223295
1072000000,0.95724094,-0.054946281
1073000000,0.9595679,-0.056956004
1074000000,0.95710033,-0.05705798
1075000000,0.9571386,-0.054756198
1076000000,0.95608079,-0.055682816
1077000000,0.95766968,-0.054715451
1078000000,0.95786297,-0.055454623
1079000000,0.96020299,-0.055686541
1080000000,0.96317297,-0.053895731
1081000000,0.96523368,-0.057302702
1082000000,0.96456486,-0.057792645
1083000000,0.96500015,-0.059818182
1084000000,0.9672752,-0.061004657
1085000000,0.96553671,-0.06296169
1086000000,0.9642837,-0.064036265
1087000000,0.96391892,-0.066467874
1088000000,0.96442121,-0.06714911
1089000000,0.96261942,-0.067842357
1090000000,0.96581733,-0.069404945
1091000000,0.9669016,-0.070189886
1092000000,0.96421534,-0.070602216
1093000000,0.96535015,-0.070783533
1094000000,0.96306223,-0.072997473
1095000000,0.96391946,-0.0733044
1096000000,0.96474934,-0.072894908
1097000000,0.96562117,-0.073818706
1098000000,0.96619767,-0.07524357
1099000000,0.96500337,-0.075477399
1100000000,0.96437162,-0.074327737
1101000000,0.96558565,-0.076045431
1102000000,0.96666187,-0.079501845
1103000000,0.96899819,-0.078495659
1104000000,0.97020966,-0.081116587
1105000000,0.96849781,-0.079615839
1106000000,0.96813077,-0.082800761
1107000000,0.97015929,-0.084871389
1108000000,0.96708894,-0.0837861
1109000000,0.96603262,-0.086319499
1110000000,0.96615887,-0.087220311
1111000000,0.96668607,-0.089614555
1112000000,0.96497095,-0.089940242
1113000000,0.96617115,-0.09343151
1114000000,0.96492398,-0.094802313
1115000000,0.96481305,-0.094861493
1116000000,0.96351624,-0.095797971
1117000000,0.96148336,-0.096326672
1118000000,0.95989847,-0.096972331
1119000000,0.96009856,-0.096316367
1120000000,0.9605819,-0.095998503
1121000000,0.95947278,-0.096453942
1122000000,0.95790547,-0.095255367
1123000000,0.95894325,-0.095478974
1124000000,0.95849693,-0.096174136
1125000000,0.95874602,-0.09814743
1126000000,0.95919889,-0.097893521
1127000000,0.96038741,-0.09809532
1128000000,0.95900595,-0.099410318
1129000000,0.95796233,-0.098549284
1130000000,0.95899206,-0.098876029
1131000000,0.95965022,-0.099011645
1132000000,0.95801258,-0.10020522
1133000000,0.95801485,-0.098501131
1134000000,0.95864362,-0.10035224
1135000000,0.959373,-0.09838371
1136000000,0.9594714,-0.10083319
1137000000,0.95880544,-0.10015095
1138000000,0.95940942,-0.10252482
1139000000,0.96132058,-0.10142127
1140000000,0.95786607,-0.10378495
1141000000,0.95701551,-0.10417346
1142000000,0.95804989,-0.10221501
1143000000,0.95951355,-0.1033338
1144000000,0.95966041,-0.10358923
1145000000,0.95927721,-0.1051302
1146000000,0.96121728,-0.10493715
1147000000,0.96126842,-0.10599747
1148000000,0.96039879,-0.1061336
1149000000,0.962161,-0.10985995
1150000000,0.96132821,-0.10865501
1151000000,0.96070325,-0.10755541
1152000000,0.96156794,-0.10867176
1153000000,0.96391332,-0.11152498
1154000000,0.96403199,-0.11025112
1155000000,0.96670848,-0.11348108
1156000000,0.96588987,-0.11284558
1157000000,0.96724415,-0.11500084
1158000000,0.9684813,-0.11516865
1159000000,0.96605402,-0.11836416
1160000000,0.96751922,-0.11864742
1161000000,0.96585077,-0.12133108
1162000000,0.9654671,-0.12181775
1163000000,0.96419162,-0.12698445
1164000000,0.96499199,-0.12468199
1165000000,0.96425992,-0.1242969
1166000000,0.96475703,-0.12654987
1167000000,0.96440101,-0.1287933
1168000000,0.96497643,-0.12768148
1169000000,0.96558201,-0.13077672
1170000000,0.96464813,-0.13217916
1171000000,0.96283782,-0.13309915
1172000000,0.9623127,-0.13275725
1173000000,0.96320313,-0.13474406
1174000000,0.9636066,-0.13495311
1175000000,0.96096361,-0.13771968
1176000000,0.96154737,-0.13872227
1177000000,0.95829976,-0.13917497
1178000000,0.96108252,-0.13921246
1179000000,0.95936114,-0.13922815
1180000000,0.95820183,-0.14214779
1181000000,0.95664233,-0.14039336
1182000000,0.95575374,-0.14243045
1183000000,0.95557773,-0.14230068
1184000000,0.95799065,-0.1442892
1185000000,0.95405805,-0.14141887
1186000000,0.95464295,-0.14428361
1187000000,0.95200449,-0.14308198
1188000000,0.9522562,-0.14348654
1189000000,0.95297921,-0.14345659
1190000000,0.95186734,-0.14416634
1191000000,0.94971037,-0.14517842
1192000000,0.94908661,-0.14450306
1193000000,0.94970679,-0.14506394
1194000000,0.94989485,-0.1428196
1195000000,0.95027083,-0.1436318
1196000000,0.94877642,-0.14213088
1197000000,0.95044613,-0.14399599
1198000000,0.94636595,-0.1432312
1199000000,0.95013285,-0.14568131
1200000000,0.94736743,-0.14516672
1201000000,0.95053256,-0.14439376
1202000000,0.94590867,-0.1461248
1203000000,0.94837117,-0.14612298
1204000000,0.94936645,-0.14644024
1205000000,0.94933951,-0.14524747
1206000000,0.9500227,-0.14607652
1207000000,0.95123744,-0.14857541
1208000000,0.95138448,-0.14777757
1209000000,0.95164746,-0.15013017
1210000000,0.95246643,-0.14887783
1211000000,0.95194936,-0.15013997
1212000000,0.95257318,-0.14844069
1213000000,0.95278823,-0.1501638
1214000000,0.95074546,-0.1527338
1215000000,0.95197105,-0.15328684
1216000000,0.94996488,-0.15267336
1217000000,0.95150459,-0.15442947
1218000000,0.95041507,-0.15281858
1219000000,0.95245171,-0.15526663
1220000000,0.95021939,-0.15541472
1221000000,0.95290208,-0.15655562
1222000000,0.95186836,-0.15528713
1223000000,0.95270294,-0.15494868
1224000000,0.95466799,-0.15688322
1225000000,0.95239013,-0.15806626
1226000000,0.95371622,-0.15914908
1227000000,0.95337641,-0.15870439
1228000000,0.95555729,-0.16280806
1229000000,0.9531377,-0.16219184
1230000000,0.95396125,-0.16244139
