Freq [GHz],"dB(S(1,1)) [] - end_t='0.01'","dB(S(1,1)) [] - end_t='0.025'","dB(S(1,1)) [] - end_t='0.2'","dB(S(1,1)) [] - end_t='0.4'","dB(S(1,1)) [] - end_t='0.6'","dB(S(1,1)) [] - end_t='0.8'","dB(S(1,1)) [] - end_t='1'","dB(S(1,1)) [] - end_t='1.2'","dB(S(1,1)) [] - end_t='1.4'","dB(S(1,1)) [] - end_t='1.6'","dB(S(1,1)) [] - end_t='1.8'","dB(S(1,1)) [] - end_t='2'","dB(S(1,1)) [] - end_t='2.2'","dB(S(1,1)) [] - end_t='2.4'","dB(S(1,1)) [] - end_t='2.6'","dB(S(1,1)) [] - end_t='0.01'","dB(S(1,1)) [] - end_t='0.025'","dB(S(1,1)) [] - end_t='0.2'","dB(S(1,1)) [] - end_t='0.4'","dB(S(1,1)) [] - end_t='0.6'","dB(S(1,1)) [] - end_t='0.8'","dB(S(1,1)) [] - end_t='1'","dB(S(1,1)) [] - end_t='1.2'","dB(S(1,1)) [] - end_t='1.4'","dB(S(1,1)) [] - end_t='1.6'","dB(S(1,1)) [] - end_t='1.8'","dB(S(1,1)) [] - end_t='2'","dB(S(1,1)) [] - end_t='2.2'","dB(S(1,1)) [] - end_t='2.4'","dB(S(1,1)) [] - end_t='2.6'"
3.564,-7.901233534,-8.093819977,-13.77887433,-3.753793656,-1.685465263,-1.151542929,-2.471923054,-2.867543628,-3.347595339,-2.309588153,-1.665943401,-2.958801521,-3.076094132,-2.557767947,-2.317714712,,,,,,,,,,,,,,,
3.565,-7.911917198,-8.104432277,-13.77714165,-3.75173881,-1.68466722,-1.151276501,-2.485441338,-2.860324203,-3.352009244,-2.308249997,-1.663021798,-2.947211947,-3.084029476,-2.548126435,-2.316448758,,,,,,,,,,,,,,,
3.566,-7.922612216,-8.115048019,-13.7754795,-3.749678233,-1.683863066,-1.151006367,-2.499095803,-2.853145642,-3.356406073,-2.30690529,-1.660125415,-2.935711741,-3.091946835,-2.538501883,-2.31521577,,,,,,,,,,,,,,,
3.567,-7.93331899,-8.125667423,-13.77388541,-3.747611895,-1.683052809,-1.150732524,-2.512887658,-2.846007522,-3.360785828,-2.305554111,-1.65725406,-2.924300285,-3.099844833,-2.52889569,-2.31401556,,,,,,,,,,,,,,,
3.568,-7.944037926,-8.136290716,-13.77235684,-3.745539765,-1.682236461,-1.150454972,-2.526818127,-2.838909424,-3.365148509,-2.304196544,-1.654407542,-2.912976963,-3.107722096,-2.519309266,-2.312847939,,,,,,,,,,,,,,,
3.569,-7.954769435,-8.146918123,-13.77089116,-3.743461814,-1.681414033,-1.15017371,-2.540888451,-2.831850935,-3.369494119,-2.302832676,-1.651585672,-2.90174117,-3.115577252,-2.509744039,-2.311712725,,,,,,,,,,,,,,,
3.57,-7.965513931,-8.157549875,-13.76948565,-3.74137801,-1.680585535,-1.149888737,-2.555099886,-2.824831644,-3.373822661,-2.301462597,-1.648788262,-2.890592306,-3.123408926,-2.500201453,-2.310609738,,,,,,,,,,,,,,,
3.571,-7.976271833,-8.168186202,-13.7681375,-3.739288326,-1.67975098,-1.149600053,-2.569453707,-2.817851148,-3.378134141,-2.300086399,-1.646015125,-2.879529776,-3.131215746,-2.490682967,-2.309538802,,,,,,,,,,,,,,,
3.572,-7.987043564,-8.17882734,-13.76684381,-3.737192732,-1.678910378,-1.149307658,-2.583951203,-2.810909045,-3.382428564,-2.29870418,-1.643266075,-2.868552993,-3.138996341,-2.481190053,-2.308499745,,,,,,,,,,,,,,,
3.573,-7.99782955,-8.189473524,-13.76560162,-3.735091199,-1.678063744,-1.149011551,-2.598593681,-2.804004938,-3.386705937,-2.297316039,-1.640540928,-2.857661377,-3.146749339,-2.471724201,-2.307492399,,,,,,,,,,,,,,,
3.574,-8.008630223,-8.200124995,-13.76440785,-3.732983698,-1.67721109,-1.148711734,-2.613382464,-2.797138434,-3.390966268,-2.29592208,-1.637839501,-2.846854353,-3.154473372,-2.462286916,-2.306516597,,,,,,,,,,,,,,,
3.575,-8.019446017,-8.210781992,-13.76325934,-3.730870202,-1.676352428,-1.148408205,-2.628318893,-2.790309146,-3.395209568,-2.294522409,-1.635161611,-2.836131353,-3.162167072,-2.452879714,-2.305572178,,,,,,,,,,,,,,,
3.576,-8.030277371,-8.221444761,-13.76215288,-3.728750683,-1.675487773,-1.148100967,-2.643404325,-2.783516688,-3.399435847,-2.293117136,-1.632507078,-2.825491816,-3.169829075,-2.44350413,-2.304658983,,,,,,,,,,,,,,,
3.577,-8.041124728,-8.232113548,-13.76108513,-3.726625114,-1.674617139,-1.147790018,-2.658640135,-2.77676068,-3.403645117,-2.291706373,-1.629875723,-2.814935185,-3.177458017,-2.434161709,-2.303776856,,,,,,,,,,,,,,,
3.578,-8.051988533,-8.242788601,-13.76005269,-3.724493467,-1.67374054,-1.147475362,-2.674027715,-2.770040746,-3.407837391,-2.290290236,-1.627267366,-2.804460913,-3.185052538,-2.424854013,-2.302925645,,,,,,,,,,,,,,,
3.579,-8.062869239,-8.253470173,-13.75905207,-3.722355715,-1.67285799,-1.147156998,-2.689568475,-2.763356513,-3.412012683,-2.288868845,-1.624681832,-2.794068455,-3.192611281,-2.415582616,-2.3021052,,,,,,,,,,,,,,,
3.58,-8.073767298,-8.264158516,-13.75807971,-3.720211833,-1.671969506,-1.146834928,-2.705263842,-2.756707611,-3.41617101,-2.287442323,-1.622118943,-2.783757275,-3.200132891,-2.406349105,-2.301315374,,,,,,,,,,,,,,,
3.581,-8.084683169,-8.274853888,-13.75713194,-3.718061793,-1.671075102,-1.146509153,-2.721115261,-2.750093677,-3.420312388,-2.286010794,-1.619578525,-2.773526842,-3.207616018,-2.397155083,-2.300556024,,,,,,,,,,,,,,,
3.582,-8.095617314,-8.285556547,-13.75620504,-3.715905571,-1.670174795,-1.146179676,-2.737124195,-2.743514348,-3.424436835,-2.284574386,-1.617060405,-2.763376631,-3.215059314,-2.388002161,-2.299827008,,,,,,,,,,,,,,,
3.583,-8.106570199,-8.296266755,-13.75529519,-3.71374314,-1.669268601,-1.145846498,-2.753292125,-2.736969268,-3.42854437,-2.283133233,-1.61456441,-2.753306123,-3.222461436,-2.378891965,-2.299128189,,,,,,,,,,,,,,,
3.584,-8.117542293,-8.306984776,-13.75439851,-3.711574476,-1.668356536,-1.145509622,-2.769620551,-2.730458083,-3.432635015,-2.281687468,-1.612090369,-2.743314805,-3.229821046,-2.369826135,-2.29845943,,,,,,,,,,,,,,,
3.585,-8.128534069,-8.317710877,-13.75351103,-3.709399554,-1.667438618,-1.145169049,-2.786110991,-2.723980443,-3.436708791,-2.28023723,-1.609638112,-2.73340217,-3.237136809,-2.360806318,-2.297820598,,,,,,,,,,,,,,,
3.586,-8.139546003,-8.328445325,-13.7526287,-3.70721835,-1.666514864,-1.144824782,-2.802764981,-2.717536,-3.44076572,-2.278782659,-1.60720747,-2.723567717,-3.244407396,-2.351834177,-2.297211564,,,,,,,,,,,,,,,
3.587,-8.150578576,-8.339188394,-13.75174742,-3.705030838,-1.665585292,-1.144476824,-2.819584075,-2.711124413,-3.444805828,-2.277323899,-1.604798276,-2.71381095,-3.251631483,-2.342911381,-2.296632198,,,,,,,,,,,,,,,
3.588,-8.161632272,-8.349940357,-13.75086301,-3.702836996,-1.66464992,-1.144125178,-2.836569849,-2.704745342,-3.448829141,-2.275861097,-1.602410362,-2.70413138,-3.258807752,-2.334039615,-2.296082375,,,,,,,,,,,,,,,
3.589,-8.172707577,-8.360701492,-13.7499712,-3.7006368,-1.663708766,-1.143769847,-2.853723894,-2.698398451,-3.452835684,-2.274394403,-1.600043565,-2.694528521,-3.26593489,-2.325220569,-2.295561971,,,,,,,,,,,,,,,
3.59,-8.183804983,-8.371472077,-13.74906768,-3.698430226,-1.66276185,-1.143410835,-2.871047823,-2.692083408,-3.456825487,-2.272923969,-1.597697719,-2.685001895,-3.27301159,-2.316455946,-2.295070866,,,,,,,,,,,,,,,
3.591,-8.194924984,-8.382252395,-13.74814807,-3.696217252,-1.66180919,-1.143048144,-2.888543267,-2.685799884,-3.460798578,-2.271449951,-1.595372663,-2.67555103,-3.280036552,-2.307747457,-2.294608941,,,,,,,,,,,,,,,
3.592,-8.206068077,-8.39304273,-13.74720793,-3.693997856,-1.660850806,-1.142681779,-2.906211878,-2.679547552,-3.464754989,-2.269972509,-1.593068234,-2.666175457,-3.287008483,-2.299096821,-2.294176077,,,,,,,,,,,,,,,
3.593,-8.217234763,-8.403843369,-13.74624274,-3.691772015,-1.659886719,-1.142311744,-2.924055325,-2.673326092,-3.468694752,-2.268491802,-1.590784272,-2.656874714,-3.293926097,-2.290505766,-2.293772161,,,,,,,,,,,,,,,
3.594,-8.228425546,-8.414654603,-13.74524795,-3.689539707,-1.658916947,-1.141938043,-2.942075298,-2.667135184,-3.472617901,-2.267007997,-1.588520618,-2.647648344,-3.300788115,-2.281976028,-2.29339708,,,,,,,,,,,,,,,
3.595,-8.239640934,-8.425476724,-13.74421894,-3.687300911,-1.657941512,-1.14156068,-2.960273509,-2.660974513,-3.476524469,-2.265521259,-1.586277114,-2.638495895,-3.307593264,-2.27350935,-2.293050723,,,,,,,,,,,,,,,
3.596,-8.250881438,-8.436310027,-13.74315106,-3.685055605,-1.656960435,-1.14117966,-2.978651688,-2.654843765,-3.480414494,-2.264031759,-1.584053603,-2.629416921,-3.314340283,-2.26510748,-2.29273298,,,,,,,,,,,,,,,
3.597,-8.26214757,-8.447154811,-13.74203958,-3.68280377,-1.655973737,-1.140794987,-2.997211584,-2.648742633,-3.484288012,-2.26253967,-1.581849929,-2.620410981,-3.321027915,-2.256772174,-2.292443744,,,,,,,,,,,,,,,
3.598,-8.273439848,-8.458011375,-13.74087975,-3.680545383,-1.654981439,-1.140406666,-3.01595497,-2.64267081,-3.488145063,-2.261045167,-1.57966594,-2.611477639,-3.327654915,-2.248505193,-2.292182911,,,,,,,,,,,,,,,
3.599,-8.284758792,-8.468880023,-13.73966678,-3.678280425,-1.653983563,-1.140014704,-3.034883637,-2.636627994,-3.491985687,-2.259548429,-1.57750148,-2.602616463,-3.334220045,-2.240308302,-2.291950375,,,,,,,,,,,,,,,
3.6,-8.296104924,-8.47976106,-13.73839584,-3.676008877,-1.652980132,-1.139619104,-3.053999399,-2.630613884,-3.495809925,-2.258049637,-1.5753564,-2.593827028,-3.340722077,-2.232183272,-2.291746034,,,,,,,,,,,,,,,
3.601,-8.30747877,-8.490654797,-13.73706205,-3.673730717,-1.651971168,-1.139219874,-3.073304087,-2.624628185,-3.499617821,-2.256548974,-1.573230548,-2.585108911,-3.347159792,-2.224131877,-2.291569789,,,,,,,,,,,,,,,
3.602,-8.318880858,-8.501561543,-13.73566053,-3.671445928,-1.650956694,-1.138817018,-3.092799559,-2.618670602,-3.503409418,-2.255046627,-1.571123775,-2.576461698,-3.353531982,-2.216155892,-2.291421539,,,,,,,,,,,,,,,
3.603,-8.330311721,-8.512481613,-13.73418635,-3.66915449,-1.649936733,-1.138410542,-3.112487688,-2.612740846,-3.507184763,-2.253542786,-1.569035934,-2.567884976,-3.359837448,-2.208257097,-2.291301187,,,,,,,,,,,,,,,
3.604,-8.341771892,-8.523415324,-13.73263457,-3.666856385,-1.648911308,-1.138000453,-3.132370375,-2.606838629,-3.510943903,-2.252037641,-1.566966877,-2.559378339,-3.366075001,-2.200437273,-2.291208638,,,,,,,,,,,,,,,
3.605,-8.353261908,-8.534362995,-13.73100023,-3.664551594,-1.647880443,-1.137586758,-3.152449537,-2.600963667,-3.514686887,-2.250531388,-1.56491646,-2.550941385,-3.372243465,-2.192698201,-2.291143795,,,,,,,,,,,,,,,
3.606,-8.364782309,-8.545324949,-13.72927836,-3.662240099,-1.646844163,-1.137169462,-3.172727117,-2.595115677,-3.518413764,-2.249024223,-1.562884539,-2.542573717,-3.378341673,-2.185041663,-2.291106565,,,,,,,,,,,,,,,
3.607,-8.376333636,-8.556301511,-13.72746397,-3.659921883,-1.645802491,-1.136748574,-3.193205078,-2.589294382,-3.522124586,-2.247516345,-1.56087097,-2.534274941,-3.384368471,-2.177469442,-2.291096855,,,,,,,,,,,,,,,
3.608,-8.387916434,-8.567293008,-13.72555209,-3.657596929,-1.644755453,-1.136324099,-3.213885407,-2.583499505,-3.525819406,-2.246007958,-1.558875613,-2.526044671,-3.390322717,-2.169983316,-2.291114575,,,,,,,,,,,,,,,
3.609,-8.39953125,-8.578299772,-13.72353772,-3.655265219,-1.643703073,-1.135896045,-3.234770111,-2.577730774,-3.529498278,-2.244499265,-1.556898329,-2.517882521,-3.396203278,-2.162585066,-2.291159635,,,,,,,,,,,,,,,
3.61,-8.411178634,-8.589322136,-13.7214159,-3.652926736,-1.642645376,-1.13546442,-3.255861221,-2.571987919,-3.53316126,-2.242990473,-1.554938977,-2.509788113,-3.402009037,-2.155276466,-2.291231944,,,,,,,,,,,,,,,
3.611,-8.422859137,-8.600360436,-13.71918164,-3.650581465,-1.641582388,-1.135029231,-3.277160793,-2.566270673,-3.536808408,-2.241481792,-1.552997422,-2.501761072,-3.407738888,-2.148059289,-2.291331416,,,,,,,,,,,,,,,
3.612,-8.434573313,-8.611415012,-13.71682999,-3.64822939,-1.640514135,-1.134590486,-3.298670904,-2.560578771,-3.54043978,-2.239973435,-1.551073528,-2.493801028,-3.413391739,-2.140935303,-2.291457963,,,,,,,,,,,,,,,
3.613,-8.446321719,-8.622486205,-13.71435601,-3.645870494,-1.639440643,-1.134148194,-3.320393653,-2.554911951,-3.544055439,-2.238465614,-1.54916716,-2.485907614,-3.41896651,-2.133906272,-2.2916115,,,,,,,,,,,,,,,
3.614,-8.458104912,-8.633574361,-13.7117548,-3.643504762,-1.638361939,-1.133702363,-3.342331166,-2.549269956,-3.547655445,-2.236958548,-1.547278186,-2.478080467,-3.424462135,-2.126973951,-2.29179194,,,,,,,,,,,,,,,
3.615,-8.469923454,-8.644679826,-13.70902147,-3.641132179,-1.637278048,-1.133253001,-3.364485591,-2.543652527,-3.551239864,-2.235452455,-1.545406475,-2.470319231,-3.429877563,-2.120140093,-2.291999199,,,,,,,,,,,,,,,
3.616,-8.481777906,-8.655802952,-13.70615116,-3.638752731,-1.636188998,-1.132800117,-3.386859099,-2.538059413,-3.554808759,-2.233947557,-1.543551895,-2.462623551,-3.435211757,-2.113406438,-2.292233195,,,,,,,,,,,,,,,
3.617,-8.493668833,-8.666944092,-13.70313908,-3.636366403,-1.635094816,-1.13234372,-3.409453888,-2.532490361,-3.558362197,-2.232444077,-1.54171432,-2.454993077,-3.440463692,-2.106774723,-2.292493844,,,,,,,,,,,,,,,
3.618,-8.505596801,-8.678103602,-13.69998044,-3.63397318,-1.633995529,-1.131883819,-3.432272177,-2.526945125,-3.561900248,-2.230942241,-1.539893622,-2.447427464,-3.445632362,-2.100246671,-2.292781064,,,,,,,,,,,,,,,
3.619,-8.517562377,-8.689281842,-13.69667054,-3.63157305,-1.632891165,-1.131420424,-3.455316214,-2.521423458,-3.565422982,-2.229442278,-1.538089675,-2.439926369,-3.450716773,-2.093823999,-2.293094773,,,,,,,,,,,,,,,
3.62,-8.529566133,-8.700479174,-13.69320471,-3.629165998,-1.631781753,-1.130953545,-3.478588269,-2.515925116,-3.568930469,-2.227944418,-1.536302357,-2.432489455,-3.455715948,-2.087508409,-2.293434891,,,,,,,,,,,,,,,
3.621,-8.541608638,-8.711695963,-13.68957834,-3.626752012,-1.63066732,-1.13048319,-3.502090636,-2.510449861,-3.572422785,-2.226448894,-1.534531545,-2.425116388,-3.460628925,-2.081301594,-2.293801338,,,,,,,,,,,,,,,
3.622,-8.553690466,-8.722932576,-13.68578688,-3.624331079,-1.629547894,-1.130009371,-3.525825639,-2.504997453,-3.575900003,-2.22495594,-1.532777118,-2.417806837,-3.465454758,-2.075205233,-2.294194032,,,,,,,,,,,,,,,
3.623,-8.565812191,-8.734189386,-13.68182587,-3.621903185,-1.628423505,-1.129532097,-3.549795624,-2.499567657,-3.5793622,-2.223465793,-1.531038957,-2.410560475,-3.470192518,-2.06922099,-2.294612897,,,,,,,,,,,,,,,
3.624,-8.57797439,-8.745466766,-13.67769091,-3.61946832,-1.627294181,-1.129051379,-3.574002964,-2.494160241,-3.582809456,-2.221978693,-1.529316946,-2.403376979,-3.474841292,-2.063350517,-2.295057851,,,,,,,,,,,,,,,
3.625,-8.590177639,-8.756765092,-13.67337766,-3.61702647,-1.626159952,-1.128567227,-3.598450058,-2.488774974,-3.586241851,-2.220494881,-1.527610967,-2.396256031,-3.479400184,-2.057595447,-2.295528817,,,,,,,,,,,,,,,
3.626,-8.602422516,-8.768084745,-13.66888189,-3.614577625,-1.625020847,-1.128079654,-3.623139333,-2.483411627,-3.589659466,-2.219014599,-1.525920908,-2.389197314,-3.483868314,-2.0519574,-2.296025717,,,,,,,,,,,,,,,
3.627,-8.614709602,-8.779426109,-13.66419944,-3.612121773,-1.623876896,-1.127588668,-3.648073241,-2.478069976,-3.593062385,-2.217538094,-1.524246656,-2.382200515,-3.488244822,-2.046437975,-2.296548473,,,,,,,,,,,,,,,
3.628,-8.627039478,-8.790789567,-13.65932625,-3.609658904,-1.622728128,-1.127094283,-3.673254261,-2.472749797,-3.596450695,-2.216065611,-1.522588101,-2.375265327,-3.492528864,-2.041038755,-2.297097008,,,,,,,,,,,,,,,
3.629,-8.639412725,-8.802175511,-13.65425835,-3.607189006,-1.621574574,-1.12659651,-3.698684902,-2.46745087,-3.599824482,-2.2145974,-1.520945133,-2.368391444,-3.496719614,-2.035761303,-2.297671243,,,,,,,,,,,,,,,
3.63,-8.651829927,-8.813584331,-13.64899187,-3.604712069,-1.620416264,-1.12609536,-3.724367697,-2.462172976,-3.603183836,-2.213133713,-1.519317645,-2.361578563,-3.500816264,-2.03060716,-2.298271103,,,,,,,,,,,,,,,
3.631,-8.664291667,-8.825016424,-13.64352307,-3.602228084,-1.619253229,-1.125590845,-3.75030521,-2.456915899,-3.606528849,-2.211674801,-1.517705533,-2.354826387,-3.504818024,-2.025577848,-2.298896509,,,,,,,,,,,,,,,
3.632,-8.67679853,-8.836472186,-13.63784826,-3.599737041,-1.6180855,-1.125082978,-3.776500031,-2.451679425,-3.609859613,-2.21022092,-1.516108693,-2.348134619,-3.508724125,-2.020674864,-2.299547386,,,,,,,,,,,,,,,
3.633,-8.689351102,-8.847952019,-13.63196393,-3.59723893,-1.616913106,-1.124571771,-3.802954781,-2.446463343,-3.613176223,-2.208772326,-1.514527024,-2.341502968,-3.512533815,-2.015899684,-2.300223656,,,,,,,,,,,,,,,
3.634,-8.701949968,-8.859456328,-13.62586663,-3.594733742,-1.615736081,-1.124057236,-3.829672107,-2.441267445,-3.616478777,-2.207329278,-1.512960425,-2.334931144,-3.516246361,-2.011253759,-2.300925243,,,,,,,,,,,,,,,
3.635,-8.714595717,-8.87098552,-13.61955307,-3.592221469,-1.614554454,-1.123539387,-3.856654687,-2.436091522,-3.619767373,-2.205892036,-1.511408799,-2.328418862,-3.519861051,-2.006738514,-2.30165207,,,,,,,,,,,,,,,
3.636,-8.727288934,-8.882540005,-13.61302006,-3.589702102,-1.613368259,-1.123018237,-3.883905228,-2.430935371,-3.623042113,-2.204460861,-1.50987205,-2.321965839,-3.52337719,-2.002355349,-2.302404061,,,,,,,,,,,,,,,
3.637,-8.740030209,-8.894120197,-13.60626454,-3.587175633,-1.612177526,-1.122493798,-3.911426468,-2.425798789,-3.626303099,-2.203036016,-1.508350085,-2.315571795,-3.526794106,-1.998105636,-2.303181138,,,,,,,,,,,,,,,
3.638,-8.75282013,-8.905726513,-13.59928359,-3.584642054,-1.610982287,-1.121966085,-3.939221173,-2.420681576,-3.629550437,-2.201617768,-1.506842812,-2.309236454,-3.530111144,-1.99399072,-2.303983225,,,,,,,,,,,,,,,
3.639,-8.765659285,-8.917359373,-13.5920744,-3.582101358,-1.609782576,-1.121435111,-3.967292141,-2.415583534,-3.632784233,-2.200206382,-1.50535014,-2.302959542,-3.533327673,-1.990011914,-2.304810246,,,,,,,,,,,,,,,
3.64,-8.778548263,-8.929019199,-13.58463432,-3.579553537,-1.608578423,-1.12090089,-3.995642201,-2.410504468,-3.636004597,-2.198802128,-1.503871982,-2.296740789,-3.536443078,-1.986170504,-2.305662122,,,,,,,,,,,,,,,
3.641,-8.791487653,-8.940706419,-13.57696082,-3.576998586,-1.607369863,-1.120363437,-4.024274213,-2.405444184,-3.639211641,-2.197405275,-1.502408253,-2.290579925,-3.539456768,-1.982467745,-2.306538777,,,,,,,,,,,,,,,
3.642,-8.804478045,-8.952421462,-13.56905152,-3.574436496,-1.606156928,-1.119822764,-4.053191068,-2.400402491,-3.642405477,-2.196016093,-1.500958868,-2.284476687,-3.542368172,-1.978904859,-2.307440133,,,,,,,,,,,,,,,
3.643,-8.817520029,-8.964164759,-13.56090417,-3.571867263,-1.60493965,-1.119278889,-4.082395689,-2.395379198,-3.645586222,-2.194634857,-1.499523747,-2.278430812,-3.54517674,-1.975483035,-2.308366112,,,,,,,,,,,,,,,
3.644,-8.830614192,-8.975936748,-13.55251668,-3.569290879,-1.603718063,-1.118731824,-4.111891034,-2.390374121,-3.648753994,-2.193261841,-1.498102811,-2.272442041,-3.547881942,-1.972203428,-2.309316637,,,,,,,,,,,,,,,
3.645,-8.843761126,-8.987737868,-13.54388709,-3.56670734,-1.6024922,-1.118181585,-4.14168009,-2.385387072,-3.651908913,-2.19189732,-1.496695981,-2.266510116,-3.550483271,-1.969067161,-2.310291629,,,,,,,,,,,,,,,
3.646,-8.856961418,-8.99956856,-13.53501359,-3.56411664,-1.601262095,-1.117628187,-4.171765879,-2.380417869,-3.655051101,-2.190541571,-1.495303185,-2.260634784,-3.552980242,-1.966075319,-2.31129101,,,,,,,,,,,,,,,
3.647,-8.870215658,-9.01142927,-13.52589453,-3.561518774,-1.600027782,-1.117071647,-4.202151457,-2.375466332,-3.658180684,-2.189194872,-1.493924348,-2.254815793,-3.555372389,-1.963228952,-2.3123147,,,,,,,,,,,,,,,
3.648,-8.883524434,-9.023320448,-13.51652838,-3.558913738,-1.598789294,-1.116511978,-4.232839913,-2.370532282,-3.661297789,-2.187857504,-1.492559402,-2.249052895,-3.557659271,-1.960529071,-2.31336262,,,,,,,,,,,,,,,
3.649,-8.896888335,-9.035242545,-13.5069138,-3.556301526,-1.597546665,-1.115949198,-4.263834372,-2.365615541,-3.664402545,-2.186529747,-1.491208278,-2.243345843,-3.559840468,-1.957976651,-2.31443469,,,,,,,,,,,,,,,
3.65,-8.910307948,-9.047196017,-13.49704956,-3.553682136,-1.596299929,-1.115383323,-4.295137992,-2.360715935,-3.667495086,-2.185211884,-1.489870911,-2.237694393,-3.56191558,-1.955572628,-2.31553083,,,,,,,,,,,,,,,
3.651,-8.92378386,-9.059181324,-13.48693462,-3.551055562,-1.595049122,-1.114814368,-4.326753967,-2.355833291,-3.670575544,-2.183904197,-1.488547238,-2.232098304,-3.563884232,-1.953317897,-2.31665096,,,,,,,,,,,,,,,
3.652,-8.937316659,-9.071198926,-13.47656804,-3.548421802,-1.593794277,-1.114242351,-4.358685527,-2.350967439,-3.673644058,-2.182606972,-1.487237198,-2.226557337,-3.565746071,-1.951213313,-2.317794998,,,,,,,,,,,,,,,
3.653,-8.95090693,-9.083249289,-13.46594909,-3.545780853,-1.592535429,-1.113667288,-4.390935939,-2.346118209,-3.676700767,-2.181320493,-1.485940734,-2.221071257,-3.567500765,-1.949259692,-2.318962862,,,,,,,,,,,,,,,
3.654,-8.964555259,-9.095332883,-13.45507714,-3.543132712,-1.591272612,-1.113089196,-4.423508506,-2.341285436,-3.679745814,-2.180045047,-1.48465779,-2.215639828,-3.569148005,-1.947457805,-2.32015447,,,,,,,,,,,,,,,
3.655,-8.97826223,-9.10745018,-13.44395174,-3.540477375,-1.590005863,-1.112508092,-4.456406567,-2.336468953,-3.682779344,-2.178780922,-1.483388314,-2.210262819,-3.570687506,-1.945808381,-2.321369739,,,,,,,,,,,,,,,
3.656,-8.992028427,-9.119601655,-13.43257258,-3.537814842,-1.588735215,-1.111923994,-4.489633502,-2.331668598,-3.685801503,-2.177528407,-1.482132255,-2.20494,-3.572119005,-1.944312107,-2.322608586,,,,,,,,,,,,,,,
3.657,-9.005854433,-9.131787787,-13.42093949,-3.535145109,-1.587460704,-1.111336919,-4.523192725,-2.326884211,-3.688812444,-2.176287791,-1.480889565,-2.199671146,-3.57344226,-1.942969626,-2.323870927,,,,,,,,,,,,,,,
3.658,-9.01974083,-9.144009059,-13.40905245,-3.532468176,-1.586182366,-1.110746886,-4.557087693,-2.322115631,-3.691812318,-2.175059365,-1.479660199,-2.19445603,-3.574657056,-1.941781534,-2.325156676,,,,,,,,,,,,,,,
3.659,-9.033688199,-9.156265956,-13.3969116,-3.529784041,-1.584900235,-1.110153912,-4.591321899,-2.317362702,-3.694801282,-2.173843419,-1.478444117,-2.189294431,-3.575763197,-1.940748385,-2.32646575,,,,,,,,,,,,,,,
3.66,-9.04769712,-9.168558969,-13.3845172,-3.527092702,-1.583614348,-1.109558016,-4.625898877,-2.312625268,-3.697779495,-2.172640246,-1.477241277,-2.184186127,-3.576760512,-1.939870683,-2.327798061,,,,,,,,,,,,,,,
3.661,-9.061768171,-9.180888589,-13.37186967,-3.52439416,-1.58232474,-1.108959215,-4.660822204,-2.307903177,-3.700747119,-2.171450139,-1.476051644,-2.179130901,-3.577648852,-1.93914889,-2.329153522,,,,,,,,,,,,,,,
3.662,-9.075901931,-9.193255313,-13.35896957,-3.521688413,-1.581031448,-1.10835753,-4.696095493,-2.303196275,-3.703704318,-2.170273391,-1.474875183,-2.174128536,-3.578428092,-1.938583418,-2.330532047,,,,,,,,,,,,,,,
3.663,-9.090098975,-9.205659641,-13.34581759,-3.518975462,-1.579734506,-1.107752978,-4.731722402,-2.298504414,-3.70665126,-2.169110297,-1.473711865,-2.169178818,-3.57909813,-1.938174633,-2.331933547,,,,,,,,,,,,,,,
3.664,-9.104359879,-9.218102076,-13.33241455,-3.516255307,-1.578433952,-1.107145579,-4.767706631,-2.293827445,-3.709588117,-2.167961151,-1.472561661,-2.164281536,-3.579658887,-1.937922851,-2.333357933,,,,,,,,,,,,,,,
3.665,-9.118685216,-9.230583125,-13.31876143,-3.513527948,-1.57712982,-1.106535352,-4.804051922,-2.289165223,-3.712515062,-2.16682625,-1.471424546,-2.159436479,-3.580110306,-1.937828343,-2.334805116,,,,,,,,,,,,,,,
3.666,-9.133075559,-9.243103298,-13.30485931,-3.510793387,-1.575822149,-1.105922318,-4.840762061,-2.284517603,-3.715432272,-2.165705889,-1.470300498,-2.154643439,-3.580452355,-1.937891327,-2.336275004,,,,,,,,,,,,,,,
3.667,-9.147531479,-9.255663109,-13.29070942,-3.508051623,-1.574510974,-1.105306495,-4.877840877,-2.279884442,-3.718339928,-2.164600364,-1.4691895,-2.149902211,-3.580685024,-1.938111974,-2.337767506,,,,,,,,,,,,,,,
